place,player,player_key,league,movement,country,points
1028,Zuzanna Kolonus,37956,WTA,up,Poland,18
1029,Seda Baslilar,65411,WTA,up,France,18
1030,Inka Wawrzkiewicz,84424,WTA,down,Poland,18
1031,Maria Kononova,202,WTA,up,World,18
1032,Ustiniya Lekomtseva,49392,WTA,down,World,18
1033,Alisa Kummel,14558,WTA,up,World,18
1034,Georgiana Goina Patricia,58114,WTA,down,Romania,18
1034,Polina Bakhmutkina,1342,WTA,up,Belgium,18
1036,Sara Mikaca,19162,WTA,down,Bosnia and Herzegovina,18
1037,Natsuho Arakawa,68,WTA,up,Japan,18
1038,Claudia Gasparovic,68425,WTA,up,Austria,18
1039,Maelle Leclercq,38971,WTA,down,France,18
1040,Tianmi Mi,40821,WTA,up,China,18
1041,Paulina Perez Garcia Maria,136,WTA,up,Colombia,17
1042,Alexandra Osborne,71,WTA,up,Australia,17
1043,Kim Chiarello,90503,WTA,up,France,17
1044,Eva Garkusha,1346,WTA,up,World,17
1045,Emma Charney,19702,WTA,up,USA,17
1045,Tina Manescu,88208,WTA,up,Germany,17
1047,Jo-Yee Chan,84315,WTA,up,USA,17
1048,Lucia Peyre,17376,WTA,down,Argentina,17
1049,Julita Saner,2597,WTA,up,Sweden,17
1050,Judith Perello Saavedra,1420,WTA,up,Spain,17
1050,Krystyna Pochtovyk,20383,WTA,up,Ukraine,17
1052,Valerie Glozman,37843,WTA,up,USA,16
1053,Karolina Pliskova,517,WTA,up,Czech Republic,16
1054,Tayisiya Morderger,1997,WTA,up,Germany,16
1055,Daniela Piani,28606,WTA,up,United Kingdom,16
1056,Charlotte Keitel,67693,WTA,up,Germany,16
1056,Amy Stevens,15341,WTA,up,Australia,16
1056,Kylie McKenzie,9127,WTA,up,USA,16
1056,Kennedy Drenser-Hagmann,92077,WTA,up,USA,16
1060,Amelia Paszun,84716,WTA,down,Poland,16
1060,Annika Penickova,58204,WTA,up,USA,16
1062,Anna Snigireva,51594,WTA,up,World,16
1062,Andrea Obradovic,40062,WTA,up,Serbia,16
1064,Lara Smejkal,39923,WTA,up,Slovenia,16
1065,Sofia Cohen Perovani,2264,WTA,up,Brazil,16
1066,Eunji Lee,,WTA,up,South Korea,16
1067,Rinon Okuwaki,39116,WTA,up,Japan,16
1068,Yui Chikaraishi,12992,WTA,up,Japan,16
1069,Vlada Ekshibarova,27727,WTA,up,Israel,16
1070,Nicole Gadient,13738,WTA,down,Switzerland,16
1071,Giulia Paterno,23392,WTA,down,Italy,16
1072,Sloane Stephens,1826,WTA,up,USA,15
1073,Xi Wu Ru,90543,WTA,up,China,15
1074,Tara Moore,1909,WTA,up,United Kingdom,15
1075,Nadia Kulbiej,70751,WTA,up,Poland,15
1076,Laetitia Sarrazin,3746,WTA,up,France,15
1076,Barbara Kostecka,86095,WTA,up,Poland,15
1078,Kiara Zabkova,73135,WTA,up,Slovakia,15
1079,Sarah Mildren,78988,WTA,up,Australia,15
1080,Funa Kozaki,13819,WTA,up,Japan,15
1081,Lani Chang,83235,WTA,down,USA,15
1081,Jessie Aney,214,WTA,up,USA,15
1083,Margaux Maquet,69067,WTA,up,Belgium,15
1084,Chukwumelije Clarke,,WTA,down,USA,15
1085,Maelys Bougrat,14109,WTA,down,France,15
1086,Andjela Lazarevic,52255,WTA,up,Serbia,15
1087,Cindy Langlais,62516,WTA,up,France,14
1088,Isabel Higuita Barraza Mariana,21720,WTA,up,Colombia,14
1089,Ruby Cooling,84355,WTA,up,United Kingdom,14
1090,Maria Cinalli Luna,63493,WTA,up,Argentina,14
1091,Denisa Hindova,4082,WTA,down,Czech Republic,14
1092,Selina Atay,2525,WTA,up,Turkey,14
1093,Midori Castillo Meza,90153,WTA,down,USA,14
1094,Diae El Jardi,64804,WTA,up,Morocco,14
1095,Georgina Garcia-Perez,1784,WTA,up,Spain,14
1096,Lorena Schaedel,34690,WTA,up,Germany,14
1097,Alessia Monteleone Giulia,75456,WTA,up,Italy,14
1098,Kristina Paskauskas,40089,WTA,up,United Kingdom,14
1099,Anri Nagata,13621,WTA,up,Japan,14
1100,Emma Kamper Malmkjaer,87042,WTA,down,Denmark,14
1100,Vlada Zvereva,,WTA,up,World,14
1102,Luana Plaza Araujo,13083,WTA,up,Brazil,14
1103,Miyu Nakashima,56185,WTA,up,Japan,14
1104,Katerina Mandelikova,14354,WTA,down,Czech Republic,14
1105,Nagomi Higashitani,38988,WTA,up,Japan,14
1106,Ching Wu Ho,1362,WTA,up,Hong Kong,14
1107,Irina Anghel Alexandra,69065,WTA,up,Romania,14
1108,Ying Ruan Zi,67675,WTA,up,China,14
1109,Tori Kinard,192,WTA,down,USA,14
1110,Kianah Motosono,22705,WTA,up,USA,14
1111,Marta Soriano Santiago,24523,WTA,up,Spain,14
1111,Polina Kaibekova,60798,WTA,up,World,14
1113,Helena Stevic,14382,WTA,up,France,14
1114,Tanisha Kashyap,40820,WTA,up,India,14
1115,Bethanie Mattek-Sands,2749,WTA,up,USA,13
1116,Rebeca Pereira,8439,WTA,up,Brazil,13
1117,Marian Gomez Pezuela Cano,2556,WTA,up,Mexico,13
1118,Alexandra Bozovic,3321,WTA,up,Australia,13
1119,Tamara Kostic,38119,WTA,up,Austria,13
1120,Liel Rothensteiner,49347,WTA,up,Austria,13
1121,Anna Pushkareva,92497,WTA,up,Russia,13
1121,Dejana Radanovic,4190,WTA,up,Serbia,13
1123,Luciana Perry,84407,WTA,up,USA,13
1124,Alice Ferlito,71935,WTA,up,Spain,13
1125,Federica Bilardo,2284,WTA,up,Italy,13
1126,Naomi McKenzie,75585,WTA,up,Australia,13
1127,Alisa Vasileva,91358,WTA,up,World,13
1128,Anna Kartseva,77927,WTA,up,World,13
1128,Mia Slama,69230,WTA,up,USA,13
1130,Emma Wilson,24734,WTA,up,United Kingdom,13
1131,Mercedes Aristegui,20222,WTA,up,Spain,13
1131,Ilinca Sagmar,68665,WTA,up,Romania,13
1133,Lara Pfeifer,13337,WTA,up,Italy,13
1134,Lena Ebster Anna,84408,WTA,up,Austria,13
1135,Giuliana Bestetti,25,WTA,down,Italy,13
1136,Nana Kawagishi,13071,WTA,up,Japan,13
1137,Paola Lopez,60664,WTA,up,USA,13
1138,Yushan Shao,9041,WTA,up,China,12
1139,Catherine Aulia,3325,WTA,up,Australia,12
1140,Charo Esquiva Banuls,52706,WTA,down,Spain,12
1141,Shuo Feng,9106,WTA,up,China,12
1142,Marina Bulbarella,2559,WTA,down,Argentina,12
1143,Mavie Osterreicher,7359,WTA,up,Austria,12
1144,Ying Xun Fang,1379,WTA,up,China,12
1145,Min Liu,4581,WTA,up,China,12
1146,Anastasia Sysoeva,125,WTA,up,USA,12
1147,Zaire Clarke,76243,WTA,up,USA,12
1148,Janae Preston,89244,WTA,up,USA,12
1149,Berta Passola,53340,WTA,up,Spain,12
1149,Xinle Geng,84720,WTA,up,China,12
1151,Aravane Rezai,3539,WTA,up,France,12
1151,Nicole Rivkin,9269,WTA,up,Germany,12
1153,Raveena Kingsley,9157,WTA,up,USA,12
1154,Katherine Barnes,58551,WTA,up,United Kingdom,12
1155,Josefina Estevez,38941,WTA,down,Argentina,12
1156,Margaret Sohns,73855,WTA,down,USA,12
1157,Nao Nishino,58203,WTA,up,Japan,12
1158,Leilany Ipunesso,56269,WTA,up,New Caledonia,12
1159,Manca Pislak,11882,WTA,up,Slovenia,12
1160,Zoe Hitt,20874,WTA,up,USA,12
1161,Kaede Usui,75546,WTA,down,USA,12
1161,Fabienne Gettwart,14243,WTA,up,Germany,12
1163,Kaat Coppez,66485,WTA,up,Belgium,12
1163,Oceane Babel,492,WTA,down,France,12
1165,Stefaniya Pushkar,73480,WTA,up,Ukraine,12
1166,Jasmine Conway,9401,WTA,up,United Kingdom,12
1167,Barbara Straszewska,73134,WTA,down,Poland,12
1168,Barbora Michalkova,70093,WTA,down,Czech Republic,12
1168,Annabelle Xu,,WTA,up,Canada,12
1170,Feier Hu,54660,WTA,up,China,12
1170,Remika Ohashi,72037,WTA,up,Japan,12
1172,Rachael Smith,7919,WTA,up,USA,12
1173,Barbara Dessolis,2282,WTA,up,Italy,12
1174,Maria Oliver Sanchez,38007,WTA,up,Spain,12
1175,Ada Kumru,38327,WTA,down,Turkey,11
1176,Aoi Ide,82980,WTA,up,Japan,11
1177,Shruti Ahlawat,25026,WTA,up,India,11
1178,Welles Newman,73853,WTA,up,USA,11
1179,Lisa Claeys,68070,WTA,up,Belgium,11
1180,Tereza Krejcova,73864,WTA,up,Czech Republic,11
1181,Karla Bartel,82378,WTA,up,Germany,11
1181,Mandegar Farzami,71459,WTA,up,Iran,11
1181,Luna Vujovic,65718,WTA,up,Serbia,11
1181,Daria Shadchneva,40518,WTA,up,World,11
1185,Mouna Bouzgarrou,23295,WTA,up,Tunisia,11
1185,Humera Baharmus,13978,WTA,up,India,11
1185,Yuka Hosoki,8723,WTA,up,Japan,11
1188,Smriti Bhasin,58,WTA,up,India,11
1188,Klara Kosan,11728,WTA,up,USA,11
1188,Elizabeth Coleman,9239,WTA,down,USA,11
1191,Kanako Morisaki,6933,WTA,up,Japan,11
1191,Mia Wainwright,76419,WTA,up,United Kingdom,11
1193,Alana Parnaby,1408,WTA,up,Australia,11
1194,Claudia Hoste Ferrer,146,WTA,up,Spain,11
1194,Milana Maslenkova,7030,WTA,up,Uzbekistan,11
1196,Carolina Nava Elkin Amanda,39505,WTA,up,Mexico,11
1197,Amelie Hejtmankova,69485,WTA,up,Czech Republic,11
1198,Angelica Sara,65858,WTA,down,Italy,11
1198,Emily De Oliveira,75929,WTA,up,USA,11
1200,Alesia Breaz,85934,WTA,up,Romania,11
1200,Esina Samardzic Ayline,9335,WTA,up,Switzerland,11
1200,Maayan Laron,83613,WTA,down,Israel,11
1200,Maria Mikhaylova,38938,WTA,up,World,11
1200,Kamonwan Yodpetch,27706,WTA,up,Thailand,11
1200,Isabella Svahn,40199,WTA,up,Sweden,11
1200,Sofia Martianova,74763,WTA,up,World,11
1207,Laura Boehner,15846,WTA,up,Germany,11
1207,Caterina Odorizzi,38949,WTA,up,Italy,11
1209,Analu Freitas,63826,WTA,up,Portugal,10
1210,Sara Lanca,94,WTA,down,Portugal,10
1211,Leticia Garcia Vidal,57688,WTA,up,Brazil,10
1211,Naoko Eto,5249,WTA,up,Japan,10
1213,Karla Popovic,5707,WTA,up,Croatia,10
1213,Thessy Ntondele Zinga,18142,WTA,up,France,10
1215,Kali Supova,60799,WTA,up,Slovakia,10
1216,Piper Charney,58202,WTA,up,USA,10
1216,Pei-Chi Lee,1397,WTA,up,Taiwan,10
1218,Ava-Monet Sycamore,65356,WTA,up,Australia,10
1219,Cara Korhonen,56715,WTA,up,Finland,10
1219,Celia Anson Sanchez,58397,WTA,up,Spain,10
1219,Cristina Ramos Sierra,64791,WTA,up,Spain,10
1219,Selina Dal,13255,WTA,up,Germany,10
1223,Anastasia Sukhotina,13462,WTA,up,World,10
1223,Patricia Bejenaru Karola,20152,WTA,up,Romania,10
1225,Karolina Mrazikova,51003,WTA,up,Slovakia,10
1225,Lucrezia Musetti,73781,WTA,up,Italy,10
1227,Rikke De Koning,40086,WTA,up,Netherlands,10
1228,Sydney Jara,75928,WTA,up,USA,10
1228,Malkia Menguene,,WTA,down,USA,10
1230,Ciara Moore,55154,WTA,up,United Kingdom,10
1230,Georgina Groth,74171,WTA,up,Germany,10
1232,Anna Kmiecik,72749,WTA,up,Poland,10
1232,Juliana Giaccio,76054,WTA,up,Spain,10
1232,Jiho Shin,3130,WTA,up,South Korea,10
1232,Sofia Suslova,90177,WTA,up,World,10
1232,Saoirse Breen,52222,WTA,up,Fiji,10
1237,Marie Mattel,89697,WTA,up,France,10
1238,Rosa Dourado Zimermman Jennifer,24284,WTA,up,Brazil,10
1239,Olivia Bergler,15525,WTA,up,Poland,10
1240,Jeong Moon,24519,WTA,up,South Korea,10
1240,Kanon Sawashiro,50791,WTA,down,Japan,10
1240,Laura Cilekova,49791,WTA,up,Slovakia,10
1240,Francesca Gandolfi,61315,WTA,down,Italy,10
1244,Anna Tabunshchyk,80336,WTA,up,Canada,10
1245,Lourdes Ayala,24413,WTA,up,Argentina,10
1246,Beatris Spasova,1345,WTA,up,Bulgaria,10
1246,Saumya Vig,13980,WTA,up,India,10
1246,Summer Yardley,58641,WTA,up,United Kingdom,10
1249,Emma Van Poppel,13203,WTA,up,Netherlands,10
1250,Jose Sanchez Uribe Maria,3885,WTA,up,Colombia,9
1251,Yana Morderger,1830,WTA,up,Germany,9
1252,Marie Desvignes Eva,52686,WTA,up,Singapore,9
1253,Kailey Evans,22282,WTA,up,USA,9
1253,Riko Kikawada,68050,WTA,up,Japan,9
1253,Sabine Rutlauka,19429,WTA,up,Latvia,9
1256,Kseniia Ruchkina,90809,WTA,up,Russia,9
1257,Isabel Skoog,40792,WTA,up,Sweden,9
1257,Maria Garcia,38929,WTA,up,Portugal,9
1259,Gabriella Mikaul,78523,WTA,up,USA,9
1260,Camilla Bossi,38280,WTA,up,Brazil,9
1260,Marcella Dessolis,53621,WTA,up,Italy,9
1260,Laalitya Kalluri,53623,WTA,up,India,9
1260,Pilar Beveraggi Lespiau,59522,WTA,down,Argentina,9
1260,Liu Yuhan,90141,WTA,up,China,9
1265,Ashmitha Easwaramurthi,99,WTA,up,India,9
1266,Francesca Dell'Edera,17,WTA,up,Italy,9
1266,Ekaterina Tupitsyna,81408,WTA,up,World,9
1266,Klaudija Bubelyte,19431,WTA,up,Lithuania,9
1266,Hephzibah Oluwadare,64356,WTA,up,United Kingdom,9
1266,Tamara Sramkova,65045,WTA,down,Slovakia,9
1271,Soha Sadiq,13983,WTA,up,India,9
1272,Polina Isakova,71279,WTA,up,Ukraine,9
1272,Teodora Sava Ioana,54092,WTA,up,Romania,9
1272,Daria Gorska,54024,WTA,up,Poland,9
1272,Emma Slavikova,61722,WTA,up,Czech Republic,9
1276,Giovanna Giessler Elena,29352,WTA,up,Germany,9
1277,Laura Brunkel,56754,WTA,down,Denmark,9
1277,Victoria Balan Sara,72448,WTA,up,Romania,9
1279,Natalia Krockova,40725,WTA,up,Slovakia,9
1280,Melis Rasim,75050,WTA,up,Bulgaria,9
1281,Lucia Llinares Domingo,15842,WTA,up,Spain,9
1282,Anna Frey,53648,WTA,up,USA,8
1283,Anna Dvorackova,81423,WTA,up,Czech Republic,8
1284,Linea Bajraliu,67387,WTA,up,Sweden,8
1285,Alja Senica,59689,WTA,up,Slovenia,8
1286,Ariadna Garcia-Patron Canals,66137,WTA,up,Spain,8
1286,Mia Kupres,6702,WTA,up,Canada,8
1286,Yasmine Wagner,49044,WTA,up,Germany,8
1289,Sophie Llewellyn,67444,WTA,up,USA,8
1289,Vanessa Teiusanu,13543,WTA,up,Romania,8
1289,Milla Sequeira,38914,WTA,down,Portugal,8
1289,Won Wi Hwui,18965,WTA,up,South Korea,8
1289,Aishi Das,62582,WTA,up,New Zealand,8
1294,Zdena Safarova,6687,WTA,up,Czech Republic,8
1295,Carmen Gallardo Guevara,16110,WTA,up,Spain,8
1295,Isabel Adrover Gallego,20218,WTA,up,Spain,8
1295,Mariia Bergen,23,WTA,up,Ukraine,8
1298,Maria Eduarda Lages,22869,WTA,up,Brazil,8
1298,Margaux Komano,17377,WTA,up,France,8
1298,Asylzhan Arystanbekova,39124,WTA,up,Kazakhstan,8
1298,Aglaya Fedorova,14552,WTA,up,World,8
1298,Viktoria Veleva,90855,WTA,down,Bulgaria,8
1298,Ailin Larraya Guidi Sol,38942,WTA,up,Argentina,8
1304,Pooja Ingale,,WTA,up,India,8
1305,Xichen Zhao,22721,WTA,up,China,8
1306,Paula Ormaechea,1118,WTA,same,Argentina,7
1307,Makoto Ninomiya,4310,WTA,same,Japan,7
1308,Luiza Barros Victoria,70747,WTA,same,Brazil,7
1309,Sara Milanese,49617,WTA,up,Italy,7
1309,Jelena Cvijanovic,10919,WTA,same,Australia,7
1309,Elena Michel,78662,WTA,same,France,7
1309,Kaur Sandhu Gurmanat,93944,WTA,up,Australia,7
1309,Seo Lee Gyeong,39108,WTA,same,South Korea,7
1314,Karolina Lincer,61432,WTA,same,Poland,7
1315,Marcella Cruz,75889,WTA,same,USA,7
1315,Mathilde Ngijol-Carre,74666,WTA,same,France,7
1315,Oriana Gniewkowska,72916,WTA,same,Poland,7
1315,Doga Turkmen,13028,WTA,same,Turkey,7
1315,Danielle Daley,41,WTA,same,United Kingdom,7
1320,Julie Myatovic,49584,WTA,same,France,7
1321,Jade Groen,85497,WTA,same,Netherlands,7
1321,Nigina Abduraimova,1439,WTA,same,Uzbekistan,7
1321,Avery Alexander,87957,WTA,same,Canada,7
1324,Catarina Ibiaraba Melleiro,,WTA,down,Brazil,7
1324,Anastasia Grechkina,35429,WTA,down,World,7
1324,Danique Havermans,58611,WTA,down,Netherlands,7
1324,Elena Grekul,20909,WTA,down,Ukraine,7
1324,Hania Abouelsaad,69486,WTA,down,Egypt,7
1324,Mutsumi Uemura,81772,WTA,down,Japan,7
1324,Matylda Burylo,61144,WTA,down,Norway,7
1324,Maddy Zampardo,82381,WTA,down,USA,7
1324,Katarina Kujovic,83338,WTA,down,Belgium,7
1333,Lois Newberry,86840,WTA,down,United Kingdom,7
1333,Mirjana Jovanovic,65091,WTA,up,Serbia,7
1335,Milena Ciocan,58750,WTA,same,France,7
1335,Dia Evtimova,1341,WTA,up,Bulgaria,7
1335,Vivien Sandberg,1006,WTA,down,Germany,7
1335,Tenika Mcgiffin,33854,WTA,same,Australia,7
1339,Anna Yang,72041,WTA,up,China,6
1340,Yuyao Li,4144,WTA,same,China,6
1341,Qianhui Tang,9104,WTA,same,China,6
1341,Allegra Korpanec Davies,91359,WTA,same,United Kingdom,6
1343,Yuliana Monroy,8063,WTA,same,Colombia,6
1344,Ximena Senties,64461,WTA,up,Mexico,6
1344,Lena Couto,39827,WTA,same,Portugal,6
1346,Alice Soulie,68755,WTA,up,France,6
1347,Victoria Gobbi Monllau Ana,6241,WTA,same,Argentina,6
1347,Karolina Krajmer,77248,WTA,same,Slovakia,6
1349,Moeka Miyata,49563,WTA,same,Japan,6
1349,Margot Phanthala,14670,WTA,same,France,6
1349,Magdalena Smekalova,53796,WTA,same,Czech Republic,6
1349,Amelie Brooks,,WTA,same,United Kingdom,6
1349,Anika Jaskova,13032,WTA,same,Slovakia,6
1349,Ria Dernikovic,49895,WTA,same,Croatia,6
1355,Pia Praefke,13085,WTA,up,Germany,6
1355,Sana Garakani,38903,WTA,same,Iran,6
1355,Vanja Gudelj,1008,WTA,same,Netherlands,6
1355,Yui Ohwaki,65787,WTA,same,Japan,6
1355,Ana Giraldi Requena,38018,WTA,same,Spain,6
1355,Lavinia Puiac Alexia,54023,WTA,up,Romania,6
1355,Dominika Podhajecka,71086,WTA,down,Poland,6
1355,Didi Bredberg Canizares,85919,WTA,down,USA,6
1355,Dusica Popovski,68680,WTA,same,Serbia,6
1355,Claire An,67443,WTA,same,USA,6
1355,Gala Ivanovic,84069,WTA,same,Serbia,6
1355,Maria Vancea Gabriela,92126,WTA,same,Romania,6
1355,Ellie Daniels,38794,WTA,same,Canada,6
1355,Maria Andrienko,40096,WTA,same,World,6
1355,Na-Ri Kim,4348,WTA,same,South Korea,6
1355,Megan Heuser,39181,WTA,same,USA,6
1355,Nikola Breckova,6334,WTA,same,Czech Republic,6
1355,Naomi Xu,83820,WTA,same,Canada,6
1355,Katarina Stresnakova,14034,WTA,same,Slovakia,6
1355,Lola Giza,57083,WTA,same,Germany,6
1375,Maria Fedotova Anna,63414,WTA,up,Dominican Republic,6
1376,Carmen Zamburek Ana,39110,WTA,up,Dominican Republic,6
1376,Ines Leon,51431,WTA,up,Spain,6
1376,Shria Atturu,13976,WTA,up,USA,6
1376,Prathyusha Rachapudi,23741,WTA,up,India,6
1380,Olivia Hansen Sarafina,29957,WTA,up,Denmark,6
1380,Yuna Ohashi,27844,WTA,up,Japan,6
1380,Himari Sato,9092,WTA,up,Japan,6
1380,Meshkatolzahra Safi,10908,WTA,down,Iran,6
1380,Meritxell Teixido Garcia,70752,WTA,up,Spain,6
1380,Ginevra Parentini,2115,WTA,up,Italy,6
1380,Chiara Fornasieri,38893,WTA,up,Italy,6
1387,Stefanie Voegele,1804,WTA,up,Switzerland,5
1388,Valeria Savinykh,1116,WTA,up,World,5
1389,Amalia Suciu,60360,WTA,up,Portugal,5
1390,Teresa Franco Dias,59607,WTA,up,Portugal,5
1391,Ha Jang Soo,,WTA,up,South Korea,5
1391,Valeriia Shvestova,,WTA,up,World,5
1391,Victoria Chramcova,23299,WTA,up,Slovakia,5
1391,Phillippa Preugschat,19222,WTA,up,Germany,5
1391,Alice Battesti,18145,WTA,up,France,5
1391,Anastasiya Lopata,62788,WTA,up,Ukraine,5
1391,Carla Tomai,59608,WTA,up,Portugal,5
1391,Camila Rodero,73111,WTA,up,Chile,5
1391,Heike Janse Van Vuuren,21854,WTA,up,South Africa,5
1391,Emilija Tverijonaite,50062,WTA,up,Lithuania,5
1391,Massiva Boukirat,48922,WTA,up,France,5
1391,Paulina Montiel,74126,WTA,up,Mexico,5
1391,Mariia Masiianskaia,23833,WTA,up,World,5
1391,Lucia Natal,69062,WTA,up,Spain,5
1391,Helena Buchwald,38989,WTA,up,Germany,5
1391,Honori Koyama,50995,WTA,up,Japan,5
1391,Isabella Harvison,14154,WTA,up,USA,5
1391,Maria Buculei Iulia,75051,WTA,up,Romania,5
1391,Demi Teso Kaili,69068,WTA,up,Japan,5
1391,Julia Khramtsova,76626,WTA,up,World,5
1391,Victoria Rennert Julia,13169,WTA,up,Germany,5
1412,Liv Boulard,62009,WTA,up,France,5
1412,Conny Perrin,448,WTA,up,Switzerland,5
1414,Charlotte Van Zonneveld,64496,WTA,down,Netherlands,5
1414,Ela Plosnik,53165,WTA,up,Slovenia,5
1414,Darya Velikova,68706,WTA,up,Bulgaria,5
1414,Hanna Bougouffa,20385,WTA,up,France,5
1414,Anastasia Mozgaleva,21946,WTA,down,World,5
1414,Isabella Marton,65100,WTA,down,Canada,5
1414,Priyanshi Bhandari,80129,WTA,up,India,5
1414,Rhiann Newborn,22462,WTA,up,USA,5
1414,Sonal Patil,66515,WTA,up,India,5
1423,Tara Malik,19225,WTA,up,USA,5
1423,Sofia Avataneo,56782,WTA,up,Italy,5
1423,Wen Wan I,63417,WTA,up,Taiwan,5
1423,Helena Bueno,22590,WTA,up,Brazil,5
1423,Mariam Atia,1042,WTA,up,Egypt,5
1423,Paavanii Paathak,37451,WTA,up,India,5
1423,Maria Maruca Melina,34552,WTA,down,Argentina,5
1423,Mika Buchnik,38186,WTA,down,Israel,5
1423,Anastasia Safta,14380,WTA,up,Romania,5
1423,Nicoleta Todoni Cristiana,68666,WTA,up,Romania,5
1433,Daniela Martinez,60554,WTA,up,Mexico,4
1434,Pietra Rivoli,51930,WTA,up,Brazil,4
1435,Francisca Laundes,74404,WTA,up,Portugal,4
1435,Jolie Fernandez Bianca,3456,WTA,up,Canada,4
1435,Mariia Nozdrachova,89937,WTA,up,Ukraine,4
1438,Madhurima Sawant,62374,WTA,up,India,4
1438,Mia Yamakita,40146,WTA,up,USA,4
1438,Kseniya Yersh,13499,WTA,up,World,4
1438,Cayetana Gay,62060,WTA,up,Spain,4
1438,Francoise Abanda,6699,WTA,up,Canada,4
1438,Charlotte Pikkaart,82542,WTA,up,Netherlands,4
1438,Dora Miskovic,49896,WTA,up,Croatia,4
1438,Venla Ahti,56783,WTA,up,Finland,4
1438,Yu-Yun Li,,WTA,up,Taiwan,4
1438,Yichen Zhao,71899,WTA,up,China,4
1448,Xenia Bandurowska,37999,WTA,up,Poland,4
1448,Yuzuha Negishi,74582,WTA,up,Japan,4
1448,Ruirui Zou,60781,WTA,up,China,4
1448,Daria Belyaeva,75364,WTA,down,World,4
1448,Gloria Contrino,77940,WTA,up,Italy,4
1448,Emma Mazzoni,21653,WTA,up,France,4
1448,Carolann Delaunay,21526,WTA,up,New Caledonia,4
1448,Aurora Urso,57058,WTA,up,Italy,4
1448,Alisa Danilova,87011,WTA,up,World,4
1448,Aleksandra Pozarenko,52629,WTA,up,World,4
1448,Abigayel Vosloo,78078,WTA,up,South Africa,4
1448,Laura Badia,62569,WTA,up,Brazil,4
1448,Holly Hutchinson,23391,WTA,up,United Kingdom,4
1448,Joody Elkady,13554,WTA,up,Egypt,4
1448,Juliette Mazzoni,2267,WTA,up,France,4
1448,Juliette Trunet,74087,WTA,up,France,4
1448,Michelle Dzjachangirova,33199,WTA,up,Azerbaijan,4
1448,Maya Drozd,51912,WTA,up,Germany,4
1448,Victoria Marchesini Maria,38943,WTA,up,Argentina,4
1448,Maria Penalver Aguilo,83298,WTA,up,Spain,4
1468,Maryna Kolb,40211,WTA,up,Ukraine,3
1469,Jennifer Jackson,16817,WTA,up,USA,3
1469,Yihan Qu,70637,WTA,up,China,3
1471,Olga Bienzobas Fernandez,92130,WTA,up,Spain,3
1471,Nala Kovacic,67678,WTA,up,Slovenia,3
1471,Fernanda Rain Contreras,65095,WTA,up,Chile,3
1474,Gabriela Kawano Cho,84311,WTA,up,Brazil,3
1474,Kaur Kaler Havah,81406,WTA,up,Canada,3
1474,Ottavia Ghirardato Emma,52688,WTA,up,Italy,3
1474,Chrystal Lopez,24582,WTA,up,Belgium,3
1474,Duanrui Gao,53036,WTA,up,China,3
1474,Ekaterina Agureeva,66797,WTA,up,World,3
1474,Eleni Tsetsou,77247,WTA,up,Greece,3
1474,Defne Aydemir,79909,WTA,up,Turkey,3
1474,Denise Valente,10916,WTA,up,Italy,3
1474,Dominika Pirohova,74921,WTA,up,Slovakia,3
1474,Diana Yakovleva,59864,WTA,up,Uzbekistan,3
1474,Aliesia Reva,87044,WTA,up,Ukraine,3
1474,Alina Yuneva,75457,WTA,up,World,3
1474,Aurora Corvi,67759,WTA,up,Italy,3
1474,Ava Schueller,89146,WTA,up,Austria,3
1474,Bianca Bernardes,2268,WTA,up,Brazil,3
1474,Bruna Liotto de Carvalho,83819,WTA,up,Brazil,3
1474,Najah Dawson,72577,WTA,up,Jamaica,3
1474,Nika Hurkacz,87758,WTA,up,Poland,3
1474,Nicole Giannini,76960,WTA,up,Brazil,3
1474,Pauline Gloeckner,84193,WTA,up,Germany,3
1474,Nina Sozaonova,84299,WTA,up,Russia,3
1474,Melissa Boyden,39056,WTA,up,Netherlands,3
1474,Hyun Kang Na,52572,WTA,up,South Korea,3
1474,Maria Aytoyan,84742,WTA,up,USA,3
1474,Madalena Matias,84428,WTA,up,Portugal,3
1474,Luisa Hrda,58145,WTA,up,Germany,3
1474,Luisa Schruff,75944,WTA,up,Germany,3
1474,Magdalena Baniak,73805,WTA,up,Poland,3
1474,Magdalena Stoilkovska,2557,WTA,up,North Macedonia,3
1474,Margarita Ignatjeva,13492,WTA,up,Latvia,3
1474,India Houghton,57056,WTA,up,USA,3
1474,Isabelle Cherny,52424,WTA,up,United Kingdom,3
1474,Jaquelyn Ogunwale,9403,WTA,up,United Kingdom,3
1474,Larisa Arnautovic,80802,WTA,up,Australia,3
1474,Yuka Naito,475,WTA,up,Japan,3
1474,Zixuan Zeng,48890,WTA,up,China,3
1474,Pranjala Yadlapalli,11768,WTA,up,India,3
1474,Polina Skopintseva,82996,WTA,up,Russia,3
1474,Sofia Meabe,61630,WTA,up,Argentina,3
1474,Sandugash Kenzhibayeva,38789,WTA,up,Kazakhstan,3
1474,Valeria Garnevska,84197,WTA,up,Bulgaria,3
1474,Viola Bedini,88829,WTA,up,Italy,3
1474,Taylor Gruber,57429,WTA,up,USA,3
1474,Sophia Ksandinov,56800,WTA,up,Germany,3
