place,player,player_key,league,movement,country,points
512,Yelyzaveta Kotliar,38883,WTA,up,Ukraine,99
513,Aunchisa Chanta,,WTA,up,Thailand,99
514,Rositsa Dencheva,34106,WTA,down,Bulgaria,99
515,Tereza Martincova,1149,WTA,up,Czech Republic,98
516,Petra Kvitova,2693,WTA,up,Czech Republic,97
517,Sachia Vickery,1790,WTA,up,USA,97
518,Eudice Chong,7589,WTA,up,Hong Kong,97
519,Kristiana Sidorova,57527,WTA,up,World,97
520,Alessandra Mazzola,15681,WTA,up,Italy,97
521,Vitalia Diatchenko,1115,WTA,up,World,96
522,Carla Markus,39540,WTA,up,Argentina,95
523,Sara Dols,36845,WTA,down,Spain,95
524,Malaika Rapolu,19546,WTA,up,USA,94
525,Rada Zolotareva,40163,WTA,up,World,94
526,Ashley Lahey,13742,WTA,same,USA,93
527,Lina Glushko,1829,WTA,up,Israel,92
528,Ella McDonald,24733,WTA,same,United Kingdom,92
529,Verena Meliss,2580,WTA,down,Italy,92
530,Jiaqi Wang,,WTA,same,China,92
531,Dasha Plekhanova,50654,WTA,down,Canada,91
532,Louise Van den Broek Isis,55590,WTA,down,Netherlands,91
533,Rinko Matsuda,39924,WTA,down,Japan,91
534,Marie Dittmann Gina,19899,WTA,up,Germany,91
535,Andreea Herea Carmen,28104,WTA,up,Romania,90
536,Meiling Wang,2263,WTA,up,China,90
537,Draginja Vukovic,1367,WTA,down,Serbia,90
538,Jaeda Daniel,31723,WTA,down,USA,90
539,Carolina Kuhl,10896,WTA,up,Germany,89
540,Marie Voracek Eva,58571,WTA,up,Germany,89
541,Jenny Lim,8545,WTA,up,France,88
542,Thasaporn Naklo,58067,WTA,up,Thailand,88
543,Jana Kovackova,71705,WTA,up,Czech Republic,88
544,Varvara Panshina,67427,WTA,down,World,88
545,Lidia Encheva,50682,WTA,up,Bulgaria,88
546,Arianna Zucchini,2581,WTA,up,Italy,87
547,Alana Subasic,68363,WTA,down,Australia,87
548,Julie Pastikova,30860,WTA,down,Czech Republic,87
549,Victoria Osuigwe,19463,WTA,down,USA,87
550,Elena Milovanovic,13620,WTA,up,Serbia,87
551,Yuki Naito,,WTA,up,Japan,86
552,Christine Svendsen Johanne,9257,WTA,down,Denmark,85
553,Camilla Zanolini,55115,WTA,down,Italy,85
554,Marie Weckerle,7413,WTA,down,Luxembourg,85
555,Iva Primorac,5330,WTA,up,Croatia,85
556,Dana Guzman,9241,WTA,down,Peru,84
557,Zeel Desai,13676,WTA,down,India,84
558,Mayuka Aikawa,13333,WTA,down,Japan,84
559,Marie Vogt,28610,WTA,same,Germany,84
560,Jamie Loeb,1782,WTA,up,USA,83
561,Sara Cakarevic,228,WTA,down,France,83
562,Sara Popa Maria,14322,WTA,up,Romania,83
563,Ena Koike,40075,WTA,up,Japan,83
564,Kamilla Bartone,220,WTA,up,Latvia,83
565,Punnin Kovapitukted,12715,WTA,up,Thailand,83
566,Nina Vargova,15593,WTA,same,Slovakia,82
567,Ellie Schoppe,77239,WTA,same,USA,82
568,Eva Bennemann,57345,WTA,down,Germany,82
569,Jada Robinson,59623,WTA,up,USA,82
570,Maria Martinez Vaquero,20501,WTA,same,Spain,82
571,Vaidehi Chaudhari,13982,WTA,up,India,82
572,Marine Szostak,13505,WTA,up,France,82
573,Elizabeth Reasco Gonzalez Mell,11487,WTA,down,Ecuador,81
574,Venus Williams,5341,WTA,up,USA,80
575,Ana Konjuh,1824,WTA,up,Croatia,80
576,Makenna Jones,38040,WTA,up,USA,80
577,Ksenia Zaytseva,2526,WTA,up,World,80
578,Noelia Bouzo Zanotti,31,WTA,up,Spain,80
579,Deborah Chiesa,231,WTA,down,Italy,79
580,Gabriella da Silva Fick,1366,WTA,down,Australia,79
581,Elena Cabezas Dominguez Sofia,56279,WTA,down,Venezuela,79
582,Chihiro Muramatsu,5343,WTA,up,Japan,79
583,Alba Rey Garcia,1418,WTA,up,Spain,79
584,Valentina Steiner,74837,WTA,down,Germany,78
585,Lavinia Tanasie,13031,WTA,up,Romania,78
586,Laura Mair,5151,WTA,up,Italy,78
587,Bianca Barbulescu,29,WTA,up,Romania,78
588,Jenna Defalco,13650,WTA,up,USA,78
589,Chenting Zhu,53060,WTA,up,China,77
590,Noelia Zeballos,6,WTA,same,Bolivia,77
591,Loes Ebeling Koning,66095,WTA,down,Netherlands,77
592,Karina Miller,23171,WTA,up,USA,77
593,Hikaru Sato,39077,WTA,up,Japan,77
594,Hannah Klugman,55586,WTA,same,United Kingdom,76
595,Alena Kovackova,52683,WTA,down,Czech Republic,76
596,Danka Kovinic,2524,WTA,down,Montenegro,75
597,Amy Zhu,133,WTA,up,USA,75
598,Nahia Berecoechea,9266,WTA,down,France,75
599,Merna Refaat,1044,WTA,down,Egypt,75
600,Kristina Kroitor,75363,WTA,down,World,75
601,Esther Adeshina,70322,WTA,down,United Kingdom,75
602,Diana Martynov,13466,WTA,down,France,74
603,Jana Otzipka,51326,WTA,up,Belgium,74
604,Erika Sema,4526,WTA,up,Japan,74
605,Arlinda Rushiti,104,WTA,down,Kosovo,74
606,Ekaterina Perelygina,75890,WTA,down,Austria,74
607,Amelie Van Impe,21360,WTA,down,Belgium,74
608,Melisa Ercan,40065,WTA,down,Australia,73
609,Yuno Kitahara,61695,WTA,up,Japan,73
610,Stefania Bojica,38154,WTA,up,Romania,73
611,Amelia Honer,9526,WTA,up,USA,72
612,Ekaterina Yashina,1987,WTA,up,World,72
613,Ilay Yoruk,1344,WTA,up,Turkey,72
614,Sara Errani,474,WTA,down,Italy,71
615,Lucia Cortez Llorca,5919,WTA,down,Spain,71
616,Alyssa Reguer,2545,WTA,up,France,71
617,Angella Okutoyi,10913,WTA,up,Kenya,71
618,Ema Burgic,9356,WTA,down,Bosnia and Herzegovina,71
619,Marcelina Podlinska,9047,WTA,down,Poland,71
620,Angelica Raggi,1443,WTA,down,Italy,70
621,Jeong Jang Su,1803,WTA,up,South Korea,70
622,Alice Robbe,91,WTA,down,France,70
623,Stephanie Wagner,1416,WTA,down,Germany,70
624,Camila Romero,22529,WTA,up,Ecuador,70
625,Maria Ionescu Eva,54081,WTA,up,Romania,70
626,Adelina Lachinova,50429,WTA,down,Latvia,69
627,Hiroko Kuwata,5244,WTA,down,Japan,69
628,Ekaterina Maklakova,9256,WTA,down,World,69
629,Valeria Bhunu,7729,WTA,down,Zimbabwe,69
630,Mara Guth,8334,WTA,down,Germany,69
631,Dasha Ivanova,1050,WTA,down,USA,69
632,Kristina Mladenovic,514,WTA,down,France,68
633,Monique Barry,40167,WTA,down,New Zealand,68
634,Mariella Thamm,70149,WTA,down,Germany,68
635,Evialina Laskevich,2114,WTA,down,World,68
636,Tian Jialin,69107,WTA,down,China,68
637,Kateryna Lazarenko,38153,WTA,down,Ukraine,68
638,Kayo Nishimura,49582,WTA,down,Japan,68
639,Beatrise Zeltina,80157,WTA,down,Latvia,67
640,Maitane Arconada Usue,3001,WTA,up,USA,66
641,Vaishnavi Adkar,39035,WTA,down,India,66
642,Luiza Fullana,52392,WTA,down,Brazil,66
643,Dalayna Hewitt,189,WTA,up,USA,66
644,Tahlia Kokkinis,63057,WTA,down,Australia,66
645,Monika Stankiewicz,52685,WTA,down,Poland,66
646,Rachel Gailis,1351,WTA,up,USA,66
647,Mary Lewis,40229,WTA,down,USA,65
648,Christasha McNeil,32551,WTA,down,USA,65
649,Luca Udvardy,38781,WTA,up,Hungary,65
650,Rebecca Munk Mortensen,37903,WTA,down,Denmark,65
651,Astrid Cirotte,13324,WTA,down,France,65
652,Clara Burel,515,WTA,down,France,64
653,Gina Feistel,38149,WTA,down,Poland,64
654,Elina Nepliy,62081,WTA,up,World,64
655,Sarah Iliev,9250,WTA,up,France,64
656,Maria Serban Isabella,58892,WTA,same,Italy,64
657,Alexis Nguyen,,WTA,down,USA,63
658,Maaya Rajeshwaran Revathi,63412,WTA,down,India,63
659,Joy De Zeeuw,54718,WTA,down,Netherlands,63
660,Natsuki Yoshimoto,53278,WTA,down,Japan,63
661,Maria Gonzalez Daniele Justina,53436,WTA,down,Argentina,63
662,Adrienn Nagy,12932,WTA,down,Hungary,63
663,Marie Mettraux,2265,WTA,down,Switzerland,62
664,Alize Lim,5432,WTA,up,France,62
665,Alexandra Vagramov,7035,WTA,down,Canada,62
666,Luisa Meyer Auf Der Heide,53,WTA,up,Germany,62
667,Anna Petkovic,72578,WTA,down,Germany,61
668,Celia Cervino Ruiz,137,WTA,down,Spain,61
669,Berta Bonardi,4005,WTA,up,Argentina,61
670,Andre Lukosiute,11326,WTA,up,Lithuania,61
671,Stefi Webb,10932,WTA,down,Australia,61
672,Clara Vlasselaer,1357,WTA,up,Belgium,61
673,Milana Zhabrailova,43,WTA,down,World,61
674,Oceane Dodin,523,WTA,up,France,60
675,Federica Oana Anamaria,55524,WTA,down,Romania,60
676,Kylie Collins,20330,WTA,down,USA,60
677,Vitoria Leme Da Silva Nauhany,65788,WTA,up,Brazil,59
678,Sofia Rocchetti,2584,WTA,down,Italy,59
679,Yuliya Hatouka,466,WTA,up,World,59
680,Raphaelle Lacasse,6697,WTA,down,Canada,59
681,Yi Yang Ya,1023,WTA,up,Taiwan,59
682,Mio Mushika,10893,WTA,up,Japan,59
683,Petra Hule,33387,WTA,up,Australia,58
684,Eleejah Inisan,40528,WTA,up,France,58
685,Valeriia Iushchenko,,WTA,up,World,58
686,Fiona Ganz,12561,WTA,up,Switzerland,58
687,Daria Kudashova,13424,WTA,up,World,57
688,Anastasiia Gureva,9245,WTA,down,World,57
689,Enola Chiesa,176,WTA,up,Italy,57
690,Eliska Tichackova,56385,WTA,down,Czech Republic,57
691,Emma Lene,13258,WTA,up,France,57
692,Maria Golovina,51418,WTA,up,World,57
693,Ivana Sebestova,14,WTA,down,Czech Republic,57
694,Jesika Maleckova,1109,WTA,up,Czech Republic,56
695,Aneta Laboutkova,4085,WTA,up,Czech Republic,56
696,Lea Nilsson,51328,WTA,down,Sweden,56
697,Daria Egorova,63419,WTA,up,World,56
698,Kristina Liutova,76966,WTA,down,World,56
699,Diana Demidova,1001,WTA,up,World,56
700,Salma Ewing,38259,WTA,up,USA,56
701,Jaimee Fourlis,441,WTA,up,Australia,55
702,Zhuoxuan Bai,9107,WTA,up,China,55
703,Kristina Novak,38150,WTA,down,Slovenia,55
704,Gaia Maduzzi,55153,WTA,up,Italy,55
705,Federica Sacco,57428,WTA,up,Italy,55
706,Amina Anshba,1983,WTA,up,World,54
707,Jose Portillo Ramirez Maria,1428,WTA,up,Mexico,54
708,Briana Szabo,13381,WTA,down,Romania,54
709,Ayumi Miyamoto,11583,WTA,up,Japan,54
710,Honoka Kobayashi,13415,WTA,up,Japan,54
711,Martina Trevisan,512,WTA,up,Italy,53
712,Federica Di Sarra,1799,WTA,up,Italy,53
713,Mariana Diaz-Oliva,,WTA,up,Argentina,53
714,Jana Kolodynska,199,WTA,up,World,53
715,Tamila Gadamauri,80301,WTA,down,Belgium,53
716,Zoziya Kardava,11480,WTA,down,Georgia,53
717,Karolina Schmiedlova Anna,1145,WTA,up,Slovakia,52
718,Marie Benoit,2289,WTA,up,Belgium,52
719,Stacey Fung,13329,WTA,up,Canada,52
720,Dimitra Pavlou,28,WTA,up,Greece,52
721,Brooke Black,55157,WTA,up,United Kingdom,52
722,Carmen Lopez Martinez,38035,WTA,down,Spain,52
723,Ava Markham,40193,WTA,up,USA,52
724,Irina Balus,10898,WTA,down,Slovakia,52
725,Marie Nijkamp Rose,61974,WTA,up,Netherlands,52
726,Iva Ivanova,52708,WTA,up,Bulgaria,52
727,Junhan Zhang,63420,WTA,up,China,52
728,Laura Svatikova,14635,WTA,up,Slovakia,52
729,Alyssa Ahn,48889,WTA,up,USA,51
730,Julia Konishi Camargo Silva,2120,WTA,up,Brazil,51
731,Jessica Hinojosa Gomez,1051,WTA,up,Mexico,51
732,Ida Wobker,81722,WTA,up,Germany,51
733,Ziva Falkner,2278,WTA,up,Slovenia,51
734,Ksenia Efremova,63490,WTA,up,France,50
735,Anastasia Bertacchi,68678,WTA,up,Italy,50
736,Maria Sholokhova,9258,WTA,up,World,50
737,Edda Mamedova,14563,WTA,down,World,50
738,Melany Fajmonova Sarah,83920,WTA,down,Czech Republic,50
739,Chantal Sauvant,19,WTA,up,Germany,50
740,Anna Kubareva,1417,WTA,up,World,50
741,Yanina Wickmayer,74,WTA,up,Belgium,49
742,Julia Stusek,38313,WTA,down,Germany,49
743,Yi Chen Meng,40110,WTA,up,China,49
744,Akiko Omae,4342,WTA,up,Japan,49
745,Victoria Milovanova,63416,WTA,up,World,49
746,Mia Horvit,38670,WTA,up,USA,49
747,Jiangxue Han,,WTA,up,China,49
748,Elena Korokozidi,37979,WTA,down,Greece,49
749,Franziska Sziedat,2116,WTA,up,Germany,49
750,Ruien Zhang,,WTA,up,China,48
751,Nadiya Kolb,7553,WTA,up,Ukraine,48
752,Matilde Paoletti,9395,WTA,up,Italy,48
753,Chengyiyi Yuan,10227,WTA,up,China,48
754,Gaeul Jang,32808,WTA,up,South Korea,48
755,Vicky Van De Peer,13820,WTA,up,Belgium,48
756,Daria Zelinskaya,14549,WTA,up,World,48
757,Yuliana Lizarazo,150,WTA,up,Colombia,47
758,Sophia Biolay,16091,WTA,up,France,47
759,Patricija Paukstyte,10903,WTA,up,Lithuania,47
760,Michika Ozeki,7561,WTA,up,Japan,47
761,Angelina Wirges,1368,WTA,up,Germany,47
762,Geraldine Gerald Gonzalez Jimar,19896,WTA,up,Chile,46
763,Naho Sato,,WTA,down,Japan,46
764,Reina Goto,50792,WTA,up,Japan,46
765,Yujia Huang,56997,WTA,up,China,46
766,Daria Yesypchuk,52647,WTA,down,Ukraine,46
767,Mirjam Bjorklund,498,WTA,up,Sweden,45
768,Safina Popa Giulia,69063,WTA,up,Romania,45
769,Demi Tran,13208,WTA,up,Netherlands,45
770,Michaela Bayerlova,194,WTA,up,Czech Republic,45
771,Anne-Christine Lutkemeyer,1358,WTA,up,USA,45
772,Onyu Choi,24515,WTA,up,South Korea,45
773,Anita Sahdiieva,13920,WTA,up,Ukraine,45
774,JiaYi Wang,5683,WTA,up,China,45
775,Jessica Failla,13323,WTA,up,USA,44
776,Victoria Gomez O'Hayon,40095,WTA,down,Spain,44
777,Ana Grubor,89,WTA,down,Canada,44
778,Maria Kalyakina,61314,WTA,up,World,44
779,Madelief Hageman,2527,WTA,same,Netherlands,44
780,Linda Sevcikova,21842,WTA,up,Czech Republic,44
781,Kaylah McPhee,3191,WTA,up,Australia,43
782,Valentina Mediorreal Arias,50044,WTA,down,Colombia,43
783,Beatrice Ricci,1024,WTA,up,Italy,43
784,Aran Teixido Garcia Maria,22522,WTA,up,Spain,43
785,Yiming Dang,53147,WTA,up,China,43
786,Iveta Dapkute,11610,WTA,up,Lithuania,43
787,Chloe Noel,13077,WTA,up,France,43
788,Dune Vaissaud,52684,WTA,up,France,43
789,Lan Mi,68334,WTA,up,China,43
790,Tilwith Di Girolami,33,WTA,down,Belgium,43
791,Nadia Podoroska,2805,WTA,up,Argentina,42
792,Bunyawi Thamchaiwat,38246,WTA,up,Thailand,42
793,Yasmin Ezzat,1035,WTA,up,Egypt,42
794,Nagi Hanatani,2602,WTA,up,Japan,42
795,Merel Hoedt,2296,WTA,up,Netherlands,42
796,Nika Radisic,175,WTA,up,Slovenia,41
797,Tamira Paszek,2756,WTA,up,Austria,41
798,Laquisa Khan,58844,WTA,up,Australia,41
799,Romina Ccuno,2119,WTA,up,Peru,41
800,Diana Marcinkevica,122,WTA,up,Latvia,40
801,Yuhan Wang,85999,WTA,up,China,39
802,Julieta Estable Lara,2283,WTA,up,Argentina,39
803,Dileep Nitture Akanksha,18042,WTA,up,India,39
804,Ya-Hsuan Lee,5239,WTA,down,Taiwan,39
805,Yujin Kim,62139,WTA,up,South Korea,39
806,Suana Tucakovic,50431,WTA,up,Bosnia and Herzegovina,39
807,Akasha Ceuca Ann,75973,WTA,down,Germany,39
808,Adriana Reami,2586,WTA,up,USA,39
809,Wanja Brune Olsen Astrid,20694,WTA,up,Norway,39
810,Brenda Fruhvirtova,9532,WTA,up,Czech Republic,38
811,Camila Torres Murcia Maria,1053,WTA,up,Colombia,38
812,Viola Turini,1375,WTA,up,Italy,38
813,Shilin Xu,131,WTA,up,China,38
814,Olga Helmi,1406,WTA,up,Denmark,38
815,Vlada Mincheva,61490,WTA,up,World,37
816,Sarah Rokusek,10929,WTA,down,Australia,37
817,Laia Petretic,22,WTA,up,France,37
818,Eugenie Bouchard,2941,WTA,up,Canada,36
819,Ines Murta,90,WTA,up,Portugal,36
820,Arabella Koller,14207,WTA,up,Austria,36
821,Mara Gae,55170,WTA,up,Romania,36
822,Luciana Moyano,40060,WTA,down,Argentina,36
823,Gaia Squarcialupi,2533,WTA,up,Italy,36
824,Garbiela Vasilescu Arina,13991,WTA,up,Romania,36
825,Fernanda Herazo Gonzalez Maria,1415,WTA,down,Colombia,35
826,Nellie Taraba Wallberg,40173,WTA,up,Sweden,35
827,Sofia Rojas,,WTA,up,Ecuador,35
828,Victoria Kan,1421,WTA,up,World,35
829,Jacqueline Cabaj Awad,87,WTA,up,Sweden,35
830,Elena Jamshidi,50,WTA,down,Denmark,35
831,Anastasiia Firman,69527,WTA,up,Ukraine,35
832,Maddalena Giordano,58312,WTA,up,Italy,35
833,Noemi Maines,73807,WTA,down,Italy,35
834,Lilian Poling,61430,WTA,down,USA,35
835,Sonja Zhenikhova,57568,WTA,up,Germany,34
836,Peangtarn Plipuech,3409,WTA,up,Thailand,34
837,Xinran Sun,82564,WTA,up,China,34
838,Mao Mushika,37889,WTA,up,Japan,34
839,Marianne Argyrokastriti,53625,WTA,down,Greece,34
840,Karine Sarkisova,40214,WTA,down,World,34
841,Marie Villet,13075,WTA,up,France,34
842,Kristina Penickova,58224,WTA,up,USA,33
843,Katy Dunne,5016,WTA,up,United Kingdom,33
844,Amy Sucha,56476,WTA,down,Czech Republic,33
845,Anastasija Cvetkovic,57899,WTA,up,Serbia,33
846,Ilinca Burcescu Maia,69713,WTA,up,Romania,33
847,Belle Thompson,39129,WTA,same,Australia,33
848,Mana Kawamura,2570,WTA,down,Japan,33
849,Maria Toma,13545,WTA,down,Romania,33
850,Anja Wildgruber,1387,WTA,up,Germany,33
851,Freya Christie,2273,WTA,same,United Kingdom,32
852,Shiyu Ye,,WTA,same,China,32
853,Ophelie Boullay,90171,WTA,same,France,32
854,Klara Veldman,13168,WTA,down,Netherlands,32
855,Darja Suvirdjonkova,38698,WTA,down,Serbia,32
856,Jing-Jing Lu,8238,WTA,down,China,31
857,Petra Konjikusic,50681,WTA,down,Serbia,31
858,Shannon Lam,32562,WTA,down,USA,31
859,Polina Leykina,5264,WTA,up,World,31
860,Natalija Stevanovic,219,WTA,up,Serbia,31
861,Aruzhan Sagandikova,10917,WTA,down,Kazakhstan,31
862,Louna Zoppas,54698,WTA,same,France,31
863,Ella Haavisto,38990,WTA,same,Finland,31
864,Claudia Ferrer Perez,51629,WTA,down,Spain,31
865,Julia Garcia,,WTA,down,Mexico,30
866,Laima Vladson,68753,WTA,down,Lithuania,30
867,Cristina Dinu,1441,WTA,down,Romania,30
868,Raquel Gonzalez Vilar,13821,WTA,up,Spain,30
869,Coco Bosman,70147,WTA,up,Netherlands,30
870,Solymar Colling,13367,WTA,down,USA,30
871,Salma Drugdova,15598,WTA,down,Slovakia,30
872,Ysaline Bonaventure,461,WTA,same,Belgium,29
873,Saisai Zheng,3398,WTA,same,China,29
874,Natalia Sousa Salazar,67621,WTA,down,Mexico,29
875,Sylvie Zund,,WTA,up,Liechtenstein,29
876,Anna Pircher,72884,WTA,up,Austria,29
877,Ava Hrastar,84406,WTA,up,USA,29
878,Angelica Blake,,WTA,up,United Kingdom,29
879,Lucie Petruzelova,1355,WTA,down,Czech Republic,29
880,Alicia Smith,6292,WTA,up,Australia,29
881,Agustina Chlpac,13036,WTA,up,Argentina,29
882,Diana-Ioana Simionescu,55523,WTA,down,Romania,29
883,Camilla Gennaro,15629,WTA,up,Italy,29
884,Polona Hercog,2819,WTA,up,Slovenia,28
885,Irem Kurt,13034,WTA,up,Turkey,28
886,Carolina Bohrer Martins,52056,WTA,up,Brazil,28
887,Tian Deng Tiana,51325,WTA,down,Sweden,28
888,Lavinia Luciano,68315,WTA,down,Italy,28
889,Alexandra Vasilyeva,1347,WTA,down,World,28
890,Wozuko Mdlulwa,50501,WTA,down,South Africa,28
891,Celine Simunyu,11612,WTA,same,Ireland,27
892,Sae Noguchi,76009,WTA,down,Japan,27
893,Valentina Ivanov,3215,WTA,down,New Zealand,27
894,Tianmei Wang,6173,WTA,up,USA,27
895,Aspen Schuman,54119,WTA,down,USA,27
896,Lucie Urbanova,33202,WTA,up,Czech Republic,27
897,Nadia Lagaev,5775,WTA,up,Canada,27
898,Lucie Nguyen Tan,1135,WTA,up,France,27
899,Cherry Kim,22975,WTA,up,South Korea,27
900,Kate Mansfield,24735,WTA,up,USA,27
901,Jamilah Snells,13360,WTA,up,USA,27
902,Stefania Rogozinska Dzik,12791,WTA,up,Poland,27
903,Carolin Raschdorf,65988,WTA,up,Germany,27
904,Julia Stamatova,2600,WTA,up,Bulgaria,27
905,Daphnee Mpetshi Perricard,52022,WTA,same,France,26
906,Defne Cirpanli,1009,WTA,same,Turkey,26
907,Elyse Tse,13809,WTA,down,New Zealand,26
908,Bella Payne,82380,WTA,down,USA,26
909,Adithya Karunaratne,13074,WTA,down,Hong Kong,26
910,Abigail Rencheli,31238,WTA,down,Moldova,26
911,Elena-Teodora Cadar,77,WTA,down,Romania,26
912,Sina Herrmann,1413,WTA,down,Germany,26
913,Shiho Tsujioka,73854,WTA,down,Japan,26
914,Evgeniya Burdina,13376,WTA,down,World,26
915,Christina McHale,496,WTA,down,USA,25
916,Yu Ye Qiu,8624,WTA,down,China,25
917,Allura Zamarripa,14438,WTA,down,USA,25
918,Dunja Maric,54858,WTA,down,Serbia,25
919,Teah Chavez,38269,WTA,down,Canada,25
920,Dabin Kim,,WTA,down,South Korea,25
921,Beatrice Stagno,20873,WTA,down,Italy,25
922,Jordyn McBride,79400,WTA,down,USA,25
923,Chelsea Fontenel,9252,WTA,down,Switzerland,25
924,Candela Vazquez,57346,WTA,up,Argentina,24
925,Jin Ahn Yu,3133,WTA,down,South Korea,24
926,Elza Tomase,13500,WTA,down,Latvia,24
927,Anna Gabric,2572,WTA,down,Germany,24
928,Antonia Stoyanov,70319,WTA,down,Netherlands,24
929,Irina Fetecau,3000,WTA,down,Romania,24
930,Indianna Spink,86839,WTA,down,United Kingdom,24
931,Ying Cheuk Shek,70300,WTA,down,Hong Kong,24
932,Yingqun Sun,58612,WTA,down,China,24
933,An Lin Fang,40156,WTA,up,Taiwan,24
934,Valeriia Artemeva,76954,WTA,up,World,24
935,Clarissa Blomqvist,23386,WTA,up,Finland,24
936,Victoria Pohle,55087,WTA,down,Germany,24
937,Paula Cembranos,38981,WTA,down,Switzerland,24
938,Simona Ogescu,2544,WTA,down,Romania,24
939,Mila Masic,38009,WTA,same,Serbia,24
940,Mihaela Buzarnescu,483,WTA,same,Romania,23
941,Vivian Yang,11482,WTA,same,New Zealand,23
942,Petra Sedlackova,9069,WTA,down,Czech Republic,23
943,Lea Tholey,5757,WTA,same,France,23
944,Jahnie Van Zyl,69923,WTA,same,South Africa,23
945,Adriana Tkachenko,82997,WTA,down,Ukraine,23
946,Johanna Silva,38157,WTA,down,Germany,23
947,Marta Lombardini,72030,WTA,same,Italy,23
948,Elizabeth Ionescu,53647,WTA,same,USA,23
949,Gabriella Price,114,WTA,same,USA,23
950,Lisa-Marie Rioux,19163,WTA,down,Japan,23
951,Ksenia Laskutova,7190,WTA,down,World,23
952,Nanari Katsumi,40160,WTA,down,Japan,23
953,Sara Svetac,38952,WTA,down,Croatia,22
954,Filipa Santos Ana,100,WTA,down,Portugal,22
955,Eszter Meri,2117,WTA,up,Slovakia,22
956,Krisha Mahendran,80829,WTA,down,India,22
957,Ani Amiraghyan,4535,WTA,down,Armenia,22
958,Francesca Mattioli,61631,WTA,down,Argentina,22
959,Aysegul Mert,10894,WTA,down,Turkey,22
960,Ekaterina Shalimova,9168,WTA,down,World,22
961,Lily Taylor,10895,WTA,up,Australia,22
962,Xuan Leong Shihomi Li,40287,WTA,down,Malaysia,22
963,Gabriella Broadfoot,38791,WTA,down,South Africa,22
964,Xi Luo,53035,WTA,down,China,22
965,Lorena Solar Donoso,54884,WTA,down,Spain,22
966,Ava Rodriguez,81885,WTA,down,USA,22
967,Romane Longueville,76314,WTA,down,Belgium,22
968,Arina Varaksina,14553,WTA,down,World,22
969,Kisa Yoshioka,13971,WTA,down,Japan,22
970,Nala Milic Ela,50633,WTA,up,Slovenia,22
971,Eri Hozumi,3442,WTA,up,Japan,21
972,Maya Iyengar,68681,WTA,up,USA,21
973,Aya El Aouni,10897,WTA,up,Morocco,21
974,Kate Fakih,40835,WTA,up,USA,21
975,Lauryn John-Baptiste,19166,WTA,down,United Kingdom,21
976,Yanan Hou,31155,WTA,up,China,21
977,Polina Kuharenko,40793,WTA,up,World,21
978,Isabella Barrera Aguirre,13331,WTA,down,USA,21
979,Jizel Matos Sequeira Fernandes,66514,WTA,down,United Kingdom,21
980,Neus Torner Sensano,74878,WTA,down,Spain,20
981,Maribella Zamarripa,23069,WTA,up,USA,20
982,Sophie Chang,2126,WTA,up,USA,20
983,Sofia Da Cruz Mendonca,1019,WTA,up,Brazil,20
984,Fanny Norin,38948,WTA,down,Sweden,20
985,Eleonora Alvisi,8441,WTA,up,Italy,20
987,Veronica Miroshnichenko,40122,WTA,up,World,20
988,Carson Tanguilig,69984,WTA,up,USA,20
989,Savannah Broadus,30106,WTA,up,USA,20
990,Maria Garcia Cid,18071,WTA,down,Spain,20
991,Kathleen Kanev,96,WTA,up,Germany,20
992,Nada Fouad,1020,WTA,down,Egypt,20
993,Anjali Rathi,25031,WTA,up,India,20
994,Lexue Xiao,31666,WTA,up,China,20
995,Nina Radovanovic,13073,WTA,up,France,20
995,Valentina Losciale,15372,WTA,up,Italy,20
997,Gloria Ceschi,1014,WTA,up,Italy,20
998,Arina Arifullina,24512,WTA,up,World,20
999,Sofia Martinez Solis Claudia,25343,WTA,up,Mexico,19
1000,Tegan Bush,70748,WTA,up,United Kingdom,19
1001,Kallista Liu,60031,WTA,up,USA,19
1002,Isabella Guillen Giselle,63491,WTA,up,Australia,19
1003,Jizelle Sibai,78990,WTA,up,Australia,19
1004,Daria Frayman,53774,WTA,up,Cyprus,19
1005,Gloriana Nahum,54699,WTA,up,Benin,19
1006,Kira Bataikina,67383,WTA,up,World,19
1006,Maria Lazarenko,,WTA,up,Ukraine,19
1008,Carolina Millan Ingrid,91244,WTA,down,Mexico,19
1009,Marion Job Karine,38136,WTA,down,Cameroon,19
1010,Lara Schmidt,,WTA,up,Germany,19
1011,Daria Kuczer,38181,WTA,up,Poland,19
1012,Lucie Pawlak,38780,WTA,up,France,19
1013,Kolie Allen,39131,WTA,up,USA,19
1014,Jenna Dean,66635,WTA,up,USA,19
1015,Carlotta Moccia,40162,WTA,up,Italy,19
1016,Karolina Vlckova,1037,WTA,down,Czech Republic,19
1017,Brandy Walker,5,WTA,up,USA,19
1018,Liv Hovde,9522,WTA,up,USA,18
1019,Sabastiani Leon,,WTA,up,Mexico,18
1020,Suha Lee,4095,WTA,up,South Korea,18
1021,DJ Bennett,52057,WTA,up,USA,18
1022,Sonja Zhiyenbayeva,40076,WTA,down,Kazakhstan,18
1023,Kateryna Diatlova,20381,WTA,down,Ukraine,18
1024,Sofia Milatova,1405,WTA,up,Slovakia,18
1025,Polina Skliar,86096,WTA,up,Ukraine,18
1026,Thea Frodin,53978,WTA,down,USA,18
1026,Anna Ureke,13214,WTA,up,World,18
