"player","svc_matches","svc_aces_per_game","svc_dfs_per_game","svc_ace_to_df_ratio","svc_first_serve_pct","svc_first_serve_win_pct","svc_second_serve_win_pct","svc_service_pts_win_pct","svc_bp_save_pct","svc_hold_pct","tour","window","surface","ret_matches","ret_opp_aces_per_game","ret_opp_dfs_per_game","ret_opp_first_serve_pct","ret_first_return_win_pct","ret_second_return_win_pct","ret_return_pts_win_pct","ret_bp_win_pct","ret_opp_hold_pct"
"271389",3,0.03571428571428571,0.25,0.14285714285714285,0.6347305389221557,0.6698113207547169,0.3770491803278688,0.562874251497006,0.42857142857142855,0.7142857142857143,"ATP","2026 ytd","clay",3,0.11538461538461539,0.19230769230769232,0.632768361581921,0.3839285714285714,0.5076923076923077,0.42937853107344637,0.3888888888888889,0.7307692307692307
"284096",1,0.5454545454545454,0,,0.6,0.5833333333333334,0.4166666666666667,0.5166666666666667,0.2857142857142857,0.5454545454545454,"ATP","2026 ytd","clay",1,0.09090909090909091,0,0.6349206349206349,0.30000000000000004,0.5652173913043479,0.39682539682539686,0.3333333333333333,0.9090909090909091
"287181",4,0.3953488372093023,0.2558139534883721,1.5454545454545454,0.6559139784946236,0.7103825136612022,0.5208333333333334,0.6451612903225806,0.6521739130434783,0.813953488372093,"ATP","2026 ytd","clay",4,0.3181818181818182,0.2727272727272727,0.6342281879194631,0.3386243386243386,0.47706422018348627,0.38926174496644295,0.3076923076923077,0.8181818181818182
"302582",2,0.15,0.35,0.42857142857142855,0.5813953488372093,0.6666666666666666,0.42592592592592593,0.5658914728682171,0.5,0.75,"ATP","2026 ytd","clay",2,0.35,0.25,0.6417910447761194,0.2674418604651163,0.375,0.30597014925373134,0.16666666666666666,0.95
"303307",2,0.22727272727272727,0.3181818181818182,0.7142857142857143,0.5949367088607594,0.6808510638297872,0.453125,0.5886075949367089,0.6666666666666666,0.7727272727272727,"ATP","2026 ytd","clay",2,0.18181818181818182,0.3181818181818182,0.6013986013986014,0.38372093023255816,0.5614035087719298,0.4545454545454546,0.5294117647058824,0.5909090909090909
"305134",1,0,0.2857142857142857,0,0.49122807017543857,0.5,0.4482758620689655,0.47368421052631576,0.5,0.2857142857142857,"ATP","2026 ytd","clay",1,0.125,0.375,0.4897959183673469,0.20833333333333337,0.43999999999999995,0.326530612244898,0,1
"308084",5,0.4489795918367347,0.24489795918367346,1.8333333333333333,0.5771812080536913,0.8197674418604651,0.4365079365079365,0.6577181208053692,0.6363636363636364,0.8367346938775511,"ATP","2026 ytd","clay",5,0.12244897959183673,0.22448979591836735,0.6766467065868264,0.3938053097345132,0.5092592592592593,0.43113772455089816,0.5,0.7142857142857143
"315774",1,0.1,0,,0.6481481481481481,0.6,0.5789473684210527,0.5925925925925926,0,0.7,"ATP","2026 ytd","clay",1,0.1,0.1,0.7627118644067796,0.28888888888888886,0.2857142857142857,0.288135593220339,1,0.9
"322022",5,0.38461538461538464,0.15384615384615385,2.5,0.7074468085106383,0.6578947368421053,0.4909090909090909,0.6090425531914894,0.6956521739130435,0.8653846153846154,"ATP","2026 ytd","clay",5,0.3333333333333333,0.09259259259259259,0.6325878594249201,0.3282828282828283,0.4695652173913043,0.3801916932907349,0.5,0.7777777777777778
"322082",5,0.2857142857142857,0.12857142857142856,2.2222222222222223,0.6482300884955752,0.7133105802047781,0.5283018867924528,0.6482300884955752,0.696969696969697,0.8571428571428571,"ATP","2026 ytd","clay",5,0.2638888888888889,0.1527777777777778,0.6317073170731707,0.277992277992278,0.4437086092715232,0.3390243902439024,0.4074074074074074,0.8472222222222222
"326949",2,0.5652173913043478,0.30434782608695654,1.8571428571428572,0.6178343949044586,0.6701030927835051,0.5,0.6050955414012739,0.5384615384615384,0.7391304347826086,"ATP","2026 ytd","clay",2,0.4583333333333333,0.20833333333333334,0.6558441558441559,0.3168316831683168,0.5094339622641509,0.3831168831168831,0.4,0.8333333333333334
"341818",5,0.42105263157894735,0.24561403508771928,1.7142857142857142,0.598314606741573,0.755868544600939,0.5664335664335665,0.6797752808988764,0.6875,0.9122807017543859,"ATP","2026 ytd","clay",5,0.4482758620689655,0.22413793103448276,0.7154046997389034,0.3029197080291971,0.5596330275229358,0.37597911227154046,0.3076923076923077,0.8620689655172413
"341820",1,0.375,0.375,1,0.6785714285714286,0.7631578947368421,0.7222222222222222,0.75,1,1,"ATP","2026 ytd","clay",1,0.1111111111111111,0.3333333333333333,0.5882352941176471,0.30000000000000004,0.6190476190476191,0.43137254901960786,0.5,0.7777777777777778
"349089",4,0.3142857142857143,0.2857142857142857,1.1,0.5304347826086957,0.6885245901639344,0.5925925925925926,0.6434782608695652,0.6666666666666666,0.8571428571428571,"ATP","2026 ytd","clay",4,0.13157894736842105,0.2894736842105263,0.5666666666666667,0.33613445378151263,0.6043956043956045,0.45238095238095233,0.391304347826087,0.7631578947368421
"379442",1,0.25,0.375,0.6666666666666666,0.6666666666666666,0.5588235294117647,0.5294117647058824,0.5490196078431373,0.5555555555555556,0.5,"ATP","2026 ytd","clay",1,0.25,0.125,0.5476190476190477,0.21739130434782605,0.21052631578947367,0.2142857142857143,0,1
"395251",1,0.5,0.2,2.5,0.6379310344827587,0.6756756756756757,0.47619047619047616,0.603448275862069,0,0.8,"ATP","2026 ytd","clay",1,0.3333333333333333,0.2222222222222222,0.7543859649122807,0.18604651162790697,0.5,0.26315789473684215,0,1
"397014",3,0.5333333333333333,0.13333333333333333,4,0.5990566037735849,0.6456692913385826,0.4470588235294118,0.5660377358490566,0.5714285714285714,0.6,"ATP","2026 ytd","clay",3,0.09375,0.25,0.7244897959183674,0.4014084507042254,0.6481481481481481,0.4693877551020408,0.52,0.59375
