Tour,Player,Match Stat Matches,Aces per Game,DFs per Game,Ace to DF ratio,1st Serve %,1st Serve W %,2nd Serve W %,Service Pts W %,BP save %,Service hold %,Opponent Aces per Game,Opponent DFs per Game,Opponent 1st Serve %,1st Return W %,2nd Return W %,Return Pts W %,BP W %,Opponent Hold %,Aces per Game (shrunk_k=20),DFs per Game (shrunk_k=20),Ace to DF ratio (shrunk_k=20),1st Serve % (shrunk_k=20),1st Serve W % (shrunk_k=20),2nd Serve W % (shrunk_k=20),Service Pts W % (shrunk_k=20),BP save % (shrunk_k=20),Service hold % (shrunk_k=20),Opponent Aces per Game (shrunk_k=20),Opponent DFs per Game (shrunk_k=20),Opponent 1st Serve % (shrunk_k=20),1st Return W % (shrunk_k=20),2nd Return W % (shrunk_k=20),Return Pts W % (shrunk_k=20),BP W % (shrunk_k=20),Opponent Hold % (shrunk_k=20)
ATP,Rinky Hijikata,37,0.33,0.17,1.94,61.6,67.7,50.6,61.1,61.1,75.2,0.67,0.23,62.3,29.5,46.2,35.8,42.7,78.5,0.3747596263385737,0.19670312143996355,2.0205992253360674,61.7965140123035,68.5773069036227,50.41521986785145,61.60182273866485,60.87386648439281,75.91029847345636,0.6086762360446571,0.23513784461152884,62.284164957849164,29.048074732285258,47.11239462292094,35.868010936431986,41.24066985645933,79.03417634996583
ATP,Tristan Boyer,29,0.35,0.18,1.94,62.5,70.0,51.5,63.1,59.7,79.6,0.51,0.28,61.7,24.8,48.7,34.0,30.4,85.1,0.39390405512854487,0.2069811820832229,2.0337582825337925,62.36125099390405,70.08176517360191,50.91770474423535,62.867426451099924,60.00837529817122,78.63034720381658,0.5039703153988868,0.26556851311953356,61.92647760402863,26.19265836204612,48.740948847071294,34.81380864033925,33.72282003710575,83.02751126424596
ATP,Laslo Djere,37,0.46,0.24,1.92,62.0,73.3,52.6,65.4,63.7,83.1,0.33,0.24,62.8,28.7,51.0,37.0,40.5,78.0,0.4591455912508544,0.24214171793119157,2.0076167691957165,62.0561631351105,72.21239462292094,51.71346548188654,64.39305080884029,62.561585782638424,81.03836864889496,0.38797448165869225,0.24162907268170422,62.60872636135794,28.528776486671223,50.22818409660515,36.646958304853044,39.812599681020735,78.70961494645705
ATP,Alexander Shevchenko,47,0.48,0.25,1.92,61.8,69.2,47.6,61.0,55.4,73.8,0.48,0.22,61.6,28.6,48.3,36.2,37.5,79.9,0.4733029656910254,0.24883698391161077,1.9945396394650123,61.90748207016864,69.49860438069393,48.338321380112426,61.45677456871486,56.90911029269238,74.82219422368675,0.4845454545454545,0.22735607675906183,61.79548362085676,28.48418298119791,48.44935064935065,36.13845706532273,37.810719131614654,79.9365380887769
ATP,Chris Rodesch,6,0.46,0.24,1.92,71.8,72.6,47.7,65.6,64.5,84.7,0.31,0.39,61.4,25.8,45.5,33.4,31.4,84.5,0.4581268731268731,0.2446953046953047,2.112082917082917,64.38466533466534,70.7540959040959,49.52567432567433,63.23861138861138,61.388861138861145,78.9495004995005,0.45248251748251744,0.2781868131868132,62.0575924075924,27.655394605394612,48.03871128871128,35.395254745254746,36.89300699300699,81.05569430569432
ATP,Jurij Rodionov,9,0.42,0.22,1.91,58.4,70.3,49.0,61.4,61.7,74.4,0.6,0.24,61.7,27.9,41.7,33.2,33.3,84.6,0.4459068517689207,0.2380026869682042,2.0891088222122702,60.993148231079275,70.23125839677564,49.74025974025973,62.1794446932378,60.84173757277206,76.34782803403493,0.527742946708464,0.24320197044334976,62.082669055082846,28.11518137035379,46.59677563815495,35.12678011643529,36.914420062695925,81.44303627407076
ATP,Daniil Medvedev,67,0.68,0.36,1.89,62.0,75.9,49.2,65.7,62.0,83.8,0.32,0.19,64.2,32.5,53.0,39.8,37.8,73.6,0.6288655023137781,0.33381698761009104,1.9543006418868487,62.03679653679654,74.58972981041947,49.400776235258995,64.9713091506195,61.64494700701597,82.2883564711151,0.360282131661442,0.2025615763546798,63.75284370801613,31.514255859083445,52.03455739662637,38.92501865950142,37.970323928944616,75.07641439020749
ATP,Colton Smith,23,0.47,0.25,1.88,64.2,70.0,51.6,63.4,64.3,79.1,0.34,0.36,58.5,29.9,52.2,39.2,44.7,73.9,0.4642162488674117,0.2481878586529749,2.0147478103292054,63.251192993053465,70.09317426759289,50.889942615524006,62.99543944427665,62.511869525823016,78.22760495318634,0.4121987315010571,0.30634551495016615,60.246451223195415,29.11488976140139,50.618755662941716,37.708758683177294,41.83530655391121,76.74762911507098
ATP,Andrea Vavassori,12,0.62,0.33,1.88,59.1,75.6,50.5,65.3,58.9,80.8,0.43,0.28,62.8,26.2,48.2,34.4,42.5,85.1,0.5184780844155844,0.27756493506493507,2.06106737012987,61.01254058441559,72.22520292207793,50.23336038961038,63.568871753246746,59.87219967532468,78.56521915584415,0.47076704545454545,0.25790178571428574,62.45929383116883,27.45750811688312,48.57520292207792,35.39614448051948,40.02556818181818,81.92650162337662
ATP,Daniel Elahi Galan,23,0.43,0.23,1.87,63.4,69.1,47.8,61.3,65.4,76.4,0.35,0.29,59.0,32.0,47.1,38.2,40.0,76.7,0.44282090003020236,0.2374901842343703,2.0093989731199033,62.823286016309275,69.61177891875566,48.85738447598912,61.87218363032316,63.100241618846276,76.78341890667473,0.41754756871035936,0.2689036544850499,60.513893083660534,30.238145575354878,47.89084868619752,37.17387496224706,39.321353065539114,78.24530353367564
ATP,Holger Vitus Nodskov Rune,48,0.41,0.22,1.86,62.2,72.6,53.0,65.2,65.6,83.5,0.47,0.21,62.2,29.9,50.3,37.6,44.1,76.5,0.4239896867838044,0.22767761650114593,1.951090527119939,62.18825439266616,71.89421313980137,52.13922841864018,64.41476317799847,64.08691749427044,81.65422077922078,0.4774197860962566,0.2201890756302521,62.216138273491225,29.403533231474405,49.85891902215431,37.12759740259741,42.46497326203209,77.53600076394194
ATP,Luka Pavlovic,5,0.72,0.39,1.85,58.4,71.7,52.2,63.6,77.6,83.6,0.54,0.28,64.5,25.0,42.9,31.4,20.7,91.0,0.5100519480519481,0.2748831168831169,2.1057662337662335,61.408051948051956,70.50025974025975,50.49870129870129,62.74415584415584,63.88441558441559,78.49948051948053,0.5041818181818182,0.2517142857142857,62.703896103896106,27.569610389610393,47.62025974025973,35.07506493506494,34.97272727272727,82.21792207792208
ATP,Taro Daniel,25,0.42,0.23,1.83,60.2,70.4,47.9,61.4,62.0,76.8,0.64,0.17,63.1,22.7,46.1,31.3,37.6,84.3,0.43669552669552664,0.23715728715728715,1.980981240981241,61.07113997113997,70.31125541125542,48.86594516594516,61.902308802308795,61.31356421356421,76.9886002886003,0.5756565656565656,0.20317460317460317,62.72438672438673,25.14978354978355,47.3001443001443,33.38614718614719,38.018181818181816,82.3988455988456
ATP,Stefan Dostanic,3,0.52,0.29,1.79,68.8,68.2,48.3,62.0,68.0,81.0,0.47,0.35,68.3,29.7,50.6,36.3,33.3,81.4,0.4657086391869001,0.25182947487295315,2.120180688876341,63.026143421795595,69.9394127611519,49.842066629023144,62.46103896103896,61.43958215697347,77.71682665160927,0.49193675889328065,0.25838509316770186,63.04336533032185,28.406098249576516,49.03506493506494,36.03376623376624,37.85731225296443,80.2020892151327
ATP,Francesco Passaro,20,0.43,0.24,1.79,63.5,71.3,52.5,64.5,60.2,83.1,0.36,0.32,60.2,27.8,52.9,37.8,39.4,75.4,0.44378246753246753,0.24305194805194805,1.9798538961038958,62.83003246753246,70.75016233766235,51.28668831168831,63.51509740259739,60.32775974025974,80.16217532467533,0.4276136363636363,0.2823214285714286,61.22743506493507,28.006006493506494,50.85016233766233,36.89691558441559,38.970454545454544,77.7112012987013
ATP,Thiago Monteiro,17,0.39,0.22,1.77,61.9,72.9,49.9,64.2,55.1,80.9,0.57,0.3,62.1,26.3,49.7,35.2,31.9,82.6,0.42652158652158656,0.23411021411021415,1.9860582660582657,62.04057564057564,71.44071604071605,49.993717093717095,63.2974025974026,57.9948753948754,78.91316251316252,0.5295823095823096,0.2700772200772201,62.18371358371358,27.333520533520538,49.21368901368901,35.62909792909793,35.48968058968059,81.20670410670411
ATP,Nicolas Mejia,3,0.3,0.17,1.76,59.6,70.5,55.3,64.4,61.5,83.3,0.39,0.39,53.4,29.0,46.9,37.4,37.5,78.6,0.437012987012987,0.23617730095990966,2.11626764539808,61.8261434217956,70.2394127611519,50.75511010728401,62.774082439299825,60.59175607001695,78.01682665160925,0.48150197628458496,0.2636024844720497,61.099887069452286,28.314793901750427,48.552456239412756,36.17724449463581,38.405138339920946,79.83687182382835
ATP,Pablo Carreno-Busta,25,0.28,0.16,1.75,62.1,68.8,51.4,62.2,61.3,77.2,0.51,0.24,62.9,28.3,51.1,36.7,37.5,80.5,0.35891774891774897,0.19826839826839826,1.9365367965367966,62.12669552669552,69.42236652236653,50.810389610389606,62.34675324675324,60.92467532467533,77.21082251082251,0.5034343434343435,0.24206349206349206,62.61327561327562,28.26089466089466,50.077922077922075,36.38614718614719,37.96262626262626,80.2877344877345
ATP,Clement Tabur,10,0.33,0.19,1.74,65.0,72.1,56.1,66.5,59.3,82.9,0.46,0.24,63.6,30.7,52.5,38.7,39.7,76.6,0.41504329004329005,0.22740259740259738,2.0264718614718613,63.10670995670996,70.8335497835498,52.08225108225108,63.8534632034632,60.070346320346324,79.11623376623378,0.48348484848484846,0.2430952380952381,62.70324675324675,29.041341991341994,50.03354978354978,36.895887445887446,38.92727272727272,78.88160173160173
ATP,Nikoloz Basilashvili,44,0.55,0.32,1.72,55.8,75.8,51.3,65.0,58.5,81.5,0.71,0.19,64.7,29.1,50.0,36.4,42.1,78.2,0.5211140422077922,0.29690746753246755,1.8605336850649348,57.78752029220779,74.05010146103896,50.91668019480519,64.22818587662337,59.11109983766234,80.16385957792208,0.6428835227272727,0.20707589285714284,63.93589691558442,28.82250405844156,49.62510146103896,36.27307224025974,40.98778409090909,78.76950081168832
ATP,Facundo Diaz Acosta,4,0.55,0.32,1.72,63.3,69.3,46.2,60.8,51.5,69.8,0.35,0.13,63.7,23.1,45.0,31.0,53.8,86.5,0.4729707792207793,0.25841991341991344,2.0947564935064933,62.35005411255412,70.05027056277056,49.42781385281385,62.241829004329,58.96293290043291,75.98695887445888,0.47102272727272726,0.2255357142857143,62.49572510822511,27.360010822510827,48.166937229437224,35.16152597402598,41.08409090909091,81.10200216450217
ATP,Otto Virtanen,20,0.48,0.28,1.71,58.0,71.5,50.5,62.7,63.4,78.9,0.36,0.21,64.6,29.1,50.1,36.5,38.1,79.4,0.46878246753246755,0.2630519480519481,1.9398538961038958,60.08003246753246,70.85016233766234,50.28668831168831,62.61509740259739,61.92775974025974,78.06217532467534,0.4276136363636363,0.2273214285714286,63.42743506493507,28.656006493506492,49.450162337662334,36.24691558441559,38.320454545454545,79.7112012987013
ATP,Sho Shimabukuro,7,0.34,0.2,1.7,57.1,72.1,54.9,64.7,48.1,83.1,0.43,0.3,62.7,31.7,48.6,38.0,32.1,78.3,0.4270851370851371,0.23415103415103417,2.047931697931698,60.84819624819625,70.6928330928331,51.32472342472342,63.092736892736895,57.25223665223666,78.74766714766714,0.4783164983164983,0.25899470899470906,62.37027417027417,29.11630591630592,48.74838864838865,36.513949013949016,36.87104377104377,79.57585377585377
ATP,Alex Michelsen,47,0.44,0.26,1.69,65.2,69.3,48.9,62.2,59.5,77.2,0.46,0.27,61.4,28.7,49.5,36.7,35.4,79.9,0.44524326419848803,0.2558519092847451,1.8331963558829227,64.29255669703431,69.56875363442528,49.25026167861988,62.298565613490986,59.78522969567746,77.20726885055244,0.4705156037991859,0.2624307036247335,61.65518511339406,28.55433223492925,49.291141694126765,36.489203333979454,36.33758480325644,79.9365380887769
ATP,Hugo Dellien,18,0.2,0.12,1.67,70.7,64.4,49.9,60.1,57.7,74.0,0.63,0.14,61.5,29.0,45.5,35.4,31.5,82.2,0.3355604921394395,0.18637047163362955,1.9330041011619956,66.2052973342447,67.4528024606972,49.99125085440875,61.37904989747094,59.150273410799734,75.69702665755298,0.5590669856459329,0.19507518796992485,61.897300068352706,28.58526999316473,47.23701298701298,35.71254272043746,35.20574162679426,81.05389610389612
ATP,Arthur Fils,27,0.35,0.21,1.67,62.8,70.6,53.4,64.2,61.3,80.9,0.44,0.27,61.8,31.4,51.8,39.2,41.9,75.3,0.39577231279358943,0.22536336004421112,1.8826416137054434,62.52768720641062,70.42992539375518,51.984415584415586,63.48944459795524,60.940646587455106,79.33589389334071,0.4635009671179884,0.25920972644376905,61.99356175739154,30.04340978170766,50.52354241503177,37.8356728378005,40.4705996131528,77.30953302017132
ATP,Alejandro Davidovich Fokina,66,0.3,0.18,1.67,66.8,68.8,52.7,63.5,66.5,80.0,0.57,0.24,61.5,31.1,52.6,39.4,43.7,72.8,0.3366430081546361,0.1953729990939293,1.7862111144669284,65.72094533373603,69.1256569012383,52.08915735427363,63.274463908184835,65.09430685593476,79.35450015101178,0.5526109936575053,0.2410797342192691,61.675551192993055,30.428375113258834,51.7163545756569,38.607867713681664,42.50021141649049,74.47962851102386
ATP,Hamish Stewart,3,0.72,0.43,1.67,61.5,73.5,47.2,63.4,74.2,82.6,0.6,0.15,68.6,19.7,43.0,27.0,20.0,93.6,0.4917955957086392,0.27009034443817054,2.1045285149632975,62.07396950875212,70.63071710897798,49.69858836815358,62.64364765669113,62.24827780914739,77.92552230378317,0.508893280632411,0.23229813664596274,63.08249576510446,27.10175042348956,48.04376058723884,34.820722755505365,36.12252964426877,81.79339356295878
ATP,Alex De Minaur,68,0.33,0.2,1.65,55.7,73.1,57.0,66.0,62.9,84.1,0.46,0.24,60.1,31.7,54.4,40.8,42.0,72.0,0.3589920306965762,0.21047815820543095,1.7681154073199528,57.168196576151125,72.4409828807556,55.42576741440378,65.21140791027155,62.34443624557261,82.53735242030696,0.4680061983471075,0.2410551948051948,60.589743211334124,30.907275678866586,53.12734651711924,39.707688902007085,41.21384297520661,73.8232733175915
ATP,Mees Rottgering,3,0.41,0.25,1.64,66.2,65.8,48.7,60.0,52.4,68.8,0.41,0.28,65.8,30.0,55.1,38.6,23.1,81.3,0.4513608130999436,0.2466120835686053,2.1006154714850367,62.687012987013,69.62636928289102,49.894240542066626,62.20016939582156,59.40479954827782,76.12552230378317,0.4841106719367589,0.24925465838509317,62.717278373800106,28.445228684359122,49.62202145680407,36.333766233766234,36.52687747035573,80.18904573687183
ATP,Gilles Arnaud Bailly,4,0.21,0.13,1.62,63.0,74.4,53.0,66.5,72.0,85.1,0.98,0.3,67.8,23.2,54.3,33.2,38.9,84.8,0.41630411255411254,0.2267532467532468,2.0780898268398267,62.300054112554115,70.90027056277057,50.561147186147174,63.191829004329,62.379599567099575,78.53695887445888,0.5760227272727273,0.25386904761904766,63.179058441558446,27.376677489177492,49.71693722943723,35.528192640692644,38.60075757575758,80.81866883116884
ATP,Marko Topo,5,0.29,0.18,1.61,56.8,71.6,52.4,63.3,73.8,83.8,0.54,0.13,69.1,27.4,45.7,33.1,38.5,85.5,0.424051948051948,0.23288311688311686,2.057766233766234,61.088051948051955,70.48025974025974,50.53870129870129,62.68415584415584,63.124415584415594,78.53948051948052,0.5041818181818182,0.22171428571428575,63.6238961038961,28.049610389610393,48.180259740259736,35.41506493506494,38.53272727272727,81.11792207792209
ATP,Hugo Grenier,12,0.67,0.42,1.6,64.4,70.7,41.1,60.2,61.1,73.5,0.49,0.26,61.5,30.0,51.0,38.1,43.0,73.6,0.5372280844155845,0.31131493506493507,1.95606737012987,63.000040584415586,70.38770292207792,46.70836038961039,61.65637175324675,60.69719967532468,75.82771915584416,0.49326704545454547,0.25040178571428573,61.97179383116883,28.88250811688312,49.62520292207792,36.783644480519484,40.21306818181818,77.61400162337662
ATP,Terence Atmane,33,0.63,0.4,1.58,58.3,73.0,46.1,61.8,61.8,76.6,0.42,0.19,61.4,26.5,48.5,35.0,31.8,81.6,0.5649301641754472,0.3419259985297722,1.8025312423425628,59.756628277382994,71.94351874540554,47.59938740504778,62.07554520950747,61.29264886057339,76.83560401862287,0.4483876500857633,0.21061994609164422,61.72259250183779,27.146042636608673,48.61333006616025,35.37503062974761,34.343739279588334,81.00468022543495
ATP,Calvin Hemery,11,0.53,0.34,1.56,64.1,70.6,46.9,62.1,61.3,76.8,0.53,0.26,69.4,21.8,50.0,30.4,41.0,87.2,0.4832677000418936,0.2794218684541266,1.9533598659405111,62.848428990364475,70.34214495182236,48.94733975701717,62.37754503560955,60.75517385839967,77.07377461248429,0.5075659824046921,0.25009216589861755,64.79023879346461,25.93678257226645,49.226015919564304,34.008923334729786,39.41348973607038,82.56929199832426
ATP,Borna Coric,11,0.31,0.2,1.55,62.6,70.3,52.1,63.5,62.0,81.3,0.55,0.25,58.8,25.0,46.3,33.7,43.3,82.7,0.40520318391286136,0.22974444909928782,1.9498114788437368,62.316170925848354,70.23569333891915,50.792501047339755,62.87431922915793,61.00356095517387,78.67054880603267,0.5146627565982405,0.24654377880184333,61.028948470883954,27.072266443234188,47.91311269375786,35.17989107666527,40.22961876832844,80.97251780477588
ATP,Federico Arnaboldi,6,0.34,0.22,1.55,62.6,63.2,54.0,59.8,62.7,70.8,0.37,0.11,62.5,28.9,46.2,35.4,31.0,86.2,0.4304345654345655,0.2400799200799201,2.0266983016983016,62.26158841158842,68.58486513486514,50.979520479520474,61.900149850149845,60.973476523476535,75.74180819180819,0.46632867132867134,0.21357142857142858,62.311438561438564,28.370779220779223,48.20024975024975,35.856793206793206,36.8006993006993,81.448001998002
ATP,Gael Monfils,23,0.61,0.4,1.53,59.7,73.0,47.4,62.7,62.2,78.5,0.33,0.19,64.6,29.9,48.7,36.6,36.5,79.9,0.5390999697976442,0.3284204167925099,1.8275385080036244,60.84421624886742,71.69782543038357,48.64343098761704,62.621020839625494,61.38861371186953,77.90667472062822,0.4068498942917548,0.2154152823920266,63.509241920869826,29.11488976140139,48.7466626396859,36.31806100875868,37.4492600422833,79.95693144065237
ATP,Jason Kubler,7,0.32,0.21,1.52,56.5,73.4,53.6,64.8,57.5,79.0,0.65,0.31,59.0,27.2,52.5,37.6,31.6,77.5,0.42189995189995194,0.23674362674362673,2.001265031265031,60.692640692640694,71.02987012987013,50.98768638768638,63.11866281866281,59.6892736892737,77.68470418470419,0.5353535353535354,0.2615873015873016,61.41101491101491,27.94963924963925,49.759499759499754,36.410245310245315,36.74141414141414,79.36844636844637
ATP,Murphy Cassone,12,0.47,0.31,1.52,63.9,65.4,47.5,59.0,60.0,78.1,0.54,0.28,61.1,26.1,47.8,34.5,25.0,85.0,0.4622280844155844,0.27006493506493506,1.92606737012987,62.812540584415586,68.40020292207792,49.10836038961038,61.20637175324675,60.28469967532468,77.55271915584416,0.5120170454545454,0.25790178571428574,61.82179383116883,27.42000811688312,48.425202922077915,35.43364448051948,33.46306818181818,81.88900162337663
ATP,Nicolai Budkov Kjaer,12,0.36,0.24,1.5,62.8,67.3,50.2,60.9,56.0,73.6,0.46,0.15,64.0,27.1,50.0,35.4,51.2,83.6,0.42097808441558443,0.24381493506493507,1.91856737012987,62.400040584415585,69.11270292207791,50.120860389610385,61.91887175324675,58.78469967532468,75.86521915584416,0.4820170454545455,0.20915178571428572,62.90929383116883,27.79500811688312,49.25020292207792,35.77114448051948,43.28806818181818,81.36400162337662
ATP,Lukas Neumayer,6,0.37,0.25,1.48,59.8,65.6,50.0,59.3,53.3,70.4,0.67,0.24,63.4,27.1,48.8,35.1,35.6,77.8,0.4373576423576424,0.24700299700299702,2.0105444555444554,61.61543456543457,69.13871128871129,50.05644355644355,61.78476523476523,58.80424575424576,75.6495004995005,0.5355594405594406,0.2435714285714286,62.51913086913086,27.95539460539461,48.800249750249755,35.78756243756244,37.86223776223776,79.50954045954047
ATP,Dane Sweeny,3,0.28,0.19,1.47,59.4,67.1,49.0,59.8,55.0,75.0,1.0,0.31,71.9,34.0,60.7,41.5,64.7,68.6,0.4344042913608131,0.23878599661208358,2.0784415584415585,61.80005646527386,69.79593450028233,49.933370976849226,62.174082439299816,59.743929983060426,76.9342179559571,0.5610671936758893,0.253167701863354,63.51293054771316,28.966967814793907,50.35245623941276,36.71202710333146,41.95296442687747,78.5325239977414
ATP,Botic Van de Zandschulp,54,0.51,0.35,1.46,60.7,73.8,47.6,63.5,58.4,79.1,0.45,0.23,61.9,30.9,49.8,38.1,40.1,77.7,0.4958283608283608,0.3219199719199719,1.651812916812917,61.09461214461214,72.82711477711477,48.26848016848017,63.23789048789048,58.95554580554581,78.59306774306773,0.4622235872235872,0.23395752895752897,61.99591084591084,30.17351702351702,49.529817479817474,37.53076518076518,39.678624078624075,78.32767637767638
ATP,Filip Misolic,35,0.35,0.24,1.46,62.6,69.5,50.5,62.4,64.6,77.2,0.48,0.19,62.3,30.8,47.3,37.0,42.6,77.7,0.3891145218417945,0.24221959858323497,1.7180755608028335,62.440023612750885,69.75466351829989,50.344864226682404,62.44734356552538,63.092916174734356,77.20885478158206,0.4855371900826446,0.2098701298701299,62.283589138134595,29.858913813459267,47.84557260920897,36.634120425029515,41.12396694214876,78.54451003541912
ATP,Liam Draxl,14,0.49,0.34,1.44,66.8,68.4,47.3,61.4,56.1,74.1,0.64,0.2,60.5,24.8,48.3,34.1,34.6,83.7,0.47092055003819705,0.2847669977081742,1.8692398777692896,64.07062643239114,69.45901451489688,48.93139801375095,62.064820473644005,58.66207028265852,75.93785332314744,0.5548395721925135,0.22626050420168067,61.53227654698244,26.807066462948818,48.59430863254392,35.21401833460658,36.91818181818182,81.53670741023683
ATP,Gustavo Heide,6,0.59,0.41,1.44,56.3,77.9,57.8,69.1,88.4,93.4,0.62,0.33,60.9,24.5,46.2,33.0,30.6,85.9,0.4881268731268732,0.28392607392607394,2.001313686313686,60.80774225774226,71.97717282717284,51.85644355644355,64.04630369630368,66.90424575424576,80.9571928071928,0.524020979020979,0.2643406593406593,61.94220779220779,27.355394605394608,48.20024975024975,35.302947052947054,36.70839160839161,81.37877122877124
ATP,Lukas Klein,13,0.39,0.27,1.44,63.7,71.0,49.1,63.0,62.5,79.1,0.56,0.28,62.8,28.6,49.9,36.5,26.5,82.9,0.43094844549390005,0.2555175127902401,1.8822471467926012,62.76670602125148,70.51534828807557,49.689925226288864,62.71526957890593,61.26092089728454,77.96324281778827,0.5207438016528927,0.25857142857142856,62.46961826052735,28.36485635576545,49.233530106257376,36.193231011412834,33.79752066115702,81.15600157418339
ATP,Roberto Bautista Agut,36,0.23,0.16,1.44,66.4,68.6,49.8,62.3,59.5,77.0,0.74,0.21,60.6,27.1,50.2,36.2,38.1,80.8,0.31127319109461965,0.19075139146567718,1.700609925788497,64.88573747680891,69.17154452690167,49.897634508348794,62.38221243042671,59.84125695732838,77.08012523191096,0.6525811688311689,0.22237244897959182,61.19102504638219,27.497147495361784,49.7001159554731,36.12636827458256,38.25746753246754,80.52228664192951
ATP,Marton Fucsovics,43,0.33,0.23,1.43,60.8,74.2,50.1,64.7,56.8,80.1,0.37,0.21,62.7,31.1,54.5,39.9,41.9,73.2,0.3704968047825191,0.23511234796949082,1.664827870542156,61.231766646052364,72.93026180169036,50.09154813440528,64.0111729540301,57.9604823747681,79.1870954442383,0.4097546897546897,0.22099773242630386,62.5586889301175,30.183178726035873,52.69057926200783,38.65994640280355,40.833621933621934,75.36584209441352
ATP,Timofey Skatov,11,0.2,0.14,1.43,63.4,66.1,52.4,61.1,65.2,73.3,0.3,0.18,62.4,35.1,53.5,42.0,35.6,69.2,0.36617092584834526,0.20845412651864265,1.9072308336824464,62.60004189359028,68.74537075827398,50.898952660242976,62.022706325932134,62.13904482614161,75.83183912861332,0.4259530791788856,0.22170506912442395,62.30636782572266,30.656137410976125,50.46795140343527,38.12505236698785,37.49736070381232,76.18219522413071
ATP,Geoffrey Blancaneaux,7,0.51,0.36,1.42,61.1,73.9,48.1,63.9,67.5,81.2,0.28,0.2,62.2,28.8,47.5,35.9,39.0,77.5,0.47115921115921117,0.2756325156325157,1.9753391053391052,61.88523328523329,71.15949975949977,49.56176046176046,62.88532948532948,62.281866281866286,78.25507455507456,0.43942760942760944,0.2330687830687831,62.240644540644546,28.36445406445407,48.463203463203456,35.96950456950457,38.65993265993266,79.36844636844637
ATP,Ugo Blanchet,25,0.44,0.31,1.42,56.1,71.1,51.6,62.5,60.2,78.4,0.48,0.28,59.3,28.4,47.3,36.1,36.4,79.9,0.44780663780663776,0.2816017316017316,1.7532034632034632,58.79336219336219,70.7001443001443,50.92150072150071,62.5134199134199,60.31356421356421,77.87748917748918,0.4867676767676768,0.2642857142857143,60.61327561327562,28.316450216450217,47.96681096681096,36.052813852813856,37.35151515151515,79.95440115440115
ATP,Jenson Brooksby,44,0.27,0.19,1.42,63.5,67.9,51.5,61.9,61.2,76.1,0.36,0.25,61.4,30.4,52.7,39.0,40.1,75.2,0.3286140422077922,0.2075324675324675,1.654283685064935,63.08127029220779,68.61885146103897,51.05418019480519,62.09693587662338,60.96734983766234,76.45135957792208,0.4022585227272727,0.24832589285714285,61.66714691558441,29.716254058441557,51.48135146103896,38.060572240259745,39.61278409090909,76.70700081168832
ATP,Alexis Galarneau,9,0.24,0.17,1.41,62.5,65.7,48.3,59.2,50.7,68.1,0.54,0.29,60.6,31.8,49.7,38.8,32.9,77.1,0.3900447828034035,0.22248544558889388,1.9339364084191668,62.26556202418272,68.8036721898791,49.523018360949386,61.49668607254814,57.42794446932378,74.39265562024183,0.5091222570532916,0.2587192118226601,61.74128974473802,29.325526197939993,49.0795342588446,36.864711150918055,36.790282131661435,79.11545006717421
ATP,Aidan Mayo,3,0.52,0.37,1.41,54.2,69.2,46.8,58.9,59.1,66.7,0.6,0.13,72.3,27.1,39.2,30.4,22.2,93.3,0.4657086391869001,0.26226425748164883,2.0706154714850364,61.12179559570865,70.0698475437606,49.646414455110104,62.056691134952004,60.278712591756076,75.85160926030493,0.508893280632411,0.22968944099378882,63.56510446075663,28.06696781479391,47.54810841332581,35.26420101637493,36.4094861660079,81.75426312817618
ATP,Zizou Bergs,45,0.55,0.39,1.41,57.4,71.5,50.7,62.6,59.7,77.3,0.4,0.25,63.7,29.1,48.9,36.3,38.3,80.0,0.5215584415584417,0.3457242757242757,1.6437562437562436,58.86463536463536,71.1000999000999,50.5071928071928,62.57852147852147,59.932467532467534,77.27672327672327,0.4293006993006993,0.24835164835164836,63.25534465534466,28.826773226773227,48.869330669330665,36.205794205794206,38.374125874125866,80.00689310689312
ATP,Alexandre Muller,48,0.31,0.22,1.41,66.1,66.6,48.7,60.5,59.7,73.7,0.6,0.19,62.3,26.0,49.1,34.7,38.4,82.1,0.3534014514896868,0.22767761650114593,1.6334434682964092,64.94119556913675,67.65891902215431,49.103934300993124,61.097116119174935,59.9222116119175,74.73657372039726,0.5691844919786097,0.20607142857142857,62.28672650878533,26.65059205500382,49.0118601986249,35.08053857906799,38.441443850267376,81.48894194041253
ATP,David Goffin,38,0.44,0.32,1.38,55.8,71.7,47.2,60.9,54.5,71.7,0.49,0.26,60.4,30.8,50.7,38.7,34.1,75.2,0.4460568741603224,0.2945185848634124,1.6523130317957904,57.993125839677575,71.18287057769815,48.19081952530229,61.46213613972234,56.55362740707568,73.60494849977609,0.4918025078369906,0.25470443349753696,61.03961038961039,29.907590685176892,50.044939543215406,37.766838334079715,35.63134796238244,76.8628974473802
ATP,Jaume Munar,53,0.33,0.24,1.38,63.9,71.7,51.4,64.4,57.4,80.0,0.37,0.22,61.1,31.2,51.8,39.2,40.2,74.1,0.3649492972780644,0.24167230030243728,1.5963582992350114,63.42330546166162,71.28913004803417,51.03654154065112,63.88772460416297,58.23712862479985,79.23954812310977,0.4043088418430884,0.2267514677103718,61.41640277530689,30.381373421099447,50.97817114392456,38.3215975805017,39.74545454545455,75.72257605408291
