Tour,Player,Match Stat Matches,Aces per Game,DFs per Game,Ace to DF ratio,1st Serve %,1st Serve W %,2nd Serve W %,Service Pts W %,BP save %,Service hold %,Opponent Aces per Game,Opponent DFs per Game,Opponent 1st Serve %,1st Return W %,2nd Return W %,Return Pts W %,BP W %,Opponent Hold %,Aces per Game (shrunk_k=20),DFs per Game (shrunk_k=20),Ace to DF ratio (shrunk_k=20),1st Serve % (shrunk_k=20),1st Serve W % (shrunk_k=20),2nd Serve W % (shrunk_k=20),Service Pts W % (shrunk_k=20),BP save % (shrunk_k=20),Service hold % (shrunk_k=20),Opponent Aces per Game (shrunk_k=20),Opponent DFs per Game (shrunk_k=20),Opponent 1st Serve % (shrunk_k=20),1st Return W % (shrunk_k=20),2nd Return W % (shrunk_k=20),Return Pts W % (shrunk_k=20),BP W % (shrunk_k=20),Opponent Hold % (shrunk_k=20)
ATP,Yi Zhou,6,0.79,0.08,9.88,66.4,70.9,49.2,63.6,69.4,81.3,0.52,0.18,63.8,25.1,53.0,35.2,41.9,83.5,0.5342807192807193,0.20777222777222776,3.949005994005994,63.1385114885115,70.36178821178822,49.87182817182817,62.77707292707293,62.51963036963038,78.16488511488511,0.5009440559440559,0.22972527472527474,62.61143856143856,27.49385614385615,49.76948051948052,35.810639360639364,39.31608391608391,80.82492507492508
ATP,Brandon Nakashima,62,0.69,0.08,8.63,66.1,74.2,52.2,66.7,64.0,84.6,0.64,0.23,63.3,27.8,48.3,35.3,35.6,82.4,0.6333085207475451,0.12051314539119418,7.0543189737092185,65.13904022806462,73.22446943300604,51.681311371555275,65.68297434273045,63.135492556224264,82.80106113398796,0.604689578713969,0.2335714285714286,63.045090275578076,27.900490972442196,48.42203040861577,35.46922711434906,36.31729490022173,81.82009819448844
ATP,Hubert Hurkacz,19,0.86,0.11,7.82,62.8,77.2,51.5,67.6,69.1,87.0,0.43,0.22,60.6,24.7,48.2,34.0,38.9,83.9,0.6536230436230437,0.1797968697968698,4.922414252414253,62.47182817182818,73.61042291042291,50.768398268398265,65.0000999000999,64.66693306693307,81.98684648684649,0.4634498834498834,0.23263736263736262,61.448651348651346,26.501032301032303,48.50785880785881,35.02247752247752,38.71585081585082,81.91148851148853
ATP,Bernard Tomic,17,0.54,0.07,7.71,65.8,71.1,53.9,65.2,64.9,83.0,0.71,0.24,61.0,25.7,47.2,34.1,37.5,84.5,0.4954405054405054,0.16519129519129522,4.7152474552474555,63.83246753246754,70.61368901368901,51.83155493155493,63.75686205686206,62.4975780975781,79.87802737802738,0.593906633906634,0.24250965250965253,61.678308178308185,27.05784485784486,48.06504036504036,35.123692523692526,38.06265356265356,82.07967707967708
ATP,Matteo Berrettini,33,0.81,0.12,6.75,67.9,75.9,53.9,68.9,66.5,86.5,0.47,0.2,65.7,26.7,44.4,32.8,40.8,84.7,0.6770056358735604,0.1675863758882627,5.021587846116147,65.73398676794905,73.74917912276403,52.45599117863269,66.49629992648862,64.21906395491301,82.99975496201913,0.4795197255574614,0.21684636118598385,64.39995099240382,27.270570938495467,46.060499877481014,34.00521930899289,39.947512864493994,82.93486890468021
ATP,Brandon Holt,20,0.45,0.07,6.43,66.0,67.9,50.7,62.0,56.5,75.0,0.6,0.2,65.9,26.9,50.5,34.9,40.4,81.8,0.4537824675324675,0.15805194805194805,4.299853896103896,64.08003246753246,69.05016233766234,50.3866883116883,62.26509740259739,58.47775974025974,76.11217532467533,0.5476136363636364,0.22232142857142856,64.07743506493507,27.556006493506494,49.65016233766234,35.446915584415585,39.470454545454544,80.9112012987013
ATP,Taylor Fritz,64,0.91,0.15,6.07,63.8,79.5,53.8,70.2,67.3,89.2,0.6,0.24,63.4,25.7,51.2,35.0,36.1,82.9,0.8022773654916513,0.17288188002473717,5.141358998144712,63.40953927025355,77.28579158936301,52.91270871985158,68.37385590599877,65.67036178107607,86.34865491651206,0.5750541125541125,0.24110544217687074,63.127350030921455,26.29809833024119,50.628648732220164,35.23662646876933,36.681168831168826,82.21485776128634
ATP,Marc-Andrea Huesler,12,0.85,0.14,6.07,60.7,74.8,52.4,66.0,59.5,79.5,0.45,0.15,64.8,25.9,46.4,33.1,32.9,84.8,0.6047280844155845,0.2063149350649351,3.6323173701298703,61.61254058441559,71.92520292207791,50.94586038961039,63.83137175324675,60.09719967532468,78.07771915584416,0.47826704545454546,0.20915178571428572,63.20929383116883,27.34500811688312,47.90020292207792,34.908644480519484,36.42556818181818,81.81400162337663
ATP,Jan Choinski,6,0.37,0.07,5.29,67.8,69.0,54.3,64.3,57.6,80.0,0.59,0.16,64.7,28.8,41.0,33.1,41.9,81.2,0.4373576423576424,0.20546453546453547,2.889775224775225,63.461588411588416,69.92332667332667,51.048751248751245,62.938611388611385,59.79655344655346,77.86488511488511,0.5170979020979021,0.22510989010989013,62.81913086913087,28.347702297702305,47.00024975024974,35.32602397602398,39.31608391608391,80.29415584415584
ATP,Garrett Johns,3,0.52,0.1,5.2,52.8,74.8,56.3,66.1,66.7,87.1,0.57,0.33,60.5,27.8,49.3,36.3,38.9,76.7,0.4657086391869001,0.22704686617730097,2.564963297571993,60.93918690005646,70.80028232636928,50.88554488989271,62.99582156973461,61.27001693958217,78.51247882552231,0.5049802371541502,0.255776397515528,62.02597402597403,28.15827216261999,48.86549971767363,36.03376623376624,38.58774703557312,79.58904573687182
ATP,Borna Gojo,14,0.77,0.16,4.81,64.7,75.9,47.5,65.9,58.0,82.5,0.42,0.16,62.4,27.2,47.3,34.8,37.6,80.5,0.5862146676852559,0.21064935064935067,3.256886936592818,63.2059205500382,72.54724980901452,49.01375095492742,63.91776165011459,59.444423223834995,79.39667685255921,0.46425133689839576,0.20978991596638658,62.31462948815891,27.79530175706647,48.18254392666157,35.50225362872422,38.15347593582887,80.2190603514133
ATP,Eliot Spizzirri,32,0.43,0.09,4.78,69.9,70.3,51.6,64.7,56.3,78.1,0.57,0.21,64.8,30.2,52.8,38.1,46.6,76.6,0.4406018981018981,0.15003996003996004,3.776041458541459,66.9231018981019,70.26166333666333,51.012837162837165,63.86545954045955,57.89827672327673,77.76321178821179,0.5412412587412587,0.22332417582417582,63.82110389610389,29.435389610389613,51.26166333666333,37.289935064935065,43.50034965034965,77.91630869130869
ATP,Jannik Sinner,57,0.52,0.11,4.73,62.3,79.2,58.5,71.4,71.6,91.5,0.51,0.27,62.4,33.7,57.9,42.8,44.7,66.8,0.5037831000168662,0.1453516613256873,4.064989036937089,62.263653229887,76.86242199359084,56.3112666554225,69.0961544948558,68.70532973519987,87.79203912970146,0.5061629279811098,0.26341372912801486,62.36230392983639,32.274548827795584,55.536447967616795,41.03216393995614,43.10023612750885,70.23439028503964
ATP,Yannick Hanfmann,49,0.52,0.11,4.73,67.5,71.3,57.3,66.7,56.2,83.1,0.52,0.22,61.7,30.2,49.4,37.5,39.8,76.9,0.5019028797289667,0.14945040466779597,3.987886316581969,65.95219273480143,70.98125352907962,55.20532655750046,65.49136081309994,57.433483907396955,81.39691323169583,0.5128194993412385,0.22714285714285715,61.86083192170149,29.62377188029362,49.22618106531149,37.063429324298895,39.43504611330698,77.80504423113119
ATP,Chak Lam Coleman Wong,26,0.71,0.15,4.73,62.2,72.4,51.4,64.5,61.9,80.4,0.5,0.26,62.6,27.8,49.6,36.0,44.2,79.2,0.6002456239412761,0.19178430265386787,3.6168294748729535,62.18263692828911,71.4436194240542,50.82320722755505,63.64356295878034,61.27196499153021,79.01928289102202,0.49792490118577076,0.25332298136645964,62.449943534726145,27.97913608131,49.25231507622812,35.99731789949181,41.739525691699605,79.55756634669679
ATP,Lloyd George Harris,19,0.98,0.21,4.67,60.8,74.8,52.0,65.8,65.6,83.5,0.42,0.23,63.6,28.1,45.4,34.4,35.3,81.9,0.7120845820845821,0.2285148185148185,3.3877988677988675,61.4974691974692,72.44119214119215,51.01198801198801,64.12317682317682,62.961804861804865,80.28171828171828,0.4585780885780885,0.23750915750915752,62.910189810189806,28.157442557442558,47.14375624375624,35.217349317349324,36.96200466200466,80.93712953712955
ATP,Jordan Thompson,23,0.6,0.13,4.62,60.4,71.4,54.8,64.8,63.0,80.7,0.57,0.19,62.1,26.3,44.6,33.2,26.7,86.3,0.5337511325883418,0.18400181214134703,3.480329205678043,61.21863485351858,70.8420114768952,52.60157052250075,63.74427665357897,61.816520688613714,79.08341890667472,0.5352219873150106,0.2154152823920266,62.17203261854424,27.189308366052554,46.553639383871946,34.499456357595896,32.207399577167024,83.38018725460586
ATP,Nick Kyrgios,4,0.82,0.18,4.56,66.0,72.0,43.4,62.3,33.3,74.4,0.66,0.22,66.3,23.6,40.2,29.2,31.3,87.8,0.5179707792207792,0.2350865800865801,2.568089826839827,62.800054112554115,70.50027056277057,48.96114718614718,62.491829004329,55.92959956709958,76.75362554112554,0.522689393939394,0.2405357142857143,62.929058441558446,27.44334415584416,47.366937229437234,34.86152597402597,37.33409090909091,81.31866883116884
ATP,Tomas Martin Etcheverry,51,0.58,0.13,4.46,62.9,72.0,50.2,63.9,65.9,79.9,0.48,0.24,60.9,27.7,49.4,36.2,37.7,79.8,0.5455112493140661,0.16270532284616793,3.814847265410646,62.69156758734224,71.49304920431682,50.16433144320468,63.51413938174502,64.3663435156393,79.14629595756357,0.4842893725992317,0.241307847082495,61.281653557709895,27.844229010426197,49.23107737333089,36.14192427291019,37.93687580025608,79.86264861898665
ATP,Oliver Tarvet,5,0.44,0.1,4.4,58.6,75.7,53.9,66.7,66.7,83.9,0.27,0.34,63.3,34.6,58.3,43.3,48.8,68.8,0.4540519480519481,0.2168831168831169,2.6157662337662337,61.448051948051955,71.30025974025975,50.83870129870129,63.36415584415584,61.70441558441559,78.55948051948052,0.4501818181818182,0.26371428571428573,62.463896103896104,29.489610389610394,50.70025974025973,37.45506493506494,40.592727272727274,77.77792207792209
ATP,Kamil Majchrzak,44,0.51,0.12,4.25,61.8,73.2,52.7,65.4,63.8,82.5,0.73,0.28,62.0,27.5,54.2,37.6,38.4,77.6,0.49361404220779226,0.15940746753246754,3.599908685064935,61.91252029220779,72.26260146103897,51.879180194805194,64.50318587662338,62.754849837662334,80.85135957792208,0.6566335227272727,0.26895089285714285,62.07964691558442,27.722504058441558,52.51260146103896,37.09807224025974,38.444034090909085,78.35700081168831
ATP,Titouan Droguet,20,0.59,0.14,4.21,61.8,73.9,51.1,65.2,56.4,79.5,0.24,0.19,65.4,32.7,43.5,36.4,43.8,76.4,0.5237824675324675,0.19305194805194806,3.189853896103896,61.98003246753247,72.05016233766234,50.586688311688306,63.86509740259739,58.42775974025974,78.36217532467533,0.3676136363636363,0.21732142857142858,63.827435064935074,30.456006493506493,46.15016233766234,36.196915584415585,41.17045454545455,78.2112012987013
ATP,Arthur Cazaux,41,0.71,0.17,4.18,60.8,76.0,49.8,65.7,64.3,84.2,0.41,0.23,61.4,28.2,46.2,35.2,38.8,82.1,0.6272344049393229,0.19495209708324465,3.5208878007238664,61.245922929529485,74.09846710666383,49.88963167979561,64.66071960826059,63.03951458377688,81.91290185224612,0.4379433681073025,0.23480093676814986,61.68028528848201,28.203938684266557,47.05256546731957,35.46027251437088,38.715052160953796,81.41882052373855
ATP,Dominic Stephan Stricker,7,0.62,0.15,4.13,58.7,74.6,47.6,63.5,50.0,76.2,0.51,0.23,60.1,29.1,44.4,35.2,40.0,78.3,0.49967772967772967,0.22118807118807118,2.677931697931698,61.26301106301107,71.34098124098125,49.432130832130824,62.78162578162578,57.744829244829255,76.95877825877825,0.49905723905723903,0.24084656084656086,61.6962000962001,28.44223184223185,47.65949975949976,35.788023088023095,38.91919191919192,79.57585377585377
ATP,Reilly Opelka,52,1.28,0.31,4.13,62.7,78.5,52.2,68.7,71.7,88.6,0.52,0.24,63.5,20.6,42.3,28.5,30.7,91.0,1.0515458152958153,0.29225108225108226,3.5854743867243863,62.55001803751804,76.19453463203463,51.60927128427128,66.98616522366522,68.5765331890332,85.4400974025974,0.5131186868686869,0.24128968253968253,63.1541305916306,22.714448051948054,44.10564574314574,30.581619769119772,32.8780303030303,87.95066738816739
ATP,Mikhail Kukushkin,17,0.28,0.07,4.0,67.5,65.9,50.7,61.0,58.1,71.9,0.72,0.24,61.7,26.6,50.3,35.7,35.9,80.4,0.375981045981046,0.16519129519129522,3.010652860652861,64.61354861354862,68.22449982449984,50.36128466128466,61.82713232713232,59.37325377325378,74.77802737802739,0.5985012285012286,0.24250965250965253,61.999929799929795,27.471358371358374,49.489364689364685,35.858827658827664,37.32751842751843,80.1958932958933
ATP,Aleksandar Vukic,59,0.68,0.17,4.0,57.8,73.4,51.5,64.2,62.9,81.1,0.68,0.24,63.2,25.6,46.2,33.2,34.7,84.7,0.623687325332895,0.18926680914022687,3.536634884103238,58.90381390761137,72.58995561400626,51.13882952490547,63.777264507644254,62.28114417228342,80.1188229492027,0.6332220943613349,0.2411754068716094,62.960726615157,26.2612691106362,46.858310044385995,33.90729903008385,35.67238204833142,83.51579812592472
ATP,Novak Djokovic,41,0.59,0.15,3.93,67.1,77.2,54.5,69.7,61.6,88.0,0.49,0.18,63.3,31.9,52.2,39.4,42.1,73.8,0.5465786672344048,0.18150947413242494,3.3528550138386204,65.48034915903769,74.905024483713,53.04864807323823,67.34924419842453,61.224760485416226,84.46700021290185,0.4917138599105812,0.20119437939110071,62.95733446880987,30.690823930168193,51.08535235256547,38.28322333404301,40.93308494783905,75.8401319991484
ATP,Christopher O'Connell,44,0.58,0.15,3.87,60.5,67.2,49.7,60.3,64.3,77.3,0.5,0.19,61.7,32.9,46.0,37.9,40.2,78.5,0.5417390422077922,0.18003246753246754,3.338658685064935,61.01877029220779,68.13760146103897,49.816680194805194,60.99693587662337,63.098599837662334,77.27635957792208,0.49850852272727275,0.20707589285714284,61.87339691558442,31.435004058441557,46.87510146103896,37.30432224025974,39.681534090909096,78.97575081168831
ATP,Dan Added,3,0.72,0.19,3.79,62.4,71.4,42.1,60.4,61.5,68.8,0.97,0.19,70.2,20.5,41.1,26.6,33.3,93.8,0.4917955957086392,0.23878599661208358,2.381050254093732,62.19136081309995,70.35680406549973,49.033370976849234,62.25234330886504,60.59175607001695,76.12552230378317,0.5571541501976285,0.23751552795031058,63.29119141727838,27.206098249576513,47.79593450028233,34.76854884246189,37.85731225296443,81.81948051948054
ATP,Nicolas Moreno De Alboran,6,0.3,0.08,3.75,73.2,65.7,63.3,65.0,66.7,78.8,0.52,0.26,62.6,31.4,48.1,37.6,35.9,78.8,0.42120379620379617,0.20777222777222776,2.5343906093906097,64.70774225774227,69.16178821178822,53.125674325674325,63.10014985014985,61.896553446553455,77.58796203796204,0.5009440559440559,0.24818681318681318,62.33451548451549,28.9477022977023,48.63871128871129,36.364485514485516,37.931468531468525,79.7403096903097
ATP,Sebastian Korda,41,0.71,0.19,3.74,59.9,74.2,54.3,66.2,62.5,83.8,0.5,0.24,62.2,28.5,48.8,36.2,37.6,80.3,0.6272344049393229,0.2083947200340643,3.2251500958058337,60.64100489674261,72.88863104109006,52.91422184373003,64.99678518203109,61.82967851820311,81.64404939322971,0.4984351713859911,0.2415222482435597,62.2179902065148,28.405578028528847,48.80010645092612,36.13240366191186,37.90849478390462,80.20898445816479
ATP,Giovanni Mpetshi Perricard,45,1.08,0.29,3.72,68.0,77.8,52.4,69.6,68.8,88.0,0.58,0.17,64.9,21.6,33.8,25.9,33.1,91.9,0.8884815184815185,0.2764935064935065,3.242987012987013,66.2030969030969,75.46163836163836,51.68411588411588,67.42467532467532,66.23246753246754,84.68441558441559,0.5539160839160838,0.192967032967033,64.08611388611389,23.634465534465537,38.415484515484515,29.005794205794206,34.77412587412588,88.24535464535465
ATP,Henry Searle,4,0.66,0.18,3.67,61.0,69.4,50.7,62.1,48.1,75.0,0.56,0.14,60.5,22.9,42.3,30.5,29.2,87.7,0.4913041125541126,0.2350865800865801,2.4197564935064935,61.966720779220786,70.06693722943724,50.17781385281385,62.45849567099567,58.39626623376625,76.85362554112554,0.5060227272727272,0.22720238095238096,61.96239177489178,27.326677489177495,47.71693722943723,35.07819264069264,36.9840909090909,81.30200216450217
ATP,Alexander Zverev,69,0.58,0.16,3.63,72.1,73.7,53.6,68.1,61.0,86.5,0.43,0.21,63.8,29.9,50.6,37.4,40.5,78.2,0.5524865022617831,0.17934919013570702,3.3018444476871442,69.86630672698088,72.91355610681454,52.80750036480374,66.84835838318983,60.87764482708303,84.41558441558442,0.4446578140960163,0.217784911717496,63.4527798044652,29.520677075733254,50.19557857872464,37.08400700423172,40.059754851889686,78.60952867357362
ATP,Christopher Eubanks,19,0.69,0.19,3.63,70.6,73.5,50.6,66.8,66.0,84.8,0.67,0.29,59.7,24.4,41.0,31.0,32.9,88.4,0.5708025308025307,0.2187712287712288,2.881132201132201,66.27182817182818,71.80785880785882,50.329936729936726,64.61035631035631,63.15667665667666,80.91505161505162,0.5803729603729604,0.26673992673992675,61.01018981018981,26.354878454878456,45.00016650016649,33.56093906093906,35.792773892773894,84.10379620379622
ATP,Rei Sakamoto,13,0.69,0.19,3.63,63.9,73.9,53.3,66.5,56.7,82.7,0.43,0.19,61.1,25.2,50.9,35.2,42.4,83.2,0.5491302636757182,0.22400236127508855,2.744974419519874,62.84549390003936,71.65777253049981,51.34447068083431,64.09405745769381,58.97607241243606,79.38142463597009,0.4695316804407713,0.22311688311688313,61.79992129083038,27.02546241637151,49.62746950019677,35.681109799291626,40.06115702479339,81.27418339236523
ATP,Alex Bolt,9,0.47,0.13,3.62,66.3,71.2,57.0,66.4,63.0,83.5,0.53,0.24,64.8,29.0,47.5,35.5,39.3,81.0,0.461424093148231,0.2100716524854456,2.6197984773846836,63.444872369010305,70.51056874160322,52.22301836094939,63.73116883116883,61.24518584863413,79.17196596506942,0.5060188087774296,0.24320197044334976,63.04473802060009,28.456560680698615,48.39677563815494,35.84057321988357,38.77648902821316,80.32579489476042
ATP,Stan Wawrinka,18,0.54,0.15,3.6,56.7,70.1,48.9,60.9,54.2,74.0,0.4,0.27,64.6,27.4,49.3,35.2,35.3,81.6,0.4966131237183869,0.200580997949419,2.847214627477785,59.57371838687629,70.1528024606972,49.517566643882425,61.757997265892,57.49237867395763,75.69702665755298,0.4501196172248804,0.25665413533834586,63.365721120984276,27.827375256322625,49.037012987012986,35.6178058783322,37.005741626794254,80.76968557758032
ATP,Moez Echargui,3,0.61,0.17,3.59,66.0,67.3,54.5,63.0,80.6,82.9,0.33,0.23,59.6,23.2,40.0,30.0,38.5,88.4,0.47744776962168267,0.23617730095990966,2.354963297571993,62.660926030491254,69.82202145680407,50.65076228119705,62.591473743647654,63.083060417843036,77.96465273856579,0.47367588932806326,0.24273291925465842,61.908582721626196,27.558272162619993,47.65245623941276,35.21202710333146,38.53557312252964,81.11513269339358
ATP,Norbert Gombos,4,0.5,0.14,3.57,58.6,73.9,64.8,70.1,76.5,90.5,0.56,0.56,57.2,30.3,54.3,40.6,50.0,72.1,0.4646374458874459,0.2284199134199134,2.403089826839827,61.56672077922079,70.81693722943724,52.52781385281384,63.791829004328996,63.129599567099575,79.43695887445888,0.5060227272727272,0.297202380952381,61.41239177489177,28.56001082251083,49.71693722943723,36.76152597402598,40.45075757575757,78.70200216450218
ATP,Jiri Lehecka,53,0.63,0.18,3.5,62.4,75.2,53.1,66.9,59.1,84.4,0.57,0.21,63.4,26.8,49.0,35.0,40.8,80.6,0.5827575164561466,0.19811065646682083,3.1355363814267925,62.33426436577121,73.83022593844512,52.2707881159936,65.70279309731364,59.471375200142326,82.43406867105499,0.5495143212951431,0.21949119373776907,63.086265789005516,27.186852873154244,48.9452944315958,35.272282512008545,40.181070983810706,80.44175413627468
ATP,Jakub Mensik,42,1.04,0.3,3.47,59.1,78.0,49.2,66.2,66.9,84.9,0.45,0.23,62.6,28.6,48.8,36.1,41.5,79.9,0.8521177209886887,0.28261416003351486,3.0505509007121914,60.0871177209887,75.48397570171764,49.48173439463762,65.01619187264349,64.8211353162966,82.4239840804357,0.4645894428152493,0.23472350230414746,62.48866778382907,28.474842899036453,48.8001047339757,36.06575198994554,40.54545454545455,79.93948470883956
ATP,Felix Auger-Aliassime,66,0.82,0.24,3.42,66.9,77.0,52.6,68.9,67.6,86.6,0.43,0.24,63.3,30.1,48.6,36.9,32.2,82.3,0.7357127755964965,0.2414195107218363,3.129234370280882,65.79768951978255,75.41868015705225,52.01241316822712,67.41864995469646,65.93849290244638,84.41961643008155,0.445169133192389,0.2410797342192691,63.056946541830264,29.660933252793722,48.64658713379643,36.689263062518876,33.674630021141645,81.77032618544247
ATP,Gabriel Diallo,59,0.68,0.2,3.4,67.3,74.2,51.5,66.8,59.9,84.5,0.45,0.25,62.3,27.7,46.9,34.9,37.8,81.2,0.623687325332895,0.2116718724313661,3.0885336182804535,65.99875061647214,73.18742396843663,51.13882952490547,65.71903665954298,60.04063784316949,82.65806345553182,0.4614499424626007,0.24864376130198915,62.288574716422815,27.82962354101595,47.381094854512575,35.176919283248395,37.98757192174914,80.9018740752918
ATP,Bu Yunchaokete,40,0.54,0.16,3.38,56.6,73.7,49.6,63.2,62.4,80.6,0.6,0.26,61.3,26.0,49.8,35.2,32.5,82.3,0.512521645021645,0.18870129870129873,2.976569264069264,58.45335497835497,72.53344155844157,49.75779220779221,62.97673160173159,61.75183982683983,79.47478354978355,0.5650757575757576,0.25488095238095243,61.618290043290045,26.737337662337662,49.46677489177489,35.46461038961039,34.513636363636365,81.54080086580088
ATP,Alejandro Tabilo,37,0.5,0.15,3.33,66.1,71.4,51.1,64.5,65.5,82.8,0.76,0.21,63.2,26.9,47.4,34.4,37.3,82.0,0.48511050353155616,0.18372066529961267,2.9228799270904537,64.71756664388244,70.97906128958762,50.73978127136022,63.808840282524486,63.73000683526999,80.8436318067897,0.6670972886762361,0.22215538847117794,62.86837548416496,27.360355434039647,47.89134199134199,34.959239006607426,37.73540669856459,81.30610617452723
ATP,Nicolas Jarry,28,0.86,0.26,3.31,63.7,75.7,53.8,67.7,70.3,86.3,0.39,0.28,63.3,27.0,46.2,34.1,29.6,86.3,0.6923187229437229,0.2542099567099567,2.834878246753247,63.05836038961039,73.40846861471861,52.24724025974026,65.5459145021645,66.19813311688311,82.51847943722943,0.43384469696969696,0.26526785714285717,62.86452922077922,27.50500541125541,47.28346861471862,34.88909632034632,33.32537878787878,83.68433441558442
ATP,Martin Damm Jr,6,1.07,0.33,3.24,63.3,79.3,51.3,69.0,67.6,86.7,0.48,0.14,64.0,26.6,41.1,31.8,43.3,84.0,0.5988961038961039,0.26546453546453547,2.4166983016983017,62.423126873126876,72.30024975024975,50.35644355644355,64.02322677322677,62.10424575424576,79.41103896103897,0.49171328671328673,0.2204945054945055,62.65759240759241,27.840009990009996,47.02332667332667,35.02602397602398,39.63916083916084,80.9403096903097
ATP,Billy Harris,32,0.42,0.13,3.23,64.4,68.4,52.7,62.8,60.0,78.4,0.47,0.22,60.2,27.1,48.7,35.7,39.9,79.8,0.4344480519480519,0.17465534465534466,2.8221953046953043,63.53848651348652,69.09243256743258,51.68976023976024,62.696228771228775,60.1751998001998,77.94782717282717,0.47970279720279724,0.22947802197802197,60.990334665334665,27.52769730269731,48.73858641358641,35.81301198801199,39.377272727272725,79.88553946053945
ATP,Zachary Svajda,20,0.64,0.2,3.2,55.8,71.7,55.2,64.4,58.3,79.5,0.6,0.22,60.2,29.3,51.0,37.9,43.7,74.1,0.5487824675324676,0.22305194805194803,2.6848538961038964,58.98003246753247,70.95016233766235,52.6366883116883,63.465097402597394,59.37775974025974,78.36217532467533,0.5476136363636364,0.23232142857142862,61.22743506493507,28.756006493506494,49.90016233766234,36.946915584415585,41.12045454545454,77.0612012987013
ATP,Ben Shelton,59,0.76,0.24,3.17,64.3,75.3,53.9,67.6,66.1,86.5,0.39,0.18,65.1,26.7,46.5,33.6,41.8,82.9,0.683434160775933,0.2415452901528851,2.9167614663817196,63.75824428735821,74.0089429557784,52.93123458819661,66.31650501397336,64.67101759000492,84.15173434160776,0.41663981588032223,0.19636528028933092,64.37971395692915,27.082788097977975,47.08236067729739,34.20603320729903,40.97491369390104,82.17149432845636
ATP,Valentin Vacherot,25,0.63,0.2,3.15,66.6,72.8,53.3,66.3,64.9,84.0,0.53,0.22,64.7,28.7,51.0,36.5,38.1,76.6,0.5533621933621933,0.2204906204906205,2.7143145743145745,64.62669552669553,71.64458874458875,51.86594516594516,64.62453102453102,62.924675324675334,80.9886002886003,0.5145454545454545,0.23095238095238094,63.61327561327562,28.48311688311688,50.02236652236652,36.27503607503608,38.295959595959594,78.12106782106783
ATP,Jack Draper,35,0.63,0.2,3.15,63.4,77.0,55.0,68.9,64.7,87.5,0.47,0.2,61.3,32.0,51.5,39.5,39.9,73.4,0.5672963400236128,0.2167650531286895,2.793530106257379,62.94911452184179,74.52739079102716,53.20850059031877,66.58370720188901,63.15655253837072,83.76340023612751,0.4791735537190082,0.21623376623376622,61.64722550177096,30.622550177095633,50.518299881936244,38.225029515938616,39.40578512396694,75.80814639905549
ATP,Marcos Giron,50,0.44,0.14,3.14,61.0,71.2,51.1,63.4,62.8,80.0,0.53,0.2,62.7,27.7,50.3,36.1,42.1,80.4,0.4450185528756957,0.17031539888682748,2.862773654916512,61.33144712430427,70.9143784786642,50.80667903525046,63.15148423005565,62.130148423005565,79.2069573283859,0.5200649350649351,0.21275510204081632,62.57282003710576,27.846289424860853,49.871521335807046,36.06966604823748,41.08311688311689,80.29211502782933
ATP,Frances Tiafoe,45,0.59,0.19,3.11,56.1,73.9,51.9,64.2,59.7,78.9,0.63,0.25,59.8,28.5,50.2,37.3,39.8,77.1,0.5492507492507492,0.20726273726273725,2.8206793206793206,57.96463536463536,72.76163836163836,51.337962037962036,63.686213786213784,59.932467532467534,78.38441558441559,0.5885314685314685,0.24835164835164836,60.55534465534466,28.41138861138861,49.769330669330664,36.8981018981019,39.412587412587406,77.99920079920079
ATP,Tyler Zink,4,0.68,0.22,3.09,61.6,72.6,48.4,63.3,52.2,81.7,0.64,0.47,55.0,30.1,40.7,34.9,25.8,86.2,0.4946374458874459,0.24175324675324675,2.323089826839827,62.06672077922079,70.60027056277056,49.794480519480516,62.65849567099567,59.07959956709957,77.97029220779221,0.5193560606060607,0.282202380952381,61.045725108225106,28.52667748917749,47.45027056277056,35.811525974025976,36.41742424242424,81.05200216450217
ATP,Jerome Kym,15,0.74,0.24,3.08,60.6,76.9,51.1,66.7,66.3,83.9,0.62,0.27,63.5,26.5,48.2,34.4,43.2,83.4,0.57860853432282,0.2434879406307978,2.5598330241187384,61.49146567717996,73.07161410018554,50.51335807050092,64.31725417439702,62.96029684601113,80.08534322820037,0.5487012987012987,0.25551020408163266,62.78849721706865,27.478293135435994,48.543042671614096,35.31076066790353,40.53766233766233,81.46994434137292
ATP,Valentin Royer,46,0.52,0.17,3.06,63.2,73.3,53.7,66.1,65.4,84.2,0.72,0.26,62.5,27.8,49.9,36.1,42.6,78.2,0.5010802833530106,0.19306178669815033,2.7902144824872095,62.8848681621409,72.36070444706807,52.60102321920504,65.01824085005903,63.9016725698544,82.08616686343959,0.6518870523415978,0.2553463203463204,62.42571822117277,27.92485242030697,49.56676505312869,36.067827626918536,41.36997245179064,78.75224321133412
ATP,James McCabe,12,0.58,0.19,3.05,59.7,71.9,43.9,60.6,51.2,73.7,0.46,0.32,63.2,27.3,45.8,34.1,28.9,82.8,0.5034780844155844,0.22506493506493508,2.49981737012987,61.23754058441559,70.83770292207792,47.75836038961039,61.80637175324675,56.984699675324684,75.90271915584415,0.4820170454545455,0.2729017857142857,62.609293831168834,27.87000811688312,47.675202922077915,35.283644480519484,34.92556818181818,81.06400162337663
