tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,wta_rank,log_diff
WTA,2026-02-16,338,Manon Leonard,25.0,1409.4,,291.0,1418.2,487.0,1227.9,481.0,1302.9,,1574.5,2024-03,,254.0,0.29
WTA,2026-02-16,339,Jessica Pieri,28.7,1407.6,,378.0,1328.8,291.0,1395.7,344.0,1368.3,,1610.2,2021-05,,246.0,0.32
WTA,2026-02-16,340,Justina Mikulskyte,30.0,1407.5,,338.0,1371.7,275.0,1411.5,440.0,1322.5,,1527.5,2022-05,,248.0,0.32
WTA,2026-02-16,341,Elena Ruxandra Bertea,19.7,1406.9,,407.0,1303.0,262.0,1427.1,324.0,1378.5,,1576.2,2025-09,,301.0,0.12
WTA,2026-02-16,342,Anastasia Zolotareva,23.8,1406.8,,333.0,1374.6,315.0,1372.4,325.0,1378.4,,1431.6,2025-12,,296.0,0.14
WTA,2026-02-16,343,Sahaja Yamalapalli,25.2,1406.1,,337.0,1372.4,432.0,1283.9,299.0,1387.8,,1465.4,2026-01,,416.0,-0.19
WTA,2026-02-16,344,Isis Louise Van Den Broek,20.0,1403.7,,341.0,1366.9,385.0,1318.4,287.0,1396.7,,1431.5,2026-01,,483.0,-0.34
WTA,2026-02-16,345,Carolyn Ansari,25.1,1402.4,,343.0,1362.5,352.0,1339.8,328.0,1376.2,,1442.2,2026-02,,288.0,0.18
WTA,2026-02-16,346,Tina Nadine Smith,23.6,1401.1,,320.0,1388.2,328.0,1363.1,332.0,1375.5,,1532.3,2025-02,,337.0,0.03
WTA,2026-02-16,347,Aneta Kladivova,25.7,1400.1,,382.0,1322.4,297.0,1387.7,335.0,1375.1,,1498.6,2024-08,,426.0,-0.21
WTA,2026-02-16,348,Anouck Vrancken Peeters,22.9,1399.2,,317.0,1392.7,415.0,1295.3,355.0,1362.4,,1420.8,2026-02,,295.0,0.17
WTA,2026-02-16,349,Raluka Serban,28.6,1399.1,,332.0,1376.0,306.0,1379.7,314.0,1382.4,,1648.9,2022-04,,245.0,0.35
WTA,2026-02-16,350,Ranah Akua Stoiber,20.6,1398.1,,359.0,1349.3,414.0,1295.4,409.0,1333.5,,1450.1,2025-08,,460.0,-0.27
WTA,2026-02-16,351,Alexandra Shubladze,20.3,1397.9,,314.0,1394.3,395.0,1307.3,338.0,1373.9,,1452.4,2024-09,,345.0,0.02
WTA,2026-02-16,352,Valentina Ryser,24.8,1396.1,,370.0,1335.1,467.0,1255.5,184.0,1474.3,,1638.5,2025-06,,324.0,0.08
WTA,2026-02-16,353,Yidi Yang,26.1,1395.8,,336.0,1372.8,358.0,1337.8,339.0,1372.9,,1412.0,2026-01,,335.0,0.05
WTA,2026-02-16,354,Zuzanna Pawlikowska,20.9,1395.3,,321.0,1387.8,370.0,1326.4,340.0,1372.7,,1487.4,2026-02,,422.0,-0.18
WTA,2026-02-16,355,Sara Saito,19.3,1393.5,,315.0,1394.2,313.0,1374.7,489.0,1294.2,,1664.6,2024-07,,237.0,0.4
WTA,2026-02-16,356,Selena Janicijevic,23.4,1393.2,,373.0,1331.2,302.0,1383.2,294.0,1390.4,,1576.3,2024-07,,261.0,0.31
WTA,2026-02-16,357,Irene Burillo Escorihuela,28.5,1390.9,,374.0,1330.9,300.0,1385.1,401.0,1338.0,,1537.0,2024-06,,250.0,0.36
WTA,2026-02-16,358,Akasha Urhobo,19.0,1390.7,,377.0,1330.0,312.0,1374.9,341.0,1370.3,,1525.6,2024-06,,308.0,0.15
WTA,2026-02-16,359,Ylena In Albon,26.9,1388.9,,397.0,1311.7,317.0,1371.4,361.0,1360.1,,1591.7,2022-05,,424.0,-0.17
WTA,2026-02-16,360,Martina Colmegna,28.9,1388.9,,398.0,1309.5,325.0,1363.4,342.0,1369.5,,1526.9,2023-01,,413.0,-0.14
WTA,2026-02-16,361,Anastasiya Soboleva,21.7,1385.8,,379.0,1327.3,294.0,1393.6,421.0,1329.1,,1571.2,2025-05,,268.0,0.3
WTA,2026-02-16,362,Lea Ma,25.0,1384.8,,347.0,1359.9,384.0,1320.8,392.0,1344.8,,1435.9,2025-09,,327.0,0.1
WTA,2026-02-16,363,Gabriela Lee,30.4,1384.8,,450.0,1270.4,290.0,1397.9,483.0,1300.1,,1608.8,2022-05,,352.0,0.03
WTA,2026-02-16,364,Eryn Cayetano,24.8,1384.4,,352.0,1355.5,396.0,1307.2,345.0,1367.2,,1405.5,2026-02,,349.0,0.04
WTA,2026-02-16,365,Zongyu Li,22.6,1384.1,,342.0,1364.4,379.0,1323.4,346.0,1367.0,,1441.8,2025-03,,419.0,-0.14
WTA,2026-02-16,366,Su Jeong Jang,30.9,1383.6,,354.0,1354.5,274.0,1414.0,411.0,1333.3,,1643.8,2017-05,,686.0,-0.63
WTA,2026-02-16,367,Haley Giavara,25.2,1381.2,,360.0,1348.0,436.0,1281.1,330.0,1375.8,,1423.4,2023-07,,368.0,0.0
WTA,2026-02-16,368,Luisina Giovannini,19.1,1380.6,,449.0,1271.1,286.0,1401.0,349.0,1365.3,,1481.2,2025-12,,241.0,0.42
WTA,2026-02-16,369,Hanna Chang,27.9,1379.6,,366.0,1339.8,295.0,1389.5,454.0,1316.7,,1505.5,2025-04,,342.0,0.08
WTA,2026-02-16,370,Sofya Lansere,25.1,1378.7,,326.0,1382.7,439.0,1279.4,351.0,1364.3,,1503.5,2024-01,,420.0,-0.13
WTA,2026-02-16,371,Xiaodi You,29.7,1377.3,,350.0,1356.6,380.0,1322.6,474.0,1307.3,,1517.7,2017-11,,253.0,0.38
WTA,2026-02-16,372,Francesca Curmi,23.5,1374.9,,346.0,1360.4,326.0,1363.4,354.0,1362.5,,1502.4,2025-03,,336.0,0.1
WTA,2026-02-16,373,Shrivalli Rashmikaa Bhamidipaty,24.1,1374.6,,355.0,1352.9,402.0,1302.3,356.0,1362.3,,1490.2,2024-02,,543.0,-0.38
WTA,2026-02-16,374,Dalila Jakupovic,34.8,1372.8,,345.0,1361.9,353.0,1339.4,439.0,1322.8,,1762.6,2018-07,,385.0,-0.03
WTA,2026-02-16,375,Alessandra Mazzola,25.7,1372.5,,409.0,1301.3,332.0,1359.8,357.0,1361.3,,1514.5,2025-07,,495.0,-0.28
WTA,2026-02-16,376,Angelina Voloshchuk,18.7,1372.0,,365.0,1344.2,421.0,1288.7,359.0,1361.0,,1410.9,2025-09,,401.0,-0.06
WTA,2026-02-16,377,Weronika Ewald,19.9,1371.8,,381.0,1324.0,347.0,1342.4,360.0,1360.9,,1389.7,2026-01,,414.0,-0.09
WTA,2026-02-16,378,Cagla Buyukakcay,36.1,1369.8,,358.0,1350.5,342.0,1352.1,527.0,1249.2,,1727.7,2016-05,,376.0,0.01
WTA,2026-02-16,379,Isabella Shinikova,34.2,1369.6,,329.0,1378.3,466.0,1256.3,509.0,1282.7,,1640.8,2019-10,,341.0,0.11
WTA,2026-02-16,380,Elena Malygina,25.6,1367.8,,335.0,1374.0,442.0,1278.0,236.0,1433.9,,1470.1,2019-02,,348.0,0.09
WTA,2026-02-16,381,Fangzhou Liu,29.7,1366.8,,344.0,1362.0,498.0,1219.5,451.0,1318.2,,1650.7,2015-03,,485.0,-0.24
WTA,2026-02-16,382,Usue Maitane Arconada,26.9,1366.7,,353.0,1354.9,444.0,1276.8,394.0,1344.4,,1669.8,2019-09,,669.0,-0.56
WTA,2026-02-16,383,Ayana Akli,24.5,1365.0,,334.0,1374.3,449.0,1273.2,422.0,1329.1,,1559.9,2025-08,,249.0,0.43
WTA,2026-02-16,384,Deborah Chiesa,29.6,1364.5,,433.0,1281.4,301.0,1384.5,426.0,1328.4,,1581.4,2018-05,,539.0,-0.34
WTA,2026-02-16,385,Gabriela Ce,32.9,1364.5,,436.0,1279.2,357.0,1338.1,415.0,1330.3,,1517.0,2022-05,,310.0,0.22
WTA,2026-02-16,386,Victoria Rodriguez,30.7,1362.1,,362.0,1346.8,405.0,1300.4,364.0,1356.0,,1470.7,2015-10,,418.0,-0.08
WTA,2026-02-16,387,Carolina Alves,29.7,1361.2,,394.0,1315.7,339.0,1354.9,475.0,1307.1,,1582.2,2022-05,,230.0,0.52
WTA,2026-02-16,388,Alicia Herrero Linana,27.0,1361.1,,437.0,1279.1,335.0,1357.7,365.0,1355.5,,1452.1,2025-10,,309.0,0.23
WTA,2026-02-16,389,Jia Jing Lu,35.9,1359.9,,372.0,1333.2,378.0,1323.5,513.0,1270.5,,1530.1,2021-01,,431.0,-0.1
WTA,2026-02-16,390,Malaika Rapolu,22.5,1359.1,,361.0,1346.9,411.0,1297.0,367.0,1354.5,,1526.4,2024-11,,551.0,-0.35
WTA,2026-02-16,391,Hayu Kinoshita,19.2,1358.5,,351.0,1356.5,481.0,1241.8,368.0,1354.2,,1374.5,2026-02,,417.0,-0.06
WTA,2026-02-16,392,Nahia Berecoechea,21.7,1355.9,,456.0,1266.5,333.0,1359.2,371.0,1353.0,,1374.4,2026-02,,464.0,-0.17
WTA,2026-02-16,393,Oana Georgeta Simion,29.5,1355.4,,419.0,1292.7,356.0,1338.4,372.0,1352.7,,1392.5,2025-06,,508.0,-0.26
WTA,2026-02-16,394,Victoria Bosio,31.2,1354.8,,468.0,1258.0,341.0,1352.4,373.0,1352.4,,1487.2,2020-02,,338.0,0.15
WTA,2026-02-16,395,Sada Nahimana,24.8,1353.7,,430.0,1283.8,322.0,1364.5,376.0,1351.8,,1554.7,2025-05,,219.0,0.59
WTA,2026-02-16,396,Antonia Vergara Rivera,18.9,1352.4,,420.0,1291.2,354.0,1338.7,377.0,1351.2,,1395.9,2025-11,,432.0,-0.09
WTA,2026-02-16,397,Nastasja Schunk,22.4,1351.9,,396.0,1311.9,350.0,1342.0,273.0,1406.6,,1675.1,2022-05,,365.0,0.08
WTA,2026-02-16,398,Tiphanie Fiquet,25.7,1351.4,,387.0,1318.5,360.0,1337.0,379.0,1350.7,,1449.7,2025-10,,318.0,0.22
WTA,2026-02-16,399,Lisa Zaar,25.5,1349.0,,388.0,1318.1,401.0,1303.6,381.0,1349.5,,1386.3,2025-11,,466.0,-0.16
WTA,2026-02-16,400,Radka Zelnickova,22.4,1348.3,,391.0,1317.5,459.0,1263.0,382.0,1349.2,,1368.0,2025-11,,497.0,-0.22
WTA,2026-02-16,401,Eunhye Lee,25.7,1347.9,,375.0,1330.8,420.0,1289.0,383.0,1349.0,,1436.6,2025-11,,314.0,0.24
WTA,2026-02-16,402,Meiling Wang,25.5,1347.4,,363.0,1346.3,441.0,1278.8,384.0,1348.7,,1501.5,2024-05,,630.0,-0.45
WTA,2026-02-16,403,Tatiana Pieri,26.6,1347.2,,417.0,1296.3,371.0,1325.8,385.0,1348.6,,1415.2,2025-09,,383.0,0.05
WTA,2026-02-16,404,Anja Stankovic,20.4,1345.8,,427.0,1287.9,388.0,1315.3,386.0,1347.9,,1400.2,2025-08,,507.0,-0.23
WTA,2026-02-16,405,Sofia Rocchetti,23.2,1344.3,,446.0,1272.6,366.0,1331.9,387.0,1347.1,,1366.9,2025-11,,679.0,-0.52
WTA,2026-02-16,406,Dasha Plekhanova,21.6,1343.2,,376.0,1330.1,478.0,1247.4,388.0,1346.6,,1414.0,2025-10,,618.0,-0.42
WTA,2026-02-16,407,Makenna Jones,27.4,1342.9,,349.0,1359.1,410.0,1297.2,389.0,1346.4,,1540.5,2023-10,,771.0,-0.64
WTA,2026-02-16,408,Tena Lukas,30.3,1342.7,,413.0,1298.0,348.0,1342.4,433.0,1324.5,,1543.0,2018-07,,455.0,-0.11
WTA,2026-02-16,409,Astrid Lew Yan Foon,20.4,1340.1,,425.0,1288.2,363.0,1334.3,390.0,1345.0,,1438.9,2024-04,,410.0,0.0
WTA,2026-02-16,410,Naiktha Bains,28.1,1339.9,,383.0,1321.1,406.0,1300.3,515.0,1268.2,,1427.3,2019-05,,391.0,0.05
WTA,2026-02-16,411,Angela Fita Boluda,26.5,1339.9,,490.0,1221.8,345.0,1343.5,391.0,1344.9,,1561.8,2024-09,,243.0,0.53
WTA,2026-02-16,412,Anastasia Abbagnato,21.9,1339.3,,424.0,1288.4,362.0,1334.4,393.0,1344.7,,1447.4,2025-10,,443.0,-0.07
WTA,2026-02-16,413,Saki Imamura,23.6,1338.0,,389.0,1318.1,431.0,1284.0,407.0,1336.0,,1427.6,2025-10,,392.0,0.05
WTA,2026-02-16,414,Haruka Kaji,31.1,1336.9,,371.0,1334.6,416.0,1294.6,318.0,1381.0,,1517.5,2025-03,,302.0,0.32
WTA,2026-02-16,415,Priska Madelyn Nugroho,22.7,1336.6,,393.0,1316.3,343.0,1349.4,258.0,1418.3,,1559.9,2020-03,,428.0,-0.03
WTA,2026-02-16,416,Ayano Shimizu,27.7,1336.1,,442.0,1275.6,491.0,1226.4,370.0,1353.1,,1527.1,2018-07,,403.0,0.03
WTA,2026-02-16,417,Ikumi Yamazaki,24.3,1334.8,,459.0,1262.3,267.0,1423.6,396.0,1342.4,,1493.3,2025-08,,397.0,0.05
WTA,2026-02-16,418,Tessa Johanna Brockmann,20.1,1334.7,,392.0,1316.8,427.0,1285.1,397.0,1342.3,,1445.0,2025-08,,290.0,0.37
WTA,2026-02-16,419,Federica Urgesi,21.0,1333.2,,448.0,1271.4,344.0,1344.0,398.0,1341.6,,1409.0,2025-11,,438.0,-0.04
WTA,2026-02-16,420,Kira Pavlova,21.5,1332.8,,405.0,1304.3,435.0,1281.4,399.0,1341.4,,1394.5,2024-04,,387.0,0.08
WTA,2026-02-16,421,Maria Mateas,26.0,1329.7,,400.0,1307.2,397.0,1305.4,462.0,1312.4,,1528.7,2017-09,,429.0,-0.02
WTA,2026-02-16,422,Laura Mair,22.9,1328.7,,457.0,1263.9,359.0,1337.7,400.0,1339.3,,1424.3,2025-10,,558.0,-0.28
WTA,2026-02-16,423,Anna Sinclair Rogers,27.8,1328.4,,401.0,1306.8,438.0,1279.5,378.0,1351.0,,1432.3,2024-11,,285.0,0.39
WTA,2026-02-16,424,Momoko Kobori,27.1,1327.5,,411.0,1301.1,470.0,1252.6,473.0,1308.2,,1439.9,2018-05,,427.0,-0.01
WTA,2026-02-16,425,Maria Kozyreva,26.4,1326.1,,390.0,1318.0,428.0,1285.0,402.0,1338.0,,1586.1,2024-03,,521.0,-0.2
WTA,2026-02-16,426,Elena Micic,21.5,1325.9,,412.0,1298.2,476.0,1247.8,403.0,1338.0,,1406.5,2025-01,,375.0,0.13
WTA,2026-02-16,427,Yasmine Mansouri,24.7,1325.4,,421.0,1290.6,505.0,1200.9,404.0,1337.7,,1399.3,2024-11,,406.0,0.05
WTA,2026-02-16,428,Diana Martynov,24.7,1324.0,,408.0,1301.6,408.0,1297.9,406.0,1337.0,,1521.5,2024-10,,553.0,-0.26
WTA,2026-02-16,429,Jana Kolodynska,22.4,1322.7,,386.0,1318.7,504.0,1201.2,486.0,1297.5,,1443.8,2023-10,,591.0,-0.32
WTA,2026-02-16,430,Gergana Topalova,25.8,1322.3,,523.0,1172.7,393.0,1310.1,430.0,1326.0,,1455.2,2024-07,,404.0,0.06
WTA,2026-02-16,431,Amelia Rajecki,23.6,1321.9,,461.0,1260.6,445.0,1275.9,412.0,1332.6,,1468.1,2024-06,,439.0,-0.02
WTA,2026-02-16,432,Julie Belgraver,23.6,1321.1,,439.0,1277.8,398.0,1305.2,408.0,1335.6,,1581.5,2025-06,,266.0,0.48
WTA,2026-02-16,433,Lucija Ciric Bagaric,22.0,1320.4,,452.0,1269.2,386.0,1318.3,464.0,1310.9,,1540.7,2024-07,,448.0,-0.03
WTA,2026-02-16,434,Lina Glushko,25.8,1319.9,,410.0,1301.3,400.0,1304.1,296.0,1389.4,,1581.4,2019-02,,599.0,-0.32
WTA,2026-02-16,435,Georgia Pedone,21.0,1317.0,,524.0,1171.2,365.0,1333.4,431.0,1325.8,,1563.8,2024-09,,367.0,0.17
WTA,2026-02-16,436,Josy Daems,19.6,1316.9,,466.0,1259.1,461.0,1260.7,410.0,1333.4,,1373.7,2025-08,,503.0,-0.14
WTA,2026-02-16,437,Anastasia Kulikova,25.9,1316.6,,418.0,1295.4,381.0,1321.3,456.0,1316.3,,1667.1,2021-07,,504.0,-0.14
WTA,2026-02-16,438,Martina Okalova,28.3,1314.5,,406.0,1303.2,447.0,1275.5,413.0,1332.3,,1504.3,2025-05,,421.0,0.04
WTA,2026-02-16,439,Han Shi,20.6,1312.7,,402.0,1306.5,437.0,1280.2,442.0,1322.4,,1657.2,2024-08,,331.0,0.28
WTA,2026-02-16,440,Andreea Prisacariu,25.6,1310.5,,467.0,1258.3,443.0,1277.1,416.0,1330.2,,1380.7,2022-05,,441.0,0.0
WTA,2026-02-16,441,Xinxin Yao,22.3,1310.3,,399.0,1309.1,496.0,1220.0,417.0,1330.2,,1539.4,2025-01,,468.0,-0.06
WTA,2026-02-16,442,Emily Appleton,26.4,1309.9,,460.0,1261.9,485.0,1235.5,441.0,1322.5,,1437.9,2024-06,,425.0,0.04
WTA,2026-02-16,443,Natsumi Kawaguchi,23.6,1309.6,,415.0,1297.0,453.0,1269.8,485.0,1299.3,,1517.4,2023-05,,459.0,-0.04
WTA,2026-02-16,444,Ella Mcdonald,20.2,1309.6,,511.0,1204.0,452.0,1269.8,363.0,1356.2,,1487.4,2025-06,,482.0,-0.08
WTA,2026-02-16,445,Noemi Basiletti,19.7,1309.5,,488.0,1222.6,374.0,1325.0,418.0,1329.7,,1452.1,2025-08,,511.0,-0.14
WTA,2026-02-16,446,Rasheeda Mcadoo,30.5,1309.4,,432.0,1281.6,484.0,1235.7,419.0,1329.7,,1332.8,2025-09,,529.0,-0.17
WTA,2026-02-16,447,Carlota Martinez Cirez,24.9,1309.3,,501.0,1212.8,409.0,1297.3,465.0,1310.7,,1420.6,2025-07,,359.0,0.22
WTA,2026-02-16,448,Maria Martinez Vaquero,23.9,1309.1,,428.0,1287.3,458.0,1263.6,420.0,1329.5,,1418.2,2025-08,,479.0,-0.07
WTA,2026-02-16,449,Ekaterina Kazionova,27.0,1308.7,,470.0,1254.7,394.0,1309.7,471.0,1308.4,,1515.5,2025-07,,394.0,0.13
WTA,2026-02-16,450,Carla Markus,19.7,1307.9,,453.0,1268.9,407.0,1298.4,423.0,1328.9,,1351.3,2026-01,,477.0,-0.06
WTA,2026-02-16,451,Daria Lodikova,29.4,1307.8,,486.0,1234.1,404.0,1301.1,424.0,1328.9,,1453.4,2024-10,,515.0,-0.13
WTA,2026-02-16,452,Denislava Glushkova,21.8,1307.4,,302.0,1403.7,424.0,1286.8,278.0,1403.7,,1441.2,2023-04,,396.0,0.13
WTA,2026-02-16,453,Ena Koike,19.2,1306.1,,435.0,1280.2,472.0,1252.3,427.0,1328.1,,1385.2,2025-06,,501.0,-0.1
WTA,2026-02-16,454,Anastasia Tikhonova,25.0,1302.7,,440.0,1277.0,392.0,1311.7,347.0,1366.7,,1592.0,2022-03,,258.0,0.57
WTA,2026-02-16,455,Ekaterina Makarova,29.3,1302.2,,476.0,1247.1,440.0,1279.0,529.0,1230.7,,1452.8,2024-07,,452.0,0.01
WTA,2026-02-16,456,Ksenia Zaytseva,21.1,1299.8,,429.0,1285.8,446.0,1275.7,432.0,1324.9,,1468.1,2023-12,,561.0,-0.21
WTA,2026-02-16,457,Jamie Loeb,30.8,1297.9,,441.0,1276.4,457.0,1265.0,504.0,1285.0,,1668.4,2017-04,,563.0,-0.21
WTA,2026-02-16,458,Meiqi Guo,25.7,1297.7,,472.0,1252.5,455.0,1267.9,435.0,1323.9,,1346.6,2025-09,,472.0,-0.03
WTA,2026-02-16,459,Ilinca Dalina Amariei,23.2,1296.7,,493.0,1218.2,430.0,1284.3,436.0,1323.4,,1358.3,2024-01,,484.0,-0.05
WTA,2026-02-16,460,Madison Sieg,22.6,1296.6,,447.0,1271.5,469.0,1252.8,437.0,1323.3,,1336.0,2025-07,,467.0,-0.02
WTA,2026-02-16,461,Sara Cakarevic,28.9,1296.4,,454.0,1268.2,422.0,1288.1,438.0,1323.2,,1459.6,2024-10,,560.0,-0.19
WTA,2026-02-16,462,Eudice Wong Chong,29.5,1295.0,,395.0,1315.7,509.0,1195.7,284.0,1397.5,,1640.2,2014-02,,677.0,-0.38
WTA,2026-02-16,463,Aurora Zantedeschi,25.0,1294.6,,521.0,1178.0,417.0,1294.5,443.0,1322.3,,1526.9,2025-03,,326.0,0.35
WTA,2026-02-16,464,Elina Nepliy,28.0,1293.1,,458.0,1263.2,399.0,1305.1,444.0,1321.6,,1369.6,2025-10,,697.0,-0.41
WTA,2026-02-16,465,Ipek Oz,26.3,1292.6,,404.0,1305.1,450.0,1273.1,495.0,1290.3,,1563.9,2022-05,,523.0,-0.12
WTA,2026-02-16,466,Diletta Cherubini,23.7,1289.9,,482.0,1238.3,419.0,1292.8,446.0,1320.0,,1417.6,2025-06,,389.0,0.18
WTA,2026-02-16,467,Iva Primorac,29.4,1289.9,,494.0,1217.5,390.0,1314.0,445.0,1320.0,,1436.2,2024-09,,638.0,-0.31
WTA,2026-02-16,468,Sakura Hosogi,25.8,1288.7,,443.0,1274.9,482.0,1239.5,448.0,1319.4,,1368.2,2022-12,,323.0,0.37
WTA,2026-02-16,469,Wushuang Zheng,27.1,1287.4,,426.0,1288.2,510.0,1195.2,449.0,1318.7,,1518.4,2025-04,,372.0,0.23
WTA,2026-02-16,470,Malene Helgo,26.3,1287.0,,422.0,1290.2,464.0,1256.6,289.0,1393.5,,1538.2,2017-04,,615.0,-0.27
WTA,2026-02-16,471,Alana Smith,25.9,1286.4,,434.0,1280.6,523.0,1154.9,463.0,1311.1,,1489.9,2024-11,,430.0,0.09
WTA,2026-02-16,472,Miriana Tona,31.0,1286.0,,431.0,1283.1,456.0,1265.0,452.0,1318.0,,1429.3,2024-04,,384.0,0.21
WTA,2026-02-16,473,Peangtarn Plipuech,33.2,1284.9,,451.0,1270.0,495.0,1223.1,492.0,1292.8,,1452.6,2019-05,,715.0,-0.41
WTA,2026-02-16,474,Georgia Andreea Craciun,26.2,1283.1,,519.0,1189.5,434.0,1282.6,455.0,1316.6,,1414.9,2024-11,,516.0,-0.08
WTA,2026-02-16,475,Petra Hule,26.9,1282.7,,445.0,1273.1,426.0,1285.4,525.0,1255.1,,1511.9,2024-02,,800.0,-0.52
WTA,2026-02-16,476,Julie Pastikova,17.6,1282.4,,478.0,1244.0,429.0,1284.4,457.0,1316.2,,1483.5,2024-06,,533.0,-0.11
WTA,2026-02-16,477,Riya Bhatia,28.0,1281.9,,489.0,1221.9,473.0,1251.9,501.0,1286.8,,1363.5,2025-09,,577.0,-0.19
WTA,2026-02-16,478,Jenny Lim,20.7,1280.9,,510.0,1205.3,423.0,1288.1,458.0,1315.4,,1477.7,2024-05,,510.0,-0.06
WTA,2026-02-16,479,Urszula Radwanska,35.0,1280.8,,469.0,1257.7,367.0,1328.1,460.0,1312.7,,1885.0,2012-09,,552.0,-0.14
WTA,2026-02-16,480,Alice Robbe,25.5,1279.2,,491.0,1221.2,337.0,1356.4,479.0,1303.8,,1499.5,2023-10,,623.0,-0.26
WTA,2026-02-16,481,Valeriya Strakhova,30.4,1278.5,,517.0,1192.7,451.0,1271.9,459.0,1314.3,,1455.2,2025-03,,405.0,0.17
WTA,2026-02-16,482,Melisa Ercan,20.0,1275.4,,423.0,1288.8,502.0,1209.2,461.0,1312.7,,1454.3,2024-07,,637.0,-0.28
WTA,2026-02-16,483,Akiko Omae,32.3,1275.3,,455.0,1267.1,522.0,1159.1,528.0,1245.6,,1368.4,2011-10,,870.0,-0.59
WTA,2026-02-16,484,Eri Shimizu,27.7,1274.9,,465.0,1259.2,471.0,1252.5,450.0,1318.6,,1466.2,2024-09,,378.0,0.25
WTA,2026-02-16,485,Ekaterina Ovcharenko,25.0,1271.4,,480.0,1239.5,425.0,1285.9,466.0,1310.7,,1402.6,2025-09,,527.0,-0.08
WTA,2026-02-16,486,Gina Marie Dittmann,23.1,1270.0,,444.0,1273.7,494.0,1224.3,467.0,1310.0,,1326.6,2025-09,,522.0,-0.07
WTA,2026-02-16,487,Laura Hietaranta,21.9,1269.7,,484.0,1237.8,500.0,1212.9,468.0,1309.9,,1359.8,2025-09,,307.0,0.46
WTA,2026-02-16,488,Ankita Raina,33.0,1269.4,,479.0,1242.8,383.0,1321.1,511.0,1271.3,,1517.7,2018-04,,665.0,-0.31
WTA,2026-02-16,489,Leonie Kung,24.9,1268.4,,414.0,1297.5,490.0,1226.5,524.0,1256.0,,1632.1,2021-03,,447.0,0.09
WTA,2026-02-16,490,Ying Zhang,29.8,1268.3,,463.0,1260.0,503.0,1204.7,469.0,1309.2,,1289.7,2014-04,,513.0,-0.05
WTA,2026-02-16,491,Ariana Arseneault,23.6,1268.1,,475.0,1251.7,497.0,1219.6,470.0,1309.1,,1283.7,2026-02,,476.0,0.03
WTA,2026-02-16,492,Victoria Allen,24.8,1266.7,,464.0,1259.6,475.0,1248.4,472.0,1308.4,,1301.8,2026-01,,442.0,0.11
WTA,2026-02-16,493,Jasmijn Gimbrere,24.7,1264.3,,496.0,1216.0,433.0,1283.3,517.0,1263.7,,1371.5,2025-08,,450.0,0.09
WTA,2026-02-16,494,Emily Seibold,25.6,1262.5,,495.0,1216.8,474.0,1249.1,476.0,1306.3,,1338.0,2023-01,,465.0,0.06
WTA,2026-02-16,495,Pia Lovric,23.5,1262.0,,416.0,1296.4,462.0,1258.2,319.0,1381.0,,1532.9,2022-04,,517.0,-0.04
WTA,2026-02-16,496,Thasaporn Naklo,24.3,1261.7,,483.0,1238.0,479.0,1245.9,477.0,1305.9,,1369.7,2024-12,,635.0,-0.25
WTA,2026-02-16,497,Lia Karatancheva,22.4,1261.2,,515.0,1197.1,480.0,1242.5,478.0,1305.6,,1478.0,2025-05,,297.0,0.51
WTA,2026-02-16,498,Jiaqi Wang,23.5,1257.5,,473.0,1252.2,493.0,1225.9,480.0,1303.7,,1355.4,2025-09,,500.0,0.0
WTA,2026-02-16,499,Cristina Diaz Adrover,19.9,1255.4,,514.0,1200.2,454.0,1268.7,482.0,1302.7,,1359.0,2025-09,,398.0,0.23
WTA,2026-02-16,500,Rina Saigo,25.3,1249.5,,487.0,1229.9,506.0,1200.8,487.0,1296.3,,1407.3,2023-05,,299.0,0.51
WTA,2026-02-16,501,Jessica Bertoldo,33.0,1248.9,,481.0,1239.4,499.0,1214.3,484.0,1299.4,,1340.8,2025-05,,544.0,-0.08
WTA,2026-02-16,502,Yasmine Kabbaj,22.0,1238.5,,471.0,1252.8,513.0,1181.3,488.0,1294.3,,1245.8,2026-02,,361.0,0.33
WTA,2026-02-16,503,Yaroslava Bartashevich,20.8,1237.4,,522.0,1177.2,463.0,1258.0,490.0,1293.7,,1499.9,2025-04,,509.0,-0.01
WTA,2026-02-16,504,Marine Szostak,24.0,1235.8,,513.0,1202.3,477.0,1247.7,491.0,1292.9,,1285.4,2025-10,,590.0,-0.16
WTA,2026-02-16,505,Yuki Naito,24.9,1235.3,,485.0,1234.8,507.0,1197.9,521.0,1262.1,,1525.0,2022-06,,473.0,0.07
WTA,2026-02-16,506,Sofia Shapatava,36.7,1234.3,,503.0,1209.7,492.0,1226.3,520.0,1262.5,,1540.0,2014-06,,407.0,0.22
WTA,2026-02-16,507,Sapfo Sakellaridi,22.8,1233.2,,530.0,1133.6,483.0,1238.7,493.0,1291.6,,1437.6,2023-07,,411.0,0.21
WTA,2026-02-16,508,Ruien Zhang,17.7,1231.0,,492.0,1218.9,486.0,1230.5,494.0,1290.5,,1349.0,2025-04,,668.0,-0.27
WTA,2026-02-16,509,Weronika Falkowska,25.4,1228.0,,477.0,1246.3,517.0,1165.3,496.0,1289.0,,1411.9,2022-11,,493.0,0.03
