tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,wta_rank,log_diff
WTA,2026-02-16,166,Carol Young Suh Lee,24.0,1621.7,,151.0,1597.6,152.0,1560.8,119.0,1560.8,,1709.1,2025-06,,170.0,-0.02
WTA,2026-02-16,167,Leolia Jeanjean,30.4,1621.7,,166.0,1576.5,124.0,1605.9,176.0,1484.9,,1684.9,2022-09,,115.0,0.37
WTA,2026-02-16,168,Panna Udvardy,27.3,1620.8,,184.0,1552.8,138.0,1584.6,135.0,1540.3,,1704.6,2023-01,,93.0,0.59
WTA,2026-02-16,169,Fiona Crawley,24.0,1616.7,,165.0,1579.0,292.0,1394.6,178.0,1483.3,,1639.5,2026-02,,201.0,-0.17
WTA,2026-02-16,170,Harriet Dart,29.5,1613.0,,156.0,1592.8,248.0,1440.7,127.0,1548.2,,1727.2,2022-06,,169.0,0.01
WTA,2026-02-16,171,Laura Samson,17.8,1613.0,,264.0,1452.4,110.0,1623.2,179.0,1481.5,,1716.7,2025-11,,212.0,-0.21
WTA,2026-02-16,172,Veronika Erjavec,26.0,1611.5,,216.0,1502.7,119.0,1608.9,126.0,1550.0,,1722.2,2025-09,,112.0,0.43
WTA,2026-02-16,173,Emiliana Arango,25.1,1610.6,,162.0,1580.5,158.0,1555.5,227.0,1440.2,,1698.2,2025-02,,56.0,1.13
WTA,2026-02-16,174,Nina Stojanovic,29.2,1609.0,,182.0,1557.5,134.0,1586.7,124.0,1553.6,,1752.9,2019-10,,343.0,-0.68
WTA,2026-02-16,175,Lucrezia Stefanini,27.7,1607.2,,167.0,1574.6,180.0,1528.0,141.0,1534.0,,1650.2,2024-12,,137.0,0.24
WTA,2026-02-16,176,Fiona Ferro,28.8,1603.9,,158.0,1588.6,174.0,1538.6,212.0,1453.8,,1864.6,2021-03,,240.0,-0.31
WTA,2026-02-16,177,Eva Guerrero Alvarez,26.2,1602.4,,153.0,1595.2,229.0,1467.7,211.0,1454.1,,1602.4,2025-11,,263.0,-0.4
WTA,2026-02-16,178,Sara Sorribes Tormo,29.3,1599.2,,171.0,1567.1,136.0,1585.9,161.0,1504.6,,1900.8,2021-08,,451.0,-0.93
WTA,2026-02-16,179,Heather Watson,33.2,1595.8,,173.0,1564.0,237.0,1453.1,140.0,1534.5,,1912.2,2014-06,,278.0,-0.44
WTA,2026-02-16,180,Madison Brengle,35.8,1595.2,,175.0,1562.5,151.0,1562.6,164.0,1499.0,,1853.0,2016-03,,400.0,-0.8
WTA,2026-02-16,181,Anna Lena Friedsam,32.0,1595.0,,189.0,1547.7,168.0,1544.0,205.0,1459.5,,1842.9,2016-05,,204.0,-0.12
WTA,2026-02-16,182,Carson Branstine,25.3,1593.6,,209.0,1511.9,153.0,1559.2,113.0,1571.3,,1675.2,2025-09,,242.0,-0.28
WTA,2026-02-16,183,Varvara Lepchenko,39.7,1593.4,,174.0,1562.8,155.0,1557.1,186.0,1472.2,,1891.7,2015-01,,150.0,0.2
WTA,2026-02-16,184,Lucia Bronzetti,27.1,1592.2,,191.0,1547.6,160.0,1553.9,188.0,1470.5,,1777.9,2025-03,,140.0,0.27
WTA,2026-02-16,185,Dominika Salkova,21.6,1590.5,,178.0,1558.7,194.0,1510.5,224.0,1444.5,,1685.2,2025-07,,152.0,0.2
WTA,2026-02-16,186,Sofia Costoulas,20.8,1589.3,,181.0,1557.6,191.0,1514.7,229.0,1439.1,,1625.2,2025-05,,143.0,0.26
WTA,2026-02-16,187,Taylah Preston,20.2,1587.6,,185.0,1552.5,285.0,1402.2,247.0,1425.3,,1747.0,2024-03,,148.0,0.23
WTA,2026-02-16,188,Lisa Pigato,22.5,1587.2,,163.0,1580.3,188.0,1517.3,146.0,1527.2,,1620.8,2021-05,,193.0,-0.03
WTA,2026-02-16,189,Xinyu Gao,28.1,1586.1,,196.0,1530.1,163.0,1551.0,253.0,1422.3,,1610.4,2025-09,,262.0,-0.33
WTA,2026-02-16,190,Anastasia Gasanova,26.6,1584.1,,188.0,1547.8,190.0,1514.7,182.0,1478.1,,1644.4,2022-01,,189.0,0.01
WTA,2026-02-16,191,Hanyu Guo,27.6,1583.2,,179.0,1558.1,230.0,1467.0,193.0,1466.6,,1642.8,2025-10,,186.0,0.03
WTA,2026-02-16,192,Arantxa Rus,35.1,1582.5,,193.0,1544.8,141.0,1581.6,221.0,1445.4,,1774.5,2012-07,,135.0,0.35
WTA,2026-02-16,193,Polona Hercog,34.9,1582.4,,203.0,1520.5,142.0,1577.6,149.0,1519.2,,1894.8,2011-07,,315.0,-0.49
WTA,2026-02-16,194,Maria Timofeeva,22.1,1581.7,,187.0,1548.4,171.0,1539.8,298.0,1388.2,,1654.9,2025-10,,154.0,0.23
WTA,2026-02-16,195,Polina Iatcenko,22.1,1580.6,,183.0,1553.4,281.0,1405.3,195.0,1465.3,,1750.9,2025-10,,160.0,0.2
WTA,2026-02-16,196,Jeline Vandromme,18.2,1580.5,,180.0,1557.8,282.0,1405.3,196.0,1465.3,,1617.8,2026-02,,279.0,-0.35
WTA,2026-02-16,197,Jana Fett,29.0,1579.7,,201.0,1522.8,157.0,1556.2,167.0,1496.4,,1755.5,2017-10,,210.0,-0.06
WTA,2026-02-16,198,Kayla Day,26.3,1577.9,,177.0,1561.8,184.0,1521.7,281.0,1400.3,,1756.9,2016-10,,194.0,0.02
WTA,2026-02-16,199,Tereza Martincova,31.2,1573.1,,176.0,1562.0,238.0,1451.0,132.0,1542.5,,1811.8,2022-03,,292.0,-0.38
WTA,2026-02-16,200,Nao Hibino,31.2,1571.7,,190.0,1547.7,196.0,1509.3,209.0,1454.4,,1751.2,2015-09,,196.0,0.02
WTA,2026-02-16,201,Lauren Davis,31.8,1571.6,,172.0,1564.8,193.0,1511.0,157.0,1509.8,,1924.3,2017-03,,463.0,-0.83
WTA,2026-02-16,202,Teodora Kostovic,18.5,1571.6,,230.0,1482.1,118.0,1610.4,204.0,1460.8,,1685.9,2025-10,,171.0,0.17
WTA,2026-02-16,203,Renata Jamrichova,18.2,1566.4,,206.0,1514.3,183.0,1522.0,268.0,1411.2,,1582.5,2025-09,,304.0,-0.4
WTA,2026-02-16,204,Victoria Jimenez Kasintseva,20.5,1561.3,,214.0,1504.2,156.0,1556.7,207.0,1457.2,,1709.5,2025-09,,119.0,0.54
WTA,2026-02-16,205,Lucie Havlickova,20.9,1561.2,,194.0,1535.8,215.0,1484.0,177.0,1484.4,,1654.9,2023-05,,276.0,-0.3
WTA,2026-02-16,206,Elena Pridankina,20.4,1561.0,,208.0,1512.1,159.0,1554.6,257.0,1419.6,,1658.2,2025-04,,192.0,0.07
WTA,2026-02-16,207,Oceane Dodin,29.2,1557.9,,195.0,1534.2,218.0,1481.6,200.0,1463.8,,1827.7,2016-11,,660.0,-1.16
WTA,2026-02-16,208,Clervie Ngounoue,19.2,1557.4,,197.0,1526.8,240.0,1448.2,245.0,1427.0,,1690.6,2025-08,,260.0,-0.22
WTA,2026-02-16,209,Mona Barthel,35.5,1556.8,,198.0,1526.6,182.0,1522.4,271.0,1407.7,,2000.1,2012-05,,203.0,0.03
WTA,2026-02-16,210,Alisa Oktiabreva,17.4,1555.7,,280.0,1431.6,147.0,1566.7,213.0,1452.8,,1612.7,2026-01,,330.0,-0.45
WTA,2026-02-16,211,Julia Avdeeva,23.5,1552.2,,192.0,1544.9,225.0,1472.7,241.0,1428.4,,1654.7,2024-02,,265.0,-0.23
WTA,2026-02-16,212,Aleksandra Krunic,32.9,1550.9,,219.0,1497.2,154.0,1558.4,153.0,1516.1,,1838.0,2018-01,,576.0,-1.0
WTA,2026-02-16,213,Vendula Valdmannova,18.1,1550.7,,212.0,1505.5,346.0,1343.0,215.0,1450.4,,1577.6,2026-02,,287.0,-0.3
WTA,2026-02-16,214,Guiomar Maristany Zuleta De Reales,26.9,1550.3,,229.0,1484.0,167.0,1549.2,267.0,1411.4,,1589.2,2025-05,,165.0,0.26
WTA,2026-02-16,215,Mary Stoiana,22.7,1548.2,,211.0,1508.1,305.0,1380.8,217.0,1449.1,,1658.4,2024-10,,185.0,0.15
WTA,2026-02-16,216,Fangran Tian,22.5,1544.9,,199.0,1524.8,298.0,1387.4,219.0,1447.4,,1576.9,2026-02,,277.0,-0.25
WTA,2026-02-16,217,Julieta Pareja,16.6,1543.3,,235.0,1479.4,197.0,1508.9,220.0,1446.6,,1619.7,2025-03,,350.0,-0.48
WTA,2026-02-16,218,Nuria Brancaccio,25.5,1541.0,,364.0,1344.5,148.0,1566.0,286.0,1397.0,,1642.1,2025-10,,164.0,0.28
WTA,2026-02-16,219,Tiantsoa Sarah Rakotomanga Rajaonah,20.1,1539.3,,220.0,1496.6,192.0,1514.3,223.0,1444.7,,1643.9,2025-09,,120.0,0.6
WTA,2026-02-16,220,Katrina Scott,21.6,1539.0,,222.0,1494.3,202.0,1497.7,291.0,1391.8,,1696.9,2022-08,,283.0,-0.25
WTA,2026-02-16,221,Ye Xin Ma,26.6,1534.4,,207.0,1512.5,387.0,1315.9,249.0,1423.6,,1547.0,2026-02,,182.0,0.19
WTA,2026-02-16,222,Nuria Parrizas Diaz,34.5,1533.9,,217.0,1501.4,177.0,1531.4,256.0,1419.7,,1765.0,2022-02,,236.0,-0.06
WTA,2026-02-16,223,Ekaterine Gorgodze,34.1,1533.2,,241.0,1474.5,212.0,1487.5,194.0,1466.3,,1609.9,2021-08,,167.0,0.29
WTA,2026-02-16,224,Zarina Diyas,32.2,1533.1,,202.0,1521.2,219.0,1480.7,181.0,1478.6,,1856.6,2015-02,,293.0,-0.27
WTA,2026-02-16,225,Julia Riera,23.6,1529.7,,244.0,1471.7,200.0,1506.2,239.0,1431.6,,1731.2,2024-05,,187.0,0.18
WTA,2026-02-16,226,Mariam Bolkvadze,27.5,1529.1,,210.0,1509.9,375.0,1324.9,208.0,1454.5,,1622.4,2021-09,,388.0,-0.54
WTA,2026-02-16,227,Andrea Lazaro Garcia,31.2,1527.9,,290.0,1418.7,175.0,1535.2,263.0,1416.3,,1564.0,2025-06,,206.0,0.1
WTA,2026-02-16,228,Iryna Shymanovich,28.6,1526.4,,246.0,1469.2,178.0,1528.9,285.0,1397.3,,1649.2,2023-08,,156.0,0.38
WTA,2026-02-16,229,Elizabeth Mandlik,24.6,1525.9,,204.0,1516.5,236.0,1460.5,162.0,1504.0,,1697.6,2023-07,,168.0,0.31
WTA,2026-02-16,230,Lina Gjorcheska,31.5,1524.8,,266.0,1452.2,195.0,1509.5,218.0,1448.2,,1636.7,2017-04,,181.0,0.24
WTA,2026-02-16,231,Tyra Caterina Grant,17.9,1521.3,,247.0,1469.0,224.0,1472.7,232.0,1435.7,,1624.6,2025-06,,269.0,-0.15
WTA,2026-02-16,232,Elvina Kalieva,22.4,1520.5,,237.0,1478.7,234.0,1463.4,290.0,1392.9,,1596.2,2022-01,,158.0,0.38
WTA,2026-02-16,233,Aliona Falei,21.6,1520.2,,218.0,1499.0,252.0,1434.2,231.0,1435.8,,1644.3,2024-04,,356.0,-0.42
WTA,2026-02-16,234,Tara Wurth,23.3,1518.9,,301.0,1404.8,209.0,1493.0,235.0,1434.5,,1681.6,2022-07,,224.0,0.04
WTA,2026-02-16,235,Maria Lourdes Carle,25.9,1518.3,,227.0,1485.9,201.0,1499.1,311.0,1383.4,,1768.7,2024-05,,155.0,0.42
WTA,2026-02-16,236,Katarzyna Kawa,33.2,1516.2,,295.0,1415.5,164.0,1550.2,187.0,1470.8,,1650.2,2025-07,,145.0,0.49
WTA,2026-02-16,237,Susan Bandecchi,27.6,1515.7,,256.0,1462.1,243.0,1446.5,230.0,1437.1,,1581.4,2025-11,,234.0,0.01
WTA,2026-02-16,238,Gabriela Andrea Knutson,28.8,1515.4,,225.0,1489.9,391.0,1312.9,214.0,1452.2,,1597.5,2024-07,,184.0,0.26
WTA,2026-02-16,239,Francisca Jorge,25.8,1515.3,,221.0,1495.0,255.0,1430.3,201.0,1462.7,,1569.7,2025-11,,207.0,0.14
WTA,2026-02-16,240,Carole Monnet,24.1,1512.7,,275.0,1436.5,186.0,1519.2,326.0,1377.7,,1581.6,2025-11,,177.0,0.3
WTA,2026-02-16,241,Erika Andreeva,21.6,1511.6,,213.0,1504.9,242.0,1447.3,251.0,1422.9,,1795.0,2024-03,,362.0,-0.41
WTA,2026-02-16,242,Astra Sharma,30.3,1511.5,,250.0,1465.7,204.0,1496.0,225.0,1444.0,,1708.0,2019-04,,190.0,0.24
WTA,2026-02-16,243,Viktoria Hruncakova,27.7,1510.0,,236.0,1478.8,249.0,1437.8,250.0,1423.0,,1890.8,2018-06,,218.0,0.11
WTA,2026-02-16,244,Emina Bektas,32.5,1509.5,,232.0,1481.6,389.0,1314.9,198.0,1464.9,,1692.4,2023-10,,369.0,-0.41
WTA,2026-02-16,245,Kayla Cross,20.8,1509.3,,223.0,1491.5,321.0,1364.7,395.0,1342.8,,1527.1,2026-02,,197.0,0.22
WTA,2026-02-16,246,Sayaka Ishii,19.8,1508.9,,239.0,1477.4,324.0,1363.7,203.0,1461.0,,1577.3,2025-03,,526.0,-0.76
WTA,2026-02-16,247,Noma Noha Akugue,22.1,1507.4,,234.0,1480.7,246.0,1441.2,333.0,1375.3,,1668.1,2023-08,,256.0,-0.04
WTA,2026-02-16,248,Wakana Sonobe,17.7,1506.0,,200.0,1523.0,382.0,1321.2,243.0,1428.0,,1733.6,2025-04,,289.0,-0.15
WTA,2026-02-16,249,Jodie Burrage,26.3,1505.5,,224.0,1491.4,334.0,1359.1,197.0,1465.0,,1712.3,2023-07,,399.0,-0.47
WTA,2026-02-16,250,Ekaterina Reyngold,24.5,1505.3,,243.0,1472.2,251.0,1436.3,244.0,1427.6,,1523.5,2025-10,,300.0,-0.18
WTA,2026-02-16,251,Cadence Brace,20.8,1503.9,,238.0,1478.1,418.0,1293.2,246.0,1427.0,,1589.0,2025-10,,202.0,0.22
WTA,2026-02-16,252,Chloe Paquet,31.5,1503.7,,268.0,1448.5,226.0,1471.8,316.0,1381.5,,1631.4,2024-08,,215.0,0.16
WTA,2026-02-16,253,Alina Charaeva,23.6,1502.9,,285.0,1424.9,176.0,1534.8,237.0,1433.8,,1637.2,2025-10,,163.0,0.44
WTA,2026-02-16,254,Jessika Ponchet,29.3,1502.8,,252.0,1465.3,207.0,1495.5,222.0,1445.1,,1622.0,2024-06,,159.0,0.47
WTA,2026-02-16,255,Louisa Chirico,29.7,1501.7,,274.0,1436.8,179.0,1528.9,295.0,1389.6,,1812.7,2016-10,,173.0,0.39
WTA,2026-02-16,256,Katie Swan,26.8,1500.0,,233.0,1481.4,299.0,1385.7,226.0,1441.0,,1661.3,2022-10,,271.0,-0.06
WTA,2026-02-16,257,Yeon Woo Ku,22.8,1499.4,,249.0,1467.9,320.0,1364.7,248.0,1424.7,,1541.1,2026-01,,188.0,0.31
WTA,2026-02-16,258,Anna Siskova,24.6,1499.4,,258.0,1458.5,244.0,1446.0,374.0,1352.0,,1517.1,2026-02,,227.0,0.13
WTA,2026-02-16,259,Aliona Bolsova,28.2,1497.8,,272.0,1438.3,217.0,1483.7,279.0,1401.9,,1726.6,2019-05,,225.0,0.14
WTA,2026-02-16,260,Harmony Tan,28.4,1495.8,,255.0,1462.7,319.0,1367.6,170.0,1494.8,,1709.7,2022-08,,229.0,0.13
WTA,2026-02-16,261,Amarissa Kiara Toth,22.7,1495.4,,293.0,1416.7,220.0,1480.3,252.0,1422.7,,1605.7,2025-06,,251.0,0.04
WTA,2026-02-16,262,Eva Bennemann,18.2,1494.5,,228.0,1484.5,338.0,1355.6,254.0,1422.2,,1535.5,2025-11,,363.0,-0.33
WTA,2026-02-16,263,En Shuo Liang,25.3,1494.1,,226.0,1486.5,355.0,1338.5,192.0,1467.1,,1621.7,2019-05,,360.0,-0.31
WTA,2026-02-16,264,Martina Trevisan,32.2,1494.0,,245.0,1470.2,203.0,1496.1,447.0,1319.5,,1803.7,2022-05,,685.0,-0.95
WTA,2026-02-16,265,Ena Shibahara,27.9,1492.7,,253.0,1464.6,221.0,1477.7,233.0,1435.2,,1713.2,2024-11,,200.0,0.28
WTA,2026-02-16,266,Destanee Aiava,25.6,1491.8,,242.0,1474.5,284.0,1403.8,308.0,1383.9,,1640.5,2025-02,,320.0,-0.18
WTA,2026-02-16,267,Kajsa Rinaldo Persson,28.2,1487.6,,278.0,1432.3,271.0,1418.5,375.0,1352.0,,1554.8,2025-10,,264.0,0.01
WTA,2026-02-16,268,Vitalia Diatchenko,35.1,1486.6,,251.0,1465.5,287.0,1400.4,238.0,1432.7,,1829.9,2014-11,,548.0,-0.72
WTA,2026-02-16,269,Anouk Koevermans,22.0,1485.1,,284.0,1428.2,199.0,1507.6,305.0,1386.2,,1669.6,2024-08,,172.0,0.45
WTA,2026-02-16,270,Matilde Jorge,21.8,1483.8,,248.0,1468.1,329.0,1361.2,261.0,1416.9,,1519.0,2025-06,,257.0,0.05
WTA,2026-02-16,271,Leyre Romero Gormaz,23.8,1483.6,,257.0,1460.1,250.0,1436.4,301.0,1387.3,,1656.1,2024-06,,142.0,0.65
WTA,2026-02-16,272,Arina Rodionova,36.1,1478.0,,259.0,1457.8,308.0,1375.9,216.0,1450.2,,1643.7,2017-07,,211.0,0.25
WTA,2026-02-16,273,Alexis Blokhina,21.1,1476.3,,267.0,1448.6,277.0,1409.4,264.0,1413.2,,1509.6,2025-06,,409.0,-0.4
WTA,2026-02-16,274,Hiromi Abe,25.7,1474.8,,261.0,1456.0,340.0,1352.4,265.0,1412.4,,1499.2,2026-02,,284.0,-0.04
WTA,2026-02-16,275,Jule Niemeier,26.4,1474.7,,263.0,1454.4,228.0,1470.3,206.0,1457.4,,1867.6,2022-06,,303.0,-0.1
WTA,2026-02-16,276,Alevtina Ibragimova,21.0,1473.8,,289.0,1424.1,253.0,1432.7,266.0,1411.9,,1551.8,2025-12,,322.0,-0.15
WTA,2026-02-16,277,Kristina Dmitruk,22.3,1473.1,,260.0,1456.1,245.0,1443.4,331.0,1375.6,,1588.2,2025-03,,364.0,-0.27
WTA,2026-02-16,278,Ana Konjuh,27.4,1473.0,,240.0,1476.2,257.0,1429.5,202.0,1461.3,,1911.8,2017-02,,721.0,-0.95
WTA,2026-02-16,279,Despina Papamichail,32.9,1468.9,,307.0,1400.8,239.0,1448.6,234.0,1434.9,,1551.5,2022-10,,157.0,0.57
WTA,2026-02-16,280,Veronika Podrez,19.0,1468.7,,254.0,1464.5,468.0,1253.8,269.0,1409.4,,1490.1,2026-02,,233.0,0.18
WTA,2026-02-16,281,Yuriko Miyazaki,30.0,1468.2,,277.0,1435.3,412.0,1296.5,255.0,1420.4,,1629.1,2023-01,,272.0,0.03
WTA,2026-02-16,282,Camilla Rosatello,30.7,1465.8,,328.0,1382.0,211.0,1491.0,380.0,1350.1,,1569.5,2025-10,,217.0,0.26
WTA,2026-02-16,283,Ariana Geerlings,19.9,1465.7,,368.0,1335.9,260.0,1427.6,270.0,1407.8,,1485.3,2025-07,,344.0,-0.2
WTA,2026-02-16,284,Marina Bassols Ribera,26.1,1465.5,,271.0,1439.5,254.0,1432.4,262.0,1416.8,,1675.3,2024-01,,209.0,0.31
WTA,2026-02-16,285,Mei Yamaguchi,26.6,1465.0,,265.0,1452.3,377.0,1324.1,307.0,1384.8,,1544.4,2025-02,,286.0,0.0
WTA,2026-02-16,286,Kyoka Okamura,30.3,1463.9,,288.0,1424.5,361.0,1336.8,169.0,1495.2,,1537.8,2025-09,,298.0,-0.04
WTA,2026-02-16,287,Silvia Ambrosio,28.9,1460.8,,348.0,1359.5,241.0,1448.2,275.0,1405.4,,1533.3,2023-06,,205.0,0.34
WTA,2026-02-16,288,Martyna Kubka,24.8,1460.2,,273.0,1437.3,331.0,1360.0,276.0,1405.1,,1478.6,2025-12,,339.0,-0.16
WTA,2026-02-16,289,Amarni Banks,23.1,1459.2,,283.0,1428.4,376.0,1324.8,274.0,1406.1,,1555.1,2024-01,,333.0,-0.14
WTA,2026-02-16,290,Ane Mintegi Del Olmo,22.0,1457.3,,296.0,1411.7,261.0,1427.2,277.0,1403.7,,1542.7,2025-06,,373.0,-0.25
WTA,2026-02-16,291,Mai Hontama,26.4,1457.0,,281.0,1430.7,276.0,1411.1,336.0,1374.6,,1687.6,2024-03,,220.0,0.28
WTA,2026-02-16,292,Whitney Osuigwe,23.7,1455.5,,286.0,1424.8,256.0,1429.9,414.0,1331.7,,1799.0,2019-05,,162.0,0.59
WTA,2026-02-16,293,Sijia Wei,22.1,1453.1,,262.0,1455.8,403.0,1301.4,329.0,1375.9,,1762.6,2025-01,,358.0,-0.2
WTA,2026-02-16,294,Arianne Hartono,29.6,1452.8,,276.0,1435.5,310.0,1375.4,350.0,1364.6,,1610.6,2024-02,,252.0,0.15
WTA,2026-02-16,295,Laura Pigossi,31.5,1452.5,,282.0,1428.9,273.0,1415.7,405.0,1337.5,,1607.5,2024-06,,214.0,0.32
WTA,2026-02-16,296,Rada Zolotareva,17.1,1450.9,,331.0,1376.3,351.0,1340.5,280.0,1400.5,,1508.9,2025-09,,534.0,-0.59
WTA,2026-02-16,297,Jesika Maleckova,30.9,1448.6,,324.0,1384.2,266.0,1425.1,369.0,1353.6,,1571.1,2016-06,,732.0,-0.9
WTA,2026-02-16,298,Miriam Bianca Bulgaru,27.3,1447.5,,380.0,1326.3,264.0,1425.4,358.0,1361.1,,1590.4,2024-09,,208.0,0.36
WTA,2026-02-16,299,Emeline Dartron,25.1,1447.4,,292.0,1418.1,283.0,1405.1,282.0,1398.7,,1525.5,2025-04,,556.0,-0.62
WTA,2026-02-16,300,Katherine Sebov,27.0,1447.3,,279.0,1431.9,311.0,1375.3,309.0,1383.8,,1701.7,2023-04,,270.0,0.11
WTA,2026-02-16,301,Tessah Andrianjafitrimo,27.1,1446.7,,297.0,1410.2,270.0,1421.1,348.0,1366.6,,1550.6,2024-09,,282.0,0.07
WTA,2026-02-16,302,Amandine Monnot,23.9,1445.4,,287.0,1424.6,327.0,1363.2,283.0,1397.7,,1478.3,2026-02,,374.0,-0.21
WTA,2026-02-16,303,Eva Vedder,26.1,1442.9,,270.0,1440.2,280.0,1405.7,272.0,1406.9,,1577.5,2025-08,,255.0,0.17
WTA,2026-02-16,304,Lizette Cabrera,28.1,1442.3,,306.0,1401.5,349.0,1342.1,240.0,1429.1,,1588.0,2017-11,,274.0,0.1
WTA,2026-02-16,305,Darya Astakhova,23.8,1442.3,,327.0,1382.1,235.0,1461.7,352.0,1364.0,,1642.7,2022-09,,380.0,-0.22
WTA,2026-02-16,306,Mathilde Lollia,25.3,1439.8,,403.0,1306.2,272.0,1418.0,288.0,1394.9,,1472.7,2025-09,,469.0,-0.43
WTA,2026-02-16,307,Mika Stojsavljevic,17.1,1438.2,,310.0,1398.3,364.0,1334.1,434.0,1324.4,,1538.6,2026-01,,281.0,0.09
WTA,2026-02-16,308,Berfu Cengiz,26.3,1437.7,,312.0,1397.6,259.0,1428.6,337.0,1374.2,,1611.7,2024-06,,480.0,-0.44
WTA,2026-02-16,309,Sohyun Park,23.6,1437.6,,269.0,1441.1,336.0,1357.5,190.0,1468.8,,1536.6,2019-09,,244.0,0.24
WTA,2026-02-16,310,Mina Hodzic,23.6,1436.3,,294.0,1415.8,330.0,1360.9,334.0,1375.2,,1534.3,2024-04,,471.0,-0.42
WTA,2026-02-16,311,Patricia Maria Tig,31.0,1435.9,,309.0,1398.6,258.0,1429.1,425.0,1328.7,,1730.1,2020-09,,415.0,-0.29
WTA,2026-02-16,312,Jazmin Ortenzi,24.2,1432.2,,369.0,1335.8,268.0,1423.2,353.0,1362.7,,1500.9,2025-05,,216.0,0.37
WTA,2026-02-16,313,Daria Kudashova,22.4,1432.0,,299.0,1407.7,304.0,1381.0,292.0,1391.0,,1560.3,2024-11,,831.0,-0.98
WTA,2026-02-16,314,Samira De Stefano,21.7,1431.2,,305.0,1402.0,460.0,1260.9,293.0,1390.6,,1488.4,2026-01,,291.0,0.08
WTA,2026-02-16,315,Katarina Zavatska,25.8,1430.7,,340.0,1367.7,263.0,1426.1,327.0,1377.1,,1720.0,2019-11,,311.0,0.01
WTA,2026-02-16,316,Kathinka Von Deichmann,31.7,1430.4,,304.0,1403.0,279.0,1406.4,343.0,1369.2,,1625.3,2022-05,,226.0,0.34
WTA,2026-02-16,317,Ayla Aksu,29.5,1427.6,,319.0,1390.8,323.0,1364.3,297.0,1388.8,,1516.1,2017-08,,305.0,0.04
WTA,2026-02-16,318,Hina Inoue,22.4,1425.7,,303.0,1403.6,465.0,1256.6,313.0,1382.5,,1550.8,2024-10,,238.0,0.29
WTA,2026-02-16,319,Zhibek Kulambayeva,25.4,1425.2,,438.0,1278.3,265.0,1425.3,300.0,1387.6,,1439.7,2025-09,,390.0,-0.2
WTA,2026-02-16,320,Kristiana Sidorova,19.6,1423.5,,300.0,1405.7,369.0,1326.7,303.0,1386.7,,1440.0,2026-02,,434.0,-0.3
WTA,2026-02-16,321,Margaux Rouvroy,24.8,1423.1,,316.0,1393.4,316.0,1371.4,304.0,1386.6,,1545.4,2023-05,,317.0,0.01
WTA,2026-02-16,322,Irina Bara,30.3,1422.1,,357.0,1350.6,289.0,1399.6,453.0,1317.8,,1670.0,2020-09,,386.0,-0.18
WTA,2026-02-16,323,Alice Tubello,25.0,1421.2,,367.0,1338.5,247.0,1440.8,306.0,1385.6,,1479.9,2025-09,,435.0,-0.3
WTA,2026-02-16,324,Miho Kuramochi,27.6,1420.9,,308.0,1399.3,372.0,1325.4,312.0,1383.3,,1434.2,2024-01,,328.0,-0.01
WTA,2026-02-16,325,Carol Zhao,30.2,1420.4,,298.0,1408.5,368.0,1327.4,260.0,1417.3,,1576.7,2017-11,,334.0,-0.03
WTA,2026-02-16,326,Amandine Hesse,32.7,1420.2,,322.0,1386.6,318.0,1369.6,429.0,1326.6,,1573.3,2015-09,,402.0,-0.21
WTA,2026-02-16,327,Mingge Xu,18.3,1420.0,,323.0,1384.7,373.0,1325.0,362.0,1356.2,,1566.3,2025-12,,239.0,0.31
WTA,2026-02-16,328,Barbora Palicova,21.9,1416.9,,330.0,1377.4,278.0,1408.6,302.0,1387.2,,1672.5,2022-11,,221.0,0.39
WTA,2026-02-16,329,Alice Rame,28.2,1416.9,,502.0,1212.3,232.0,1464.1,310.0,1383.5,,1596.5,2025-10,,199.0,0.5
WTA,2026-02-16,330,Lea Boskovic,26.3,1416.7,,313.0,1394.3,309.0,1375.5,259.0,1418.2,,1591.8,2024-08,,312.0,0.06
WTA,2026-02-16,331,Caroline Uebelhoer,29.8,1413.3,,356.0,1351.9,269.0,1422.2,315.0,1381.6,,1519.2,2025-04,,235.0,0.34
WTA,2026-02-16,332,Misaki Matsuda,27.4,1412.1,,311.0,1398.1,307.0,1377.5,317.0,1381.0,,1472.5,2022-08,,433.0,-0.27
WTA,2026-02-16,333,Viktoria Morvayova,24.9,1411.4,,318.0,1392.6,413.0,1296.1,320.0,1380.7,,1421.1,2026-02,,329.0,0.01
WTA,2026-02-16,334,Dalila Spiteri,28.7,1410.8,,384.0,1320.5,293.0,1394.2,321.0,1380.4,,1488.8,2023-07,,275.0,0.19
WTA,2026-02-16,335,Robin Anderson,32.3,1410.7,,325.0,1383.0,296.0,1388.4,366.0,1355.0,,1641.1,2019-10,,486.0,-0.37
WTA,2026-02-16,336,Mia Ristic,19.7,1410.7,,385.0,1319.3,288.0,1399.6,322.0,1380.4,,1662.1,2023-11,,273.0,0.21
WTA,2026-02-16,337,Ana Sofia Sanchez,31.7,1410.3,,339.0,1368.6,303.0,1381.4,323.0,1380.1,,1487.1,2025-07,,195.0,0.55
