tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,wta_rank,log_diff
WTA,2026-01-12,41,Maria Sakkari,30.4,1835.0,,37.0,1797.8,28.0,1787.5,59.0,1665.9,,2067.5,2022-03,,52.0,-0.24
WTA,2026-01-12,42,Anastasia Pavlyuchenkova,34.5,1832.0,,40.0,1791.0,50.0,1739.7,35.0,1707.4,,2058.1,2011-05,,44.0,-0.05
WTA,2026-01-12,43,Taylor Townsend,29.4,1825.2,,39.0,1794.6,62.0,1718.7,79.0,1622.0,,1849.6,2025-08,,116.0,-0.99
WTA,2026-01-12,44,Iva Jovic,18.0,1825.2,,49.0,1763.2,74.0,1695.2,25.0,1726.2,,1867.9,2025-09,,30.0,0.38
WTA,2026-01-12,45,Paula Badosa,28.1,1824.5,,41.0,1790.7,55.0,1728.6,60.0,1662.3,,2078.1,2022-01,,26.0,0.55
WTA,2026-01-12,46,Olga Danilovic,24.7,1821.9,,64.0,1733.5,25.0,1797.5,70.0,1641.3,,1883.7,2025-05,,68.0,-0.39
WTA,2026-01-12,47,Sonay Kartal,24.1,1819.5,,46.0,1773.7,143.0,1575.1,36.0,1704.4,,1830.2,2026-01,,63.0,-0.29
WTA,2026-01-12,48,Ons Jabeur,30.8,1817.9,,44.0,1781.0,45.0,1744.9,40.0,1692.0,,2110.5,2022-06,,108.0,-0.81
WTA,2026-01-12,49,Maya Joint,19.7,1816.7,,50.0,1757.5,38.0,1757.0,38.0,1701.9,,1889.3,2025-09,,32.0,0.43
WTA,2026-01-12,50,Lois Boisson,22.3,1811.3,,139.0,1609.9,18.0,1806.9,115.0,1557.6,,1855.3,2025-07,,35.0,0.36
WTA,2026-01-12,51,Xin Yu Wang,24.2,1810.0,,53.0,1747.7,88.0,1675.7,22.0,1740.0,,1853.9,2025-08,,43.0,0.17
WTA,2026-01-12,52,Jessica Bouzas Maneiro,23.2,1808.5,,57.0,1743.9,49.0,1740.6,51.0,1677.3,,1857.3,2025-08,,40.0,0.26
WTA,2026-01-12,53,Lulu Sun,24.5,1808.1,,45.0,1779.4,128.0,1606.0,63.0,1656.1,,1831.6,2024-08,,85.0,-0.47
WTA,2026-01-12,54,Daria Kasatkina,28.6,1807.1,,48.0,1764.1,30.0,1769.8,33.0,1709.6,,2036.5,2018-03,,48.0,0.12
WTA,2026-01-12,55,Jelena Ostapenko,28.5,1805.9,,55.0,1746.3,27.0,1794.8,21.0,1742.3,,2029.5,2017-10,,24.0,0.83
WTA,2026-01-12,56,Sofia Kenin,27.1,1805.5,,52.0,1752.9,43.0,1749.5,66.0,1647.1,,2057.0,2020-02,,28.0,0.69
WTA,2026-01-12,57,Ann Li,25.5,1796.4,,54.0,1747.5,63.0,1715.2,111.0,1567.7,,1894.4,2021-03,,38.0,0.41
WTA,2026-01-12,58,Jaqueline Cristian,27.5,1788.4,,59.0,1742.4,53.0,1736.4,183.0,1477.0,,1816.5,2025-05,,37.0,0.45
WTA,2026-01-12,59,Viktorija Golubic,33.0,1788.3,,51.0,1755.1,114.0,1619.9,68.0,1644.6,,1836.2,2021-07,,81.0,-0.32
WTA,2026-01-12,60,Laura Siegemund,37.5,1788.1,,58.0,1742.5,84.0,1681.1,53.0,1675.5,,1917.6,2016-08,,47.0,0.24
WTA,2026-01-12,61,Katie Boulter,29.4,1787.1,,60.0,1741.0,72.0,1698.4,30.0,1719.4,,1894.3,2024-03,,113.0,-0.62
WTA,2026-01-12,62,Magda Linette,33.8,1785.8,,62.0,1735.4,48.0,1743.1,80.0,1619.2,,1866.6,2023-02,,53.0,0.16
WTA,2026-01-12,63,Caroline Garcia,31.8,1781.5,,56.0,1745.2,51.0,1739.0,37.0,1704.1,,2044.8,2017-10,,301.0,-1.56
WTA,2026-01-12,64,Varvara Gracheva,25.4,1777.8,,67.0,1726.2,80.0,1685.3,76.0,1625.2,,1819.8,2019-10,,74.0,-0.15
WTA,2026-01-12,65,Magdalena Frech,28.0,1777.6,,63.0,1734.8,70.0,1700.6,92.0,1593.6,,1846.4,2024-10,,57.0,0.13
WTA,2026-01-12,66,Yulia Putintseva,30.9,1776.3,,65.0,1732.1,52.0,1737.2,67.0,1645.4,,1933.4,2025-01,,105.0,-0.46
WTA,2026-01-12,67,Alexandra Eala,20.6,1776.3,,68.0,1724.5,161.0,1554.1,42.0,1689.1,,1804.2,2025-09,,49.0,0.31
WTA,2026-01-12,68,Irina Camelia Begu,34.8,1774.7,,87.0,1688.9,40.0,1756.1,85.0,1612.4,,1931.2,2016-05,,147.0,-0.77
WTA,2026-01-12,69,Beatriz Haddad Maia,29.2,1774.0,,72.0,1715.9,54.0,1736.0,49.0,1680.4,,1945.0,2022-08,,59.0,0.16
WTA,2026-01-12,70,Caty Mcnally,24.1,1773.1,,77.0,1710.6,68.0,1704.1,45.0,1685.9,,1805.5,2019-07,,83.0,-0.17
WTA,2026-01-12,71,Sara Bejlek,19.9,1772.0,,107.0,1657.0,36.0,1758.5,166.0,1496.5,,1815.5,2025-07,,88.0,-0.21
WTA,2026-01-12,72,Donna Vekic,29.5,1770.5,,69.0,1720.7,58.0,1723.2,46.0,1683.8,,1947.0,2019-08,,70.0,0.03
WTA,2026-01-12,73,Ajla Tomljanovic,32.6,1768.8,,71.0,1717.7,73.0,1695.3,48.0,1681.9,,1907.7,2022-08,,76.0,-0.04
WTA,2026-01-12,74,Shuai Zhang,36.9,1763.9,,61.0,1739.2,119.0,1614.0,65.0,1651.2,,1873.3,2018-01,,73.0,0.01
WTA,2026-01-12,75,Ella Seidel,20.8,1759.6,,66.0,1727.3,108.0,1629.8,89.0,1601.8,,1809.9,2025-10,,78.0,-0.04
WTA,2026-01-12,76,Aliaksandra Sasnovich,31.7,1758.9,,78.0,1710.1,87.0,1677.9,64.0,1651.4,,1944.3,2019-01,,102.0,-0.29
WTA,2026-01-12,77,Rebecca Sramkova,29.2,1758.6,,76.0,1710.9,92.0,1658.3,88.0,1604.0,,1821.7,2024-11,,72.0,0.07
WTA,2026-01-12,78,Cristina Bucsa,28.0,1753.0,,70.0,1720.0,127.0,1606.5,86.0,1609.3,,1755.1,2025-12,,51.0,0.42
WTA,2026-01-12,79,Kaja Juvan,24.9,1752.5,,93.0,1680.6,59.0,1722.6,41.0,1691.9,,1825.6,2022-05,,97.0,-0.21
WTA,2026-01-12,80,Elena Gabriela Ruse,28.1,1751.8,,84.0,1695.5,75.0,1695.0,56.0,1669.1,,1845.7,2022-02,,79.0,0.01
WTA,2026-01-12,81,Elisabetta Cocciaretto,24.9,1751.7,,88.0,1686.2,65.0,1707.2,57.0,1668.0,,1853.5,2023-07,,80.0,0.01
WTA,2026-01-12,82,Francesca Jones,25.2,1751.7,,100.0,1666.9,47.0,1744.0,136.0,1526.0,,1798.6,2025-09,,69.0,0.17
WTA,2026-01-12,83,Anhelina Kalinina,28.9,1751.1,,73.0,1713.7,66.0,1705.5,87.0,1608.9,,1890.8,2022-06,,178.0,-0.76
WTA,2026-01-12,84,Bianca Andreescu,25.3,1746.0,,75.0,1711.3,89.0,1675.7,77.0,1624.6,,2157.5,2019-09,,227.0,-0.99
WTA,2026-01-12,85,Petra Marcinko,20.0,1744.1,,85.0,1692.7,64.0,1711.8,189.0,1472.6,,1759.7,2026-01,,77.0,0.1
WTA,2026-01-12,86,Peyton Stearns,24.2,1742.4,,96.0,1675.1,42.0,1750.7,139.0,1523.2,,1925.1,2025-05,,67.0,0.25
WTA,2026-01-12,87,Renata Zarazua,28.2,1742.1,,74.0,1712.1,99.0,1644.9,93.0,1590.9,,1761.2,2025-01,,84.0,0.04
WTA,2026-01-12,88,Antonia Ruzic,22.9,1740.8,,80.0,1706.9,115.0,1616.0,100.0,1579.3,,1789.8,2025-10,,71.0,0.21
WTA,2026-01-12,89,Emerson Jones,17.4,1740.0,,79.0,1707.3,213.0,1485.0,90.0,1600.6,,1755.0,2026-01,,155.0,-0.55
WTA,2026-01-12,90,Greet Minnen,28.1,1739.0,,89.0,1685.0,124.0,1609.2,52.0,1676.4,,1795.8,2020-02,,123.0,-0.31
WTA,2026-01-12,91,Katie Volynets,24.0,1738.0,,81.0,1703.9,83.0,1682.6,104.0,1574.5,,1828.5,2024-06,,94.0,-0.03
WTA,2026-01-12,92,Oleksandra Oliynykova,24.9,1737.7,,275.0,1427.4,61.0,1720.5,135.0,1528.2,,1804.5,2025-11,,90.0,0.02
WTA,2026-01-12,93,Anastasija Sevastova,35.7,1734.8,,92.0,1682.6,69.0,1703.2,75.0,1627.7,,1998.3,2018-10,,185.0,-0.69
WTA,2026-01-12,94,Anna Blinkova,27.3,1734.7,,82.0,1696.7,102.0,1635.6,83.0,1615.9,,1830.2,2019-10,,62.0,0.42
WTA,2026-01-12,95,Kamilla Rakhimova,24.3,1733.2,,94.0,1678.2,97.0,1646.6,73.0,1635.2,,1753.6,2025-08,,91.0,0.04
WTA,2026-01-12,96,Anna Bondar,28.6,1731.2,,99.0,1669.6,56.0,1728.4,168.0,1496.2,,1786.6,2022-05,,75.0,0.25
WTA,2026-01-12,97,Camila Osorio,24.0,1730.3,,95.0,1676.5,71.0,1700.0,94.0,1589.3,,1852.0,2023-06,,82.0,0.17
WTA,2026-01-12,98,Elsa Jacquemot,22.6,1728.6,,98.0,1672.5,100.0,1644.5,78.0,1623.1,,1766.8,2025-09,,58.0,0.52
WTA,2026-01-12,99,Ashlyn Krueger,21.6,1727.2,,83.0,1696.5,95.0,1649.7,97.0,1584.0,,1896.7,2025-02,,61.0,0.48
WTA,2026-01-12,100,Simona Waltert,25.0,1725.8,,109.0,1655.7,67.0,1705.5,157.0,1508.6,,1744.4,2025-10,,86.0,0.15
WTA,2026-01-12,101,Hailey Baptiste,24.1,1723.4,,105.0,1659.7,81.0,1683.4,108.0,1571.4,,1800.9,2025-06,,66.0,0.43
WTA,2026-01-12,102,Oksana Selekhmeteva,22.9,1717.8,,110.0,1655.1,77.0,1691.7,122.0,1544.4,,1771.0,2025-11,,98.0,0.04
WTA,2026-01-12,103,Kimberly Birrell,27.6,1717.5,,86.0,1689.9,189.0,1509.8,91.0,1594.3,,1804.5,2025-03,,107.0,-0.04
WTA,2026-01-12,104,Rebeka Masarova,26.4,1715.2,,112.0,1647.2,79.0,1686.7,84.0,1615.0,,1817.5,2023-04,,115.0,-0.1
WTA,2026-01-12,105,Dalma Galfi,27.3,1709.5,,132.0,1620.5,85.0,1680.6,74.0,1633.4,,1748.0,2025-10,,93.0,0.12
WTA,2026-01-12,106,Solana Sierra,21.5,1706.7,,127.0,1624.4,91.0,1664.8,98.0,1584.0,,1727.7,2025-10,,64.0,0.5
WTA,2026-01-12,107,Yafan Wang,31.4,1703.6,,97.0,1673.0,170.0,1538.6,124.0,1539.9,,1853.2,2019-03,,274.0,-0.94
WTA,2026-01-12,108,Joanna Garland,24.4,1703.0,,101.0,1664.3,139.0,1584.6,119.0,1550.1,,1703.0,2026-01,,117.0,-0.08
WTA,2026-01-12,109,Darja Semenistaja,23.3,1698.6,,128.0,1623.1,90.0,1667.8,110.0,1570.0,,1736.4,2025-10,,96.0,0.13
WTA,2026-01-12,110,Elina Avanesyan,23.1,1692.8,,90.0,1683.4,103.0,1634.3,96.0,1587.3,,1835.3,2024-08,,149.0,-0.3
WTA,2026-01-12,111,Priscilla Hon,27.6,1691.3,,102.0,1663.0,166.0,1545.7,125.0,1539.5,,1722.2,2025-09,,121.0,-0.09
WTA,2026-01-12,112,Polina Iatcenko,22.0,1690.7,,103.0,1662.5,232.0,1460.3,143.0,1520.3,,1750.9,2025-10,,159.0,-0.35
WTA,2026-01-12,113,Lilli Tagger,17.8,1690.7,,156.0,1586.3,125.0,1609.0,142.0,1520.4,,1757.5,2025-10,,154.0,-0.31
WTA,2026-01-12,114,Yue Yuan,27.2,1690.3,,106.0,1659.5,132.0,1595.3,126.0,1539.5,,1869.7,2024-04,,130.0,-0.13
WTA,2026-01-12,115,Xiyu Wang,24.5,1690.1,,104.0,1661.7,107.0,1630.1,123.0,1542.1,,1803.0,2024-02,,183.0,-0.46
WTA,2026-01-12,116,Robin Montgomery,20.8,1690.1,,124.0,1625.1,126.0,1607.8,69.0,1642.6,,1779.9,2024-07,,278.0,-0.87
WTA,2026-01-12,117,Aoi Ito,21.2,1687.0,,91.0,1682.8,308.0,1374.2,194.0,1467.6,,1786.2,2024-12,,166.0,-0.35
WTA,2026-01-12,118,Caroline Dolehide,27.2,1684.6,,114.0,1645.7,106.0,1631.6,172.0,1491.3,,1757.6,2025-07,,111.0,0.06
WTA,2026-01-12,119,Zeynep Sonmez,23.6,1678.7,,117.0,1642.8,138.0,1585.6,95.0,1589.3,,1769.8,2024-12,,112.0,0.06
WTA,2026-01-12,120,Julia Grabher,29.5,1677.8,,213.0,1504.7,86.0,1678.1,232.0,1436.5,,1692.2,2025-10,,92.0,0.27
WTA,2026-01-12,121,Claire Liu,25.4,1675.5,,108.0,1656.8,140.0,1583.3,133.0,1530.8,,1814.6,2022-05,,226.0,-0.62
WTA,2026-01-12,122,Storm Hunter,31.3,1673.1,,111.0,1650.0,154.0,1562.5,102.0,1576.9,,1792.2,2024-03,,363.0,-1.09
WTA,2026-01-12,123,Viktoriya Tomova,30.8,1673.0,,125.0,1625.0,118.0,1614.5,114.0,1560.8,,1752.1,2024-06,,128.0,-0.04
WTA,2026-01-12,124,Petra Martic,34.5,1672.7,,121.0,1632.5,104.0,1633.8,82.0,1617.9,,1979.2,2019-09,,210.0,-0.53
WTA,2026-01-12,125,Lin Zhu,31.9,1670.5,,113.0,1645.9,238.0,1453.3,130.0,1533.5,,1808.9,2023-09,,163.0,-0.27
WTA,2026-01-12,126,Linda Klimovicova,21.4,1669.6,,118.0,1636.2,215.0,1482.3,175.0,1487.6,,1715.1,2025-10,,134.0,-0.06
WTA,2026-01-12,127,Laura Samson,17.7,1669.2,,217.0,1498.5,94.0,1651.3,156.0,1509.6,,1716.7,2025-11,,203.0,-0.47
WTA,2026-01-12,128,Himeno Sakatsume,24.4,1666.5,,116.0,1643.9,226.0,1466.7,150.0,1513.6,,1683.7,2026-01,,140.0,-0.09
WTA,2026-01-12,129,Mayar Sherif,29.6,1666.2,,194.0,1525.3,93.0,1653.6,174.0,1488.3,,1863.6,2023-06,,109.0,0.17
WTA,2026-01-12,130,Marina Stakusic,21.1,1666.1,,119.0,1634.9,171.0,1538.5,106.0,1572.6,,1794.3,2024-02,,127.0,0.02
WTA,2026-01-12,131,Suzan Lamens,26.4,1664.4,,135.0,1617.7,144.0,1574.2,132.0,1531.3,,1795.2,2025-04,,95.0,0.32
WTA,2026-01-12,132,Bernarda Pera,30.8,1664.1,,129.0,1622.0,98.0,1645.8,118.0,1550.2,,1843.1,2022-08,,170.0,-0.25
WTA,2026-01-12,133,Ana Bogdan,32.6,1662.3,,115.0,1645.3,120.0,1613.4,99.0,1583.8,,1826.3,2023-07,,515.0,-1.35
WTA,2026-01-12,134,Kaitlin Quevedo,19.8,1661.8,,133.0,1619.6,111.0,1626.6,161.0,1505.9,,1699.5,2025-09,,129.0,0.04
WTA,2026-01-12,135,Talia Gibson,21.5,1660.9,,123.0,1628.0,234.0,1457.2,107.0,1572.3,,1685.8,2025-11,,119.0,0.13
WTA,2026-01-12,136,Moyuka Uchijima,24.4,1659.4,,136.0,1616.6,112.0,1625.8,197.0,1466.2,,1822.8,2025-04,,87.0,0.45
WTA,2026-01-12,137,Sara Sorribes Tormo,29.1,1656.8,,120.0,1633.2,117.0,1614.6,131.0,1533.4,,1900.8,2021-08,,293.0,-0.76
WTA,2026-01-12,138,Mia Pohankova,17.0,1656.3,,122.0,1632.0,243.0,1443.2,171.0,1491.6,,1685.9,2024-11,,526.0,-1.34
WTA,2026-01-12,139,Lola Radivojevic,21.0,1654.2,,201.0,1520.4,96.0,1649.4,116.0,1556.3,,1674.4,2025-10,,137.0,0.01
WTA,2026-01-12,140,Jil Teichmann,28.1,1650.6,,137.0,1612.4,116.0,1615.9,230.0,1439.1,,1922.9,2022-05,,120.0,0.15
WTA,2026-01-12,141,Maja Chwalinska,24.2,1649.8,,154.0,1589.5,101.0,1636.3,158.0,1508.3,,1717.6,2024-07,,145.0,-0.03
WTA,2026-01-12,142,Alina Korneeva,18.5,1649.1,,126.0,1624.8,245.0,1439.8,177.0,1484.6,,1802.5,2024-10,,211.0,-0.4
WTA,2026-01-12,143,Tatjana Maria,38.4,1649.1,,145.0,1599.0,165.0,1547.4,72.0,1636.3,,1804.5,2009-08,,42.0,1.23
WTA,2026-01-12,144,Sinja Kraus,23.6,1649.1,,173.0,1563.2,105.0,1632.9,147.0,1517.9,,1711.3,2025-03,,104.0,0.33
WTA,2026-01-12,145,Daria Saville,31.4,1648.0,,130.0,1621.4,137.0,1586.2,148.0,1517.6,,1971.3,2017-01,,196.0,-0.3
WTA,2026-01-12,146,Emiliana Arango,25.1,1647.2,,134.0,1619.5,145.0,1573.9,207.0,1458.6,,1698.2,2025-02,,50.0,1.07
WTA,2026-01-12,147,Polina Kudermetova,22.5,1646.2,,138.0,1611.2,142.0,1575.4,151.0,1511.2,,1770.3,2024-12,,150.0,-0.02
WTA,2026-01-12,148,Anca Alexia Todoni,20.9,1643.2,,179.0,1550.5,76.0,1692.2,149.0,1514.3,,1785.1,2025-01,,161.0,-0.08
WTA,2026-01-12,149,Sara Errani,38.0,1642.6,,162.0,1577.9,122.0,1611.4,160.0,1507.3,,2085.5,2013-05,,630.0,-1.44
WTA,2026-01-12,150,Tatiana Prozorova,22.2,1642.3,,131.0,1621.1,150.0,1569.0,169.0,1496.2,,1730.1,2025-02,,173.0,-0.14
WTA,2026-01-12,151,Diane Parry,23.3,1640.6,,165.0,1569.2,131.0,1597.0,81.0,1618.0,,1763.9,2024-03,,122.0,0.21
WTA,2026-01-12,152,Veronika Erjavec,26.0,1636.5,,189.0,1529.9,113.0,1621.4,113.0,1562.5,,1722.2,2025-09,,99.0,0.43
WTA,2026-01-12,153,Linda Fruhvirtova,20.5,1636.1,,149.0,1593.5,194.0,1507.6,112.0,1565.1,,1764.1,2023-03,,132.0,0.15
WTA,2026-01-12,154,Panna Udvardy,27.2,1634.8,,176.0,1560.2,133.0,1591.5,120.0,1547.3,,1704.6,2023-01,,89.0,0.55
WTA,2026-01-12,155,Leolia Jeanjean,30.3,1633.8,,161.0,1582.0,121.0,1611.9,173.0,1491.0,,1684.9,2022-09,,101.0,0.43
WTA,2026-01-12,156,Tamara Zidansek,28.0,1631.4,,175.0,1560.5,123.0,1609.9,193.0,1468.9,,1857.1,2019-06,,151.0,0.03
WTA,2026-01-12,157,Daria Snigur,23.7,1629.5,,143.0,1600.4,220.0,1471.1,121.0,1546.1,,1708.0,2024-07,,136.0,0.14
WTA,2026-01-12,158,Anna Lena Friedsam,31.9,1627.7,,160.0,1582.3,156.0,1560.4,184.0,1475.9,,1842.9,2016-05,,156.0,0.01
WTA,2026-01-12,159,Mananchaya Sawangkaew,23.4,1627.2,,140.0,1608.3,184.0,1516.4,138.0,1524.3,,1775.4,2025-02,,195.0,-0.2
WTA,2026-01-12,160,Rebecca Marino,34.7,1625.6,,153.0,1590.9,208.0,1493.4,109.0,1570.6,,1833.6,2010-11,,199.0,-0.22
WTA,2026-01-12,161,Dominika Salkova,21.5,1624.9,,142.0,1604.6,175.0,1527.6,203.0,1461.6,,1685.2,2025-07,,144.0,0.11
WTA,2026-01-12,162,Olivia Gadecki,23.6,1624.6,,141.0,1605.4,183.0,1517.6,163.0,1498.8,,1767.5,2024-10,,171.0,-0.05
WTA,2026-01-12,163,Darja Vidmanova,22.9,1623.9,,146.0,1597.2,223.0,1467.9,195.0,1466.7,,1692.3,2025-09,,142.0,0.14
WTA,2026-01-12,164,Alize Cornet,35.6,1622.8,,155.0,1586.8,151.0,1567.3,101.0,1577.5,,2012.5,2008-05,,,
WTA,2026-01-12,165,Lanlana Tararudee,21.4,1622.1,,144.0,1599.7,185.0,1515.3,128.0,1535.7,,1655.3,2025-11,,131.0,0.23
WTA,2026-01-12,166,Maria Timofeeva,22.1,1621.4,,151.0,1592.2,158.0,1559.7,267.0,1408.0,,1654.9,2025-10,,138.0,0.18
WTA,2026-01-12,167,Anastasia Zakharova,23.9,1620.9,,158.0,1582.5,199.0,1504.7,103.0,1575.5,,1706.7,2024-10,,103.0,0.48
WTA,2026-01-12,168,Tamara Korpatsch,30.6,1620.2,,166.0,1568.4,129.0,1603.0,235.0,1434.9,,1717.5,2022-10,,124.0,0.3
WTA,2026-01-12,169,Alycia Parks,25.0,1614.8,,152.0,1591.4,216.0,1480.8,140.0,1522.8,,1824.7,2023-01,,100.0,0.52
WTA,2026-01-12,170,Madison Brengle,35.7,1612.8,,157.0,1582.8,149.0,1571.4,159.0,1507.8,,1853.0,2016-03,,450.0,-0.97
WTA,2026-01-12,171,Lucie Havlickova,20.7,1612.0,,150.0,1593.3,191.0,1509.4,154.0,1509.7,,1654.9,2023-05,,279.0,-0.49
WTA,2026-01-12,172,Yuliia Starodubtseva,25.8,1610.2,,174.0,1562.0,130.0,1597.3,146.0,1518.9,,1834.9,2024-10,,110.0,0.45
