tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,wta_rank,log_diff
WTA,2026-01-12,173,Nikola Bartunkova,19.8,1610.1,,172.0,1563.5,146.0,1573.5,181.0,1480.0,,1692.2,2025-09,,126.0,0.32
WTA,2026-01-12,174,Teodora Kostovic,18.5,1609.6,,202.0,1520.1,109.0,1629.5,182.0,1479.8,,1685.9,2025-10,,176.0,-0.01
WTA,2026-01-12,175,Varvara Lepchenko,39.5,1609.2,,159.0,1582.4,152.0,1565.0,180.0,1480.1,,1891.7,2015-01,,146.0,0.18
WTA,2026-01-12,176,Nina Stojanovic,29.2,1609.0,,177.0,1557.5,136.0,1586.7,117.0,1553.6,,1752.9,2019-10,,295.0,-0.52
WTA,2026-01-12,177,Eva Guerrero Alvarez,26.2,1602.4,,147.0,1595.2,224.0,1467.7,210.0,1454.1,,1602.4,2025-11,,248.0,-0.34
WTA,2026-01-12,178,Arantxa Rus,34.9,1601.1,,167.0,1565.8,134.0,1590.9,208.0,1454.7,,1774.5,2012-07,,133.0,0.29
WTA,2026-01-12,179,Hanyu Guo,27.6,1600.7,,163.0,1575.8,219.0,1475.8,185.0,1475.4,,1642.8,2025-10,,172.0,0.04
WTA,2026-01-12,180,Lucrezia Stefanini,27.6,1600.2,,168.0,1565.2,178.0,1524.5,134.0,1530.5,,1650.2,2024-12,,139.0,0.26
WTA,2026-01-12,181,Hanne Vandewinkel,21.6,1599.3,,148.0,1594.7,163.0,1549.8,201.0,1463.6,,1678.1,2025-10,,125.0,0.37
WTA,2026-01-12,182,Xinyu Gao,28.0,1598.2,,182.0,1545.4,159.0,1557.0,243.0,1428.4,,1610.4,2025-09,,208.0,-0.13
WTA,2026-01-12,183,Tiantsoa Sarah Rakotomanga Rajaonah,19.9,1597.7,,178.0,1551.8,167.0,1543.4,187.0,1473.8,,1643.9,2025-09,,118.0,0.44
WTA,2026-01-12,184,Sofia Costoulas,20.7,1596.4,,170.0,1564.4,182.0,1518.2,222.0,1442.7,,1625.2,2025-05,,143.0,0.25
WTA,2026-01-12,185,Carson Branstine,25.3,1596.4,,210.0,1507.9,155.0,1560.5,105.0,1572.7,,1675.2,2025-09,,179.0,0.03
WTA,2026-01-12,186,Heather Watson,33.2,1595.8,,171.0,1564.0,239.0,1453.1,129.0,1534.5,,1912.2,2014-06,,265.0,-0.35
WTA,2026-01-12,187,Victoria Jimenez Kasintseva,20.4,1592.1,,185.0,1532.9,148.0,1572.1,190.0,1472.6,,1709.5,2025-09,,114.0,0.49
WTA,2026-01-12,188,Harriet Dart,29.3,1591.3,,164.0,1572.3,257.0,1429.8,127.0,1537.4,,1727.2,2022-06,,169.0,0.11
WTA,2026-01-12,189,Lucia Bronzetti,27.0,1589.6,,180.0,1548.9,162.0,1552.6,192.0,1469.2,,1777.9,2025-03,,106.0,0.58
WTA,2026-01-12,190,Nuria Brancaccio,25.3,1587.3,,305.0,1397.4,135.0,1589.1,253.0,1420.1,,1642.1,2025-10,,164.0,0.15
WTA,2026-01-12,191,Polona Hercog,34.9,1582.4,,200.0,1520.5,141.0,1577.6,145.0,1519.2,,1894.8,2011-07,,308.0,-0.48
WTA,2026-01-12,192,Jana Fett,29.0,1579.7,,198.0,1522.8,160.0,1556.2,167.0,1496.4,,1755.5,2017-10,,188.0,0.02
WTA,2026-01-12,193,Maddison Inglis,27.8,1576.6,,181.0,1546.8,240.0,1449.4,191.0,1469.8,,1636.2,2025-08,,167.0,0.14
WTA,2026-01-12,194,Lauren Davis,31.8,1571.6,,169.0,1564.8,188.0,1511.0,153.0,1509.8,,1924.3,2017-03,,362.0,-0.62
WTA,2026-01-12,195,Ekaterine Gorgodze,34.0,1568.1,,206.0,1514.5,197.0,1504.9,178.0,1483.7,,1609.9,2021-08,,168.0,0.15
WTA,2026-01-12,196,Renata Jamrichova,18.2,1566.4,,207.0,1514.3,180.0,1522.0,264.0,1411.2,,1582.5,2025-09,,273.0,-0.33
WTA,2026-01-12,197,Nao Hibino,30.9,1563.0,,183.0,1538.8,198.0,1504.9,215.0,1450.0,,1751.2,2015-09,,202.0,-0.03
WTA,2026-01-12,198,Susan Bandecchi,27.4,1562.0,,199.0,1521.8,222.0,1469.7,206.0,1460.3,,1581.4,2025-11,,249.0,-0.23
WTA,2026-01-12,199,Katarzyna Kawa,33.0,1560.1,,259.0,1456.9,147.0,1572.1,170.0,1492.8,,1650.2,2025-07,,135.0,0.39
WTA,2026-01-12,200,Aleksandra Krunic,32.4,1559.6,,212.0,1506.2,153.0,1562.7,141.0,1520.5,,1838.0,2018-01,,465.0,-0.84
WTA,2026-01-12,201,Clervie Ngounoue,19.2,1557.4,,191.0,1526.8,241.0,1448.2,248.0,1427.0,,1690.6,2025-08,,194.0,0.04
WTA,2026-01-12,202,Elizara Yaneva,18.6,1553.2,,239.0,1477.1,233.0,1459.1,214.0,1451.6,,1615.6,2025-11,,365.0,-0.59
WTA,2026-01-12,203,Carole Monnet,24.0,1552.1,,247.0,1472.1,169.0,1538.9,286.0,1397.4,,1581.6,2025-11,,174.0,0.15
WTA,2026-01-12,204,Mona Barthel,35.4,1551.6,,192.0,1525.7,181.0,1519.8,274.0,1405.2,,2000.1,2012-05,,233.0,-0.13
WTA,2026-01-12,205,Fiona Ferro,28.8,1551.3,,187.0,1531.2,186.0,1512.2,246.0,1427.5,,1864.6,2021-03,,366.0,-0.58
WTA,2026-01-12,206,Ena Shibahara,27.8,1548.8,,195.0,1524.2,195.0,1505.7,202.0,1463.2,,1713.2,2024-11,,190.0,0.08
WTA,2026-01-12,207,Julieta Pareja,16.6,1543.3,,235.0,1479.4,192.0,1508.9,219.0,1446.6,,1619.7,2025-03,,346.0,-0.51
WTA,2026-01-12,208,Lisa Pigato,22.5,1542.8,,184.0,1533.9,206.0,1495.1,162.0,1505.0,,1620.8,2021-05,,238.0,-0.13
WTA,2026-01-12,209,Alisa Oktiabreva,17.1,1542.8,,337.0,1369.5,157.0,1560.3,220.0,1446.4,,1584.1,2025-08,,298.0,-0.35
WTA,2026-01-12,210,Gabriela Andrea Knutson,28.7,1542.4,,204.0,1519.7,364.0,1326.4,198.0,1465.7,,1597.5,2024-07,,175.0,0.18
WTA,2026-01-12,211,Sachia Vickery,30.4,1542.4,,215.0,1502.4,179.0,1524.2,223.0,1442.1,,1736.9,2018-04,,563.0,-0.98
WTA,2026-01-12,212,Elizabeth Mandlik,24.5,1539.9,,188.0,1530.5,225.0,1467.5,152.0,1511.0,,1697.6,2023-07,,181.0,0.16
WTA,2026-01-12,213,Julia Riera,23.4,1539.7,,237.0,1478.5,187.0,1511.3,231.0,1436.6,,1731.2,2024-05,,180.0,0.17
WTA,2026-01-12,214,Francisca Jorge,25.6,1539.5,,196.0,1523.3,244.0,1442.4,186.0,1474.8,,1569.7,2025-11,,213.0,0.0
WTA,2026-01-12,215,Celine Naef,20.4,1536.8,,205.0,1515.0,264.0,1426.3,137.0,1525.6,,1713.2,2023-09,,302.0,-0.34
WTA,2026-01-12,216,Elena Pridankina,20.3,1536.8,,224.0,1491.4,168.0,1542.6,269.0,1407.5,,1658.2,2025-04,,189.0,0.13
WTA,2026-01-12,217,Zarina Diyas,32.0,1536.5,,193.0,1525.4,214.0,1482.4,179.0,1480.3,,1856.6,2015-02,,285.0,-0.27
WTA,2026-01-12,218,Eva Bennemann,18.1,1535.5,,190.0,1529.4,304.0,1376.2,221.0,1442.8,,1535.5,2025-11,,383.0,-0.56
WTA,2026-01-12,219,Andrea Lazaro Garcia,31.0,1534.2,,290.0,1410.5,172.0,1538.4,254.0,1419.4,,1564.0,2025-06,,182.0,0.19
WTA,2026-01-12,220,Alevtina Ibragimova,20.8,1533.9,,226.0,1491.2,228.0,1462.8,224.0,1442.0,,1551.8,2025-12,,307.0,-0.33
WTA,2026-01-12,221,Cadence Brace,20.8,1533.2,,211.0,1507.8,388.0,1307.9,226.0,1441.6,,1589.0,2025-10,,186.0,0.17
WTA,2026-01-12,222,Alina Charaeva,23.6,1532.8,,261.0,1455.1,164.0,1549.8,218.0,1448.8,,1637.2,2025-10,,162.0,0.32
WTA,2026-01-12,223,Erika Andreeva,21.4,1530.9,,186.0,1532.3,235.0,1456.9,240.0,1432.6,,1795.0,2024-03,,272.0,-0.2
WTA,2026-01-12,224,Katrina Scott,21.5,1530.5,,243.0,1475.2,209.0,1493.4,300.0,1387.5,,1696.9,2022-08,,319.0,-0.35
WTA,2026-01-12,225,Mary Stoiana,22.6,1529.6,,219.0,1495.5,312.0,1371.5,228.0,1439.8,,1658.4,2024-10,,221.0,0.02
WTA,2026-01-12,226,Tara Wurth,23.1,1529.6,,284.0,1414.2,205.0,1498.4,229.0,1439.8,,1681.6,2022-07,,232.0,-0.03
WTA,2026-01-12,227,Mariam Bolkvadze,27.5,1529.1,,208.0,1509.9,368.0,1324.9,209.0,1454.5,,1622.4,2021-09,,292.0,-0.25
WTA,2026-01-12,228,Tereza Martincova,31.1,1527.5,,203.0,1520.0,260.0,1428.2,144.0,1519.7,,1811.8,2022-03,,461.0,-0.7
WTA,2026-01-12,229,Nuria Parrizas Diaz,34.4,1526.3,,222.0,1492.5,176.0,1527.6,258.0,1415.9,,1765.0,2022-02,,261.0,-0.13
WTA,2026-01-12,230,Iryna Shymanovich,28.5,1526.2,,253.0,1464.6,174.0,1528.8,287.0,1397.2,,1649.2,2023-08,,153.0,0.41
WTA,2026-01-12,231,Kayla Day,26.0,1524.3,,209.0,1508.4,207.0,1494.9,325.0,1373.5,,1756.9,2016-10,,256.0,-0.1
WTA,2026-01-12,232,Yeon Woo Ku,22.8,1522.0,,229.0,1489.4,306.0,1376.0,233.0,1436.0,,1541.1,2026-01,,187.0,0.22
WTA,2026-01-12,233,Astra Sharma,30.3,1521.2,,236.0,1478.9,203.0,1500.8,217.0,1448.9,,1708.0,2019-04,,157.0,0.39
WTA,2026-01-12,234,Aliona Falei,21.6,1520.2,,216.0,1499.0,252.0,1434.2,234.0,1435.8,,1644.3,2024-04,,344.0,-0.39
WTA,2026-01-12,235,Maria Lourdes Carle,25.7,1519.7,,227.0,1490.9,204.0,1499.8,309.0,1384.1,,1768.7,2024-05,,158.0,0.4
WTA,2026-01-12,236,Carol Young Suh Lee,24.0,1519.3,,218.0,1498.1,190.0,1509.7,155.0,1509.7,,1709.1,2025-06,,209.0,0.12
WTA,2026-01-12,237,Jessika Ponchet,29.2,1516.6,,241.0,1476.2,201.0,1502.4,213.0,1451.9,,1622.0,2024-06,,165.0,0.36
WTA,2026-01-12,238,Katie Swan,26.7,1516.2,,214.0,1502.7,291.0,1393.8,216.0,1449.1,,1661.3,2022-10,,270.0,-0.13
WTA,2026-01-12,239,Fiona Crawley,23.7,1515.4,,230.0,1486.2,341.0,1344.0,238.0,1432.7,,1590.4,2025-08,,243.0,-0.02
WTA,2026-01-12,240,Mingge Xu,18.1,1515.3,,240.0,1477.0,309.0,1372.6,276.0,1403.8,,1566.3,2025-12,,239.0,0.0
WTA,2026-01-12,241,Martina Trevisan,32.0,1513.2,,223.0,1491.8,196.0,1505.7,418.0,1329.2,,1803.7,2022-05,,696.0,-1.06
WTA,2026-01-12,242,Kajsa Rinaldo Persson,28.0,1512.3,,257.0,1458.3,254.0,1430.9,344.0,1364.3,,1554.8,2025-10,,271.0,-0.11
WTA,2026-01-12,243,Anastasia Gasanova,26.6,1511.9,,256.0,1461.0,218.0,1478.6,225.0,1442.0,,1644.4,2022-01,,212.0,0.14
WTA,2026-01-12,244,Louisa Chirico,29.6,1510.8,,265.0,1443.2,173.0,1533.5,289.0,1394.2,,1812.7,2016-10,,177.0,0.32
WTA,2026-01-12,245,Emina Bektas,32.5,1509.5,,233.0,1481.6,376.0,1314.9,200.0,1464.9,,1692.4,2023-10,,304.0,-0.22
WTA,2026-01-12,246,Sayaka Ishii,19.8,1508.9,,238.0,1477.4,323.0,1363.7,205.0,1461.0,,1577.3,2025-03,,407.0,-0.5
WTA,2026-01-12,247,Elvina Kalieva,22.4,1507.6,,254.0,1463.4,236.0,1456.9,303.0,1386.4,,1596.2,2022-01,,206.0,0.18
WTA,2026-01-12,248,Kristina Dmitruk,21.9,1507.2,,220.0,1494.7,231.0,1460.5,293.0,1392.6,,1588.2,2025-03,,414.0,-0.51
WTA,2026-01-12,249,Jule Niemeier,26.4,1507.2,,221.0,1493.8,212.0,1486.6,188.0,1473.6,,1867.6,2022-06,,250.0,0.0
WTA,2026-01-12,250,Aliona Bolsova,28.0,1507.2,,264.0,1445.6,211.0,1488.4,272.0,1406.6,,1726.6,2019-05,,231.0,0.08
WTA,2026-01-12,251,Guiomar Maristany Zuleta De Reales,26.8,1506.3,,308.0,1394.2,177.0,1527.2,295.0,1389.4,,1589.2,2025-05,,184.0,0.31
WTA,2026-01-12,252,Wakana Sonobe,17.7,1506.0,,197.0,1523.0,373.0,1321.2,244.0,1428.0,,1733.6,2025-04,,229.0,0.1
WTA,2026-01-12,253,Jodie Burrage,26.3,1505.5,,225.0,1491.4,329.0,1359.1,199.0,1465.0,,1712.3,2023-07,,280.0,-0.1
WTA,2026-01-12,254,Ekaterina Reyngold,24.5,1505.3,,246.0,1472.2,251.0,1436.3,245.0,1427.6,,1523.5,2025-10,,296.0,-0.15
WTA,2026-01-12,255,Fangran Tian,22.4,1504.9,,232.0,1483.6,319.0,1367.5,247.0,1427.5,,1541.9,2025-11,,332.0,-0.26
WTA,2026-01-12,256,Harmony Tan,28.0,1503.8,,245.0,1473.4,311.0,1371.6,164.0,1498.8,,1709.7,2022-08,,215.0,0.17
WTA,2026-01-12,257,Destanee Aiava,25.6,1502.3,,231.0,1485.6,281.0,1409.0,297.0,1389.1,,1640.5,2025-02,,235.0,0.09
WTA,2026-01-12,258,Tyra Caterina Grant,17.7,1501.6,,266.0,1441.1,229.0,1462.8,249.0,1425.8,,1624.6,2025-06,,234.0,0.1
WTA,2026-01-12,259,Noma Noha Akugue,21.9,1501.5,,248.0,1470.4,249.0,1438.3,327.0,1372.3,,1668.1,2023-08,,269.0,-0.04
WTA,2026-01-12,260,Chloe Paquet,31.5,1500.0,,269.0,1439.6,221.0,1469.9,317.0,1379.6,,1631.4,2024-08,,237.0,0.09
WTA,2026-01-12,261,Alice Rame,28.1,1497.4,,418.0,1292.7,200.0,1504.3,250.0,1423.7,,1596.5,2025-10,,193.0,0.3
WTA,2026-01-12,262,Viktoria Hruncakova,27.5,1497.1,,249.0,1467.7,253.0,1431.4,257.0,1416.5,,1890.8,2018-06,,219.0,0.18
WTA,2026-01-12,263,Amarissa Kiara Toth,22.7,1495.4,,279.0,1416.7,217.0,1480.3,251.0,1422.7,,1605.7,2025-06,,257.0,0.02
WTA,2026-01-12,264,Kayla Cross,20.6,1494.5,,234.0,1480.9,331.0,1357.3,402.0,1335.4,,1509.9,2025-11,,198.0,0.29
WTA,2026-01-12,265,En Shuo Liang,25.2,1492.7,,228.0,1490.9,349.0,1337.8,196.0,1466.4,,1621.7,2019-05,,356.0,-0.3
WTA,2026-01-12,266,Lina Gjorcheska,31.3,1492.2,,299.0,1404.0,210.0,1493.2,241.0,1431.9,,1636.7,2017-04,,205.0,0.26
WTA,2026-01-12,267,Vitalia Diatchenko,35.1,1486.6,,252.0,1465.5,287.0,1400.4,239.0,1432.7,,1829.9,2014-11,,530.0,-0.69
WTA,2026-01-12,268,Camilla Rosatello,30.6,1485.8,,313.0,1389.7,202.0,1501.0,352.0,1360.1,,1569.5,2025-10,,225.0,0.17
WTA,2026-01-12,269,Anouk Koevermans,22.0,1485.4,,288.0,1411.7,193.0,1507.7,304.0,1386.4,,1669.6,2024-08,,192.0,0.34
WTA,2026-01-12,270,Arina Rodionova,35.9,1484.7,,251.0,1467.2,301.0,1379.3,211.0,1453.5,,1643.7,2017-07,,207.0,0.27
WTA,2026-01-12,271,Ye Xin Ma,26.5,1483.8,,255.0,1463.0,409.0,1290.6,283.0,1398.3,,1511.7,2026-01,,224.0,0.19
WTA,2026-01-12,272,Elena Ruxandra Bertea,19.5,1483.8,,316.0,1388.5,227.0,1465.5,256.0,1416.9,,1576.2,2025-09,,299.0,-0.09
WTA,2026-01-12,273,Despina Papamichail,32.8,1481.3,,297.0,1406.3,237.0,1454.9,227.0,1441.1,,1551.5,2022-10,,160.0,0.53
WTA,2026-01-12,274,Martyna Kubka,24.6,1478.6,,258.0,1457.9,317.0,1369.2,261.0,1414.3,,1478.6,2025-12,,323.0,-0.16
WTA,2026-01-12,275,Alexis Blokhina,21.1,1476.3,,263.0,1448.6,280.0,1409.4,262.0,1413.2,,1509.6,2025-06,,368.0,-0.29
WTA,2026-01-12,276,Miriam Bianca Bulgaru,27.2,1475.1,,349.0,1360.2,246.0,1439.2,321.0,1374.9,,1590.4,2024-09,,197.0,0.34
WTA,2026-01-12,277,Ana Konjuh,27.4,1473.0,,242.0,1476.2,258.0,1429.5,204.0,1461.3,,1911.8,2017-02,,640.0,-0.84
WTA,2026-01-12,278,Sijia Wei,22.0,1469.0,,244.0,1475.1,384.0,1309.4,310.0,1383.9,,1762.6,2025-01,,284.0,-0.02
WTA,2026-01-12,279,Yuriko Miyazaki,30.0,1468.2,,272.0,1435.3,401.0,1296.5,252.0,1420.4,,1629.1,2023-01,,244.0,0.13
WTA,2026-01-12,280,Vendula Valdmannova,17.9,1467.6,,268.0,1440.6,396.0,1301.5,265.0,1408.8,,1484.4,2025-12,,314.0,-0.11
WTA,2026-01-12,281,Taylah Preston,20.1,1467.3,,250.0,1467.4,343.0,1342.0,341.0,1365.1,,1747.0,2024-03,,204.0,0.32
WTA,2026-01-12,282,Kyoka Okamura,30.2,1467.1,,277.0,1422.4,347.0,1338.4,165.0,1496.8,,1537.8,2025-09,,324.0,-0.14
WTA,2026-01-12,283,Ariana Geerlings,19.9,1465.7,,372.0,1335.9,261.0,1427.6,268.0,1407.8,,1485.3,2025-07,,330.0,-0.15
WTA,2026-01-12,284,Mia Ristic,19.6,1463.8,,327.0,1378.4,265.0,1426.2,271.0,1406.9,,1662.1,2023-11,,267.0,0.06
WTA,2026-01-12,285,Marina Bassols Ribera,25.9,1462.3,,267.0,1440.8,255.0,1430.8,259.0,1415.2,,1675.3,2024-01,,236.0,0.19
WTA,2026-01-12,286,Amarni Banks,23.1,1459.2,,274.0,1428.4,369.0,1324.8,273.0,1406.1,,1555.1,2024-01,,327.0,-0.13
WTA,2026-01-12,287,Ane Mintegi Del Olmo,22.0,1457.3,,289.0,1411.7,263.0,1427.2,277.0,1403.7,,1542.7,2025-06,,364.0,-0.24
WTA,2026-01-12,288,Luisina Giovannini,19.0,1455.2,,367.0,1342.6,248.0,1438.3,279.0,1402.6,,1481.2,2025-12,,220.0,0.27
WTA,2026-01-12,289,Silvia Ambrosio,28.8,1453.7,,370.0,1338.4,242.0,1444.6,280.0,1401.9,,1533.3,2023-06,,214.0,0.3
WTA,2026-01-12,290,Laura Pigossi,31.4,1453.6,,273.0,1431.8,274.0,1416.2,395.0,1338.0,,1607.5,2024-06,,200.0,0.37
WTA,2026-01-12,291,Eva Vedder,26.0,1453.5,,260.0,1456.3,278.0,1411.0,263.0,1412.2,,1577.5,2025-08,,223.0,0.27
WTA,2026-01-12,292,Arianne Hartono,29.6,1452.8,,271.0,1435.5,307.0,1375.4,342.0,1364.6,,1610.6,2024-02,,255.0,0.14
WTA,2026-01-12,293,Lizette Cabrera,28.0,1452.3,,294.0,1408.6,337.0,1347.1,236.0,1434.1,,1588.0,2017-11,,275.0,0.06
WTA,2026-01-12,294,Rada Zolotareva,17.1,1450.9,,332.0,1376.3,345.0,1340.5,281.0,1400.5,,1508.9,2025-09,,514.0,-0.56
WTA,2026-01-12,295,Katherine Sebov,26.8,1448.9,,270.0,1436.8,305.0,1376.1,308.0,1384.6,,1701.7,2023-04,,245.0,0.19
WTA,2026-01-12,296,Jesika Maleckova,30.9,1448.6,,321.0,1384.2,268.0,1425.1,362.0,1353.6,,1571.1,2016-06,,692.0,-0.85
WTA,2026-01-12,297,Emeline Dartron,25.1,1447.4,,278.0,1418.1,284.0,1405.1,282.0,1398.7,,1525.5,2025-04,,501.0,-0.52
WTA,2026-01-12,298,Sahaja Yamalapalli,25.1,1446.7,,283.0,1414.6,391.0,1304.2,266.0,1408.1,,1465.4,2026-01,,367.0,-0.21
WTA,2026-01-12,299,Tessah Andrianjafitrimo,27.1,1446.7,,291.0,1410.2,270.0,1421.1,339.0,1366.6,,1550.6,2024-09,,281.0,0.06
WTA,2026-01-12,300,Leyre Romero Gormaz,23.7,1446.3,,281.0,1415.9,273.0,1417.7,335.0,1368.6,,1656.1,2024-06,,141.0,0.76
WTA,2026-01-12,301,Caroline Uebelhoer,29.6,1445.9,,315.0,1388.8,247.0,1438.5,284.0,1398.0,,1519.2,2025-04,,246.0,0.2
WTA,2026-01-12,302,Mika Stojsavljevic,16.9,1443.7,,282.0,1414.6,352.0,1336.9,422.0,1327.2,,1456.5,2025-12,,290.0,0.04
WTA,2026-01-12,303,Jessica Pieri,28.6,1442.5,,336.0,1371.0,277.0,1413.1,306.0,1385.8,,1610.2,2021-05,,228.0,0.28
WTA,2026-01-12,304,Darya Astakhova,23.8,1442.3,,324.0,1382.1,230.0,1461.7,346.0,1364.0,,1642.7,2022-09,,426.0,-0.34
WTA,2026-01-12,305,Berfu Cengiz,26.1,1441.8,,302.0,1402.6,256.0,1430.6,320.0,1376.2,,1611.7,2024-06,,479.0,-0.45
WTA,2026-01-12,306,Anastasiya Soboleva,21.5,1441.4,,320.0,1386.2,269.0,1421.4,354.0,1356.8,,1571.2,2025-05,,264.0,0.15
WTA,2026-01-12,307,Jazmin Ortenzi,24.0,1440.9,,356.0,1353.8,262.0,1427.5,338.0,1367.1,,1500.9,2025-05,,217.0,0.35
WTA,2026-01-12,308,Mathilde Lollia,25.3,1439.8,,397.0,1306.2,272.0,1418.0,288.0,1394.9,,1472.7,2025-09,,442.0,-0.36
WTA,2026-01-12,309,Mei Yamaguchi,26.4,1438.8,,276.0,1424.5,380.0,1311.0,329.0,1371.7,,1544.4,2025-02,,286.0,0.08
WTA,2026-01-12,310,Patricia Maria Tig,31.0,1435.9,,304.0,1398.6,259.0,1429.1,420.0,1328.7,,1730.1,2020-09,,398.0,-0.25
WTA,2026-01-12,311,Tiphanie Fiquet,25.5,1435.8,,293.0,1409.7,302.0,1379.2,291.0,1392.9,,1449.7,2025-10,,326.0,-0.05
WTA,2026-01-12,312,Whitney Osuigwe,23.7,1435.6,,303.0,1402.6,271.0,1419.9,434.0,1321.7,,1799.0,2019-05,,152.0,0.72
WTA,2026-01-12,313,Amandine Monnot,23.8,1435.4,,292.0,1410.1,330.0,1358.2,292.0,1392.7,,1446.0,2025-12,,406.0,-0.26
WTA,2026-01-12,314,Daria Kudashova,22.4,1432.0,,296.0,1407.7,300.0,1381.0,294.0,1391.0,,1560.3,2024-11,,751.0,-0.87
WTA,2026-01-12,315,Manon Leonard,24.9,1431.3,,262.0,1449.1,469.0,1238.8,451.0,1313.8,,1574.5,2024-03,,201.0,0.45
WTA,2026-01-12,316,Katarina Zavatska,25.8,1430.7,,339.0,1367.7,266.0,1426.1,319.0,1377.1,,1720.0,2019-11,,335.0,-0.06
WTA,2026-01-12,317,Anna Siskova,24.4,1429.0,,351.0,1358.5,279.0,1410.8,445.0,1316.7,,1506.7,2025-07,,260.0,0.2
WTA,2026-01-12,318,Mai Hontama,26.3,1426.8,,298.0,1404.6,290.0,1396.0,353.0,1359.5,,1687.6,2024-03,,242.0,0.27
WTA,2026-01-12,319,Hina Inoue,22.4,1425.7,,301.0,1403.6,459.0,1256.6,313.0,1382.5,,1550.8,2024-10,,240.0,0.28
WTA,2026-01-12,320,Ranah Akua Stoiber,20.4,1425.7,,325.0,1379.5,386.0,1309.3,380.0,1347.4,,1450.1,2025-08,,445.0,-0.33
WTA,2026-01-12,321,Zhibek Kulambayeva,25.4,1425.2,,441.0,1278.3,267.0,1425.3,299.0,1387.6,,1439.7,2025-09,,381.0,-0.17
WTA,2026-01-12,322,Ana Sofia Sanchez,31.5,1424.7,,312.0,1389.9,293.0,1388.6,301.0,1387.4,,1487.1,2025-07,,191.0,0.52
WTA,2026-01-12,323,Ayla Aksu,29.3,1423.9,,310.0,1390.4,325.0,1362.5,302.0,1387.0,,1516.1,2017-08,,416.0,-0.25
WTA,2026-01-12,324,Margaux Rouvroy,24.6,1422.9,,306.0,1397.0,313.0,1371.2,305.0,1386.4,,1545.4,2023-05,,379.0,-0.16
WTA,2026-01-12,325,Selena Janicijevic,23.4,1422.8,,334.0,1372.1,289.0,1398.0,275.0,1405.2,,1576.3,2024-07,,222.0,0.38
WTA,2026-01-12,326,Irina Bara,30.3,1422.1,,358.0,1350.6,288.0,1399.6,442.0,1317.8,,1670.0,2020-09,,353.0,-0.08
WTA,2026-01-12,327,Irene Burillo Escorihuela,28.3,1421.9,,353.0,1356.5,286.0,1400.6,363.0,1353.5,,1537.0,2024-06,,252.0,0.26
WTA,2026-01-12,328,Julia Avdeeva,23.3,1421.1,,311.0,1390.1,283.0,1407.2,347.0,1362.9,,1654.7,2024-02,,287.0,0.13
WTA,2026-01-12,329,Carol Zhao,30.2,1420.4,,295.0,1408.5,362.0,1327.4,255.0,1417.3,,1576.7,2017-11,,318.0,0.03
WTA,2026-01-12,330,Akasha Urhobo,18.6,1420.4,,347.0,1361.1,292.0,1389.8,307.0,1385.2,,1525.6,2024-06,,331.0,0.0
WTA,2026-01-12,331,Amandine Hesse,32.7,1420.2,,319.0,1386.6,316.0,1369.6,424.0,1326.6,,1573.3,2015-09,,339.0,-0.02
WTA,2026-01-12,332,Valentina Ryser,24.6,1419.8,,348.0,1360.5,447.0,1267.3,176.0,1486.2,,1638.5,2025-06,,277.0,0.18
WTA,2026-01-12,333,Maaya Rajeshwaran Revathi,16.3,1416.8,,309.0,1392.9,371.0,1323.4,311.0,1383.4,,1631.1,2025-02,,644.0,-0.66
WTA,2026-01-12,334,Ylena In Albon,26.6,1416.4,,364.0,1345.9,299.0,1385.2,322.0,1373.9,,1591.7,2022-05,,404.0,-0.19
WTA,2026-01-12,335,Justina Mikulskyte,29.8,1414.6,,318.0,1386.9,276.0,1415.0,426.0,1326.0,,1527.5,2022-05,,216.0,0.44
WTA,2026-01-12,336,Matilde Jorge,21.6,1413.1,,307.0,1396.7,365.0,1325.8,314.0,1381.5,,1519.0,2025-06,,268.0,0.23
WTA,2026-01-12,337,Raluka Serban,28.4,1411.6,,317.0,1388.2,298.0,1385.9,298.0,1388.7,,1648.9,2022-04,,247.0,0.31
WTA,2026-01-12,338,Robin Anderson,32.3,1410.7,,322.0,1383.0,294.0,1388.4,360.0,1355.0,,1641.1,2019-10,,467.0,-0.32
WTA,2026-01-12,339,Barbora Palicova,21.7,1409.2,,335.0,1371.6,285.0,1404.8,312.0,1383.4,,1672.5,2022-11,,230.0,0.39
WTA,2026-01-12,340,Mina Hodzic,23.4,1407.5,,314.0,1388.9,338.0,1346.5,351.0,1360.8,,1534.3,2024-04,,466.0,-0.32
WTA,2026-01-12,341,Anastasia Zolotareva,23.8,1406.8,,333.0,1374.6,310.0,1372.4,318.0,1378.4,,1431.6,2025-12,,303.0,0.12
WTA,2026-01-12,342,Gabriela Lee,30.1,1406.5,,420.0,1291.9,282.0,1408.7,457.0,1310.9,,1608.8,2022-05,,329.0,0.04
WTA,2026-01-12,343,Sohyun Park,23.3,1404.1,,285.0,1414.0,344.0,1340.7,212.0,1452.1,,1536.6,2019-09,,263.0,0.27
WTA,2026-01-12,344,Isabella Shinikova,34.0,1400.8,,280.0,1416.1,438.0,1271.9,477.0,1298.3,,1640.8,2019-10,,361.0,-0.05
