tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,atp_rank,log_diff
ATP,2026-01-12,173,Ugo Blanchet,27.0,1607.3,,154.0,1576.7,188.0,1528.3,211.0,1481.2,,1662.1,2025-08,,142.0,0.2
ATP,2026-01-12,174,Gustavo Heide,23.8,1606.4,,270.0,1456.3,134.0,1604.1,222.0,1472.7,,1661.1,2024-07,,238.0,-0.31
ATP,2026-01-12,175,Emil Ruusuvuori,26.6,1606.1,,153.0,1576.8,165.0,1558.3,115.0,1576.4,,1893.2,2023-06,,544.0,-1.13
ATP,2026-01-12,176,Shintaro Mochizuki,22.5,1603.2,,180.0,1534.1,189.0,1528.0,75.0,1629.4,,1714.9,2025-10,,112.0,0.45
ATP,2026-01-12,177,Francesco Maestrelli,23.0,1598.8,,159.0,1569.4,172.0,1545.2,265.0,1444.9,,1711.4,2022-07,,141.0,0.23
ATP,2026-01-12,178,Jurij Rodionov,26.6,1597.0,,163.0,1565.7,169.0,1549.7,177.0,1515.1,,1702.1,2023-06,,167.0,0.06
ATP,2026-01-12,179,Clement Chidekh,24.5,1595.5,,157.0,1570.7,299.0,1409.3,192.0,1497.8,,1695.5,2024-03,,215.0,-0.18
ATP,2026-01-12,180,Marko Topo,22.1,1594.6,,168.0,1557.7,186.0,1530.1,184.0,1506.5,,1663.9,2022-04,,236.0,-0.27
ATP,2026-01-12,181,Thiago Agustin Tirante,24.5,1594.2,,166.0,1558.6,154.0,1574.3,204.0,1485.6,,1707.7,2025-08,,102.0,0.57
ATP,2026-01-12,182,Luca Van Assche,21.6,1593.0,,164.0,1565.4,168.0,1554.5,188.0,1501.4,,1801.5,2023-04,,165.0,0.1
ATP,2026-01-12,183,Matteo Gigante,23.7,1591.8,,181.0,1533.6,137.0,1598.0,248.0,1457.1,,1709.5,2025-05,,152.0,0.19
ATP,2026-01-12,184,Yi Zhou,20.8,1591.2,,165.0,1564.5,321.0,1387.4,195.0,1495.6,,1602.8,2026-01,,244.0,-0.28
ATP,2026-01-12,185,Facundo Bagnis,35.5,1590.7,,204.0,1512.9,151.0,1583.8,417.0,1363.2,,1737.0,2021-07,,389.0,-0.74
ATP,2026-01-12,186,Hugo Grenier,29.6,1589.3,,167.0,1558.3,265.0,1446.2,214.0,1478.7,,1734.0,2022-09,,179.0,0.04
ATP,2026-01-12,187,Lukas Klein,27.7,1588.2,,202.0,1514.8,120.0,1617.5,138.0,1550.8,,1777.5,2024-03,,136.0,0.32
ATP,2026-01-12,188,Hugo Dellien,32.3,1586.1,,251.0,1469.2,158.0,1567.3,251.0,1453.8,,1779.8,2022-05,,137.0,0.32
ATP,2026-01-12,189,Cedrik Marcel Stebe,35.2,1582.0,,169.0,1554.2,166.0,1557.6,217.0,1476.1,,1824.7,2017-09,,320.0,-0.53
ATP,2026-01-12,190,Daniel Elahi Galan,29.5,1581.2,,183.0,1529.5,171.0,1548.3,174.0,1517.6,,1757.5,2022-09,,154.0,0.21
ATP,2026-01-12,191,Rei Sakamoto,19.5,1580.0,,176.0,1544.8,277.0,1431.2,199.0,1490.0,,1656.2,2025-07,,202.0,-0.06
ATP,2026-01-12,192,Federico Coria,33.4,1580.0,,248.0,1470.7,164.0,1558.5,352.0,1391.7,,1754.4,2021-07,,267.0,-0.33
ATP,2026-01-12,193,Daniil Glinka,25.6,1577.3,,172.0,1549.4,178.0,1538.6,148.0,1538.6,,1607.4,2025-11,,199.0,-0.03
ATP,2026-01-12,194,Martin Damm,22.0,1574.4,,170.0,1553.4,366.0,1354.5,101.0,1595.3,,1767.9,1999-11,,177.0,0.09
ATP,2026-01-12,195,Maximilian Marterer,30.1,1574.4,,187.0,1525.5,160.0,1563.9,183.0,1507.9,,1815.1,2018-06,,742.0,-1.34
ATP,2026-01-12,196,Felipe Meligeni Alves,27.3,1574.0,,249.0,1470.2,157.0,1569.8,143.0,1545.5,,1695.3,2023-10,,225.0,-0.14
ATP,2026-01-12,197,Daniel Merida Aguilar,21.1,1570.8,,220.0,1499.7,174.0,1544.1,205.0,1485.4,,1669.8,2025-09,,164.0,0.18
ATP,2026-01-12,198,Chun Hsin Tseng,24.2,1567.4,,212.0,1505.2,152.0,1581.7,314.0,1411.9,,1715.6,2022-04,,122.0,0.48
ATP,2026-01-12,199,Ilya Ivashka,31.4,1566.9,,184.0,1528.7,144.0,1591.9,158.0,1530.9,,1922.5,2021-09,,791.0,-1.38
ATP,2026-01-12,200,Tristan Schoolkate,24.8,1564.0,,193.0,1520.2,376.0,1345.0,126.0,1567.8,,1703.1,2025-07,,97.0,0.72
ATP,2026-01-12,201,Constant Lestienne,33.1,1563.6,,179.0,1534.7,274.0,1433.6,247.0,1457.5,,1781.3,2023-01,,404.0,-0.7
ATP,2026-01-12,202,August Holmgren,27.4,1563.1,,209.0,1507.7,287.0,1421.3,79.0,1621.8,,1677.9,2021-09,,191.0,0.06
ATP,2026-01-12,203,Arthur Gea,21.0,1562.8,,182.0,1533.1,229.0,1482.9,210.0,1481.4,,1562.8,2026-01,,197.0,0.03
ATP,2026-01-12,204,Mikhail Kukushkin,38.0,1562.7,,189.0,1524.2,181.0,1534.3,149.0,1538.6,,1864.2,2010-10,,293.0,-0.36
ATP,2026-01-12,205,Facundo Diaz Acosta,25.0,1560.7,,237.0,1483.7,162.0,1561.8,310.0,1416.3,,1791.9,2024-02,,243.0,-0.17
ATP,2026-01-12,206,Pierre Hugues Herbert,34.8,1559.6,,175.0,1544.8,216.0,1497.6,159.0,1529.8,,1867.9,2019-06,,157.0,0.27
ATP,2026-01-12,207,Stefano Travaglia,33.8,1558.0,,191.0,1520.9,185.0,1531.5,263.0,1446.0,,1793.8,2021-02,,189.0,0.09
ATP,2026-01-12,208,Albert Ramos,37.7,1557.7,,194.0,1520.0,193.0,1526.1,294.0,1424.1,,1889.0,2017-04,,395.0,-0.64
ATP,2026-01-12,209,Colton Smith,22.8,1556.1,,198.0,1515.7,241.0,1470.0,141.0,1546.9,,1837.6,2025-06,,148.0,0.35
ATP,2026-01-12,210,Henrique Rocha,21.7,1555.5,,186.0,1527.4,191.0,1527.3,209.0,1483.6,,1637.6,2024-09,,158.0,0.28
ATP,2026-01-12,211,Liam Draxl,24.0,1555.2,,195.0,1519.3,207.0,1513.3,275.0,1438.3,,1699.6,2025-07,,145.0,0.38
ATP,2026-01-12,212,James Mccabe,22.5,1553.8,,200.0,1515.4,379.0,1340.4,166.0,1526.0,,1584.1,2025-03,,173.0,0.2
ATP,2026-01-12,213,Andrea Pellegrino,28.6,1552.4,,354.0,1364.8,163.0,1558.6,343.0,1398.1,,1644.1,2025-06,,138.0,0.43
ATP,2026-01-12,214,Dan Added,26.7,1551.3,,190.0,1521.2,336.0,1377.9,219.0,1475.6,,1565.5,2025-11,,200.0,0.07
ATP,2026-01-12,215,Jack Pinnington Jones,22.7,1551.2,,239.0,1480.9,280.0,1427.2,110.0,1583.0,,1640.9,2025-07,,196.0,0.09
ATP,2026-01-12,216,Thiago Monteiro,31.3,1550.8,,188.0,1524.2,177.0,1539.5,240.0,1462.2,,1748.2,2024-05,,194.0,0.11
ATP,2026-01-12,217,Pavel Kotov,26.9,1550.4,,199.0,1515.5,182.0,1534.0,213.0,1479.2,,1797.1,2024-05,,483.0,-0.8
ATP,2026-01-12,218,Sumit Nagal,28.3,1548.6,,196.0,1518.1,187.0,1529.3,325.0,1406.8,,1745.2,2019-09,,279.0,-0.25
ATP,2026-01-12,219,Billy Harris,30.9,1548.5,,216.0,1504.5,285.0,1422.6,162.0,1526.6,,1711.4,2024-06,,121.0,0.59
ATP,2026-01-12,220,Alejandro Moro Canas,24.8,1548.3,,192.0,1520.2,210.0,1506.1,194.0,1497.5,,1673.5,2024-07,,242.0,-0.1
ATP,2026-01-12,221,Zdenek Kolar,29.2,1547.5,,254.0,1466.2,179.0,1536.8,229.0,1470.4,,1621.1,2021-09,,176.0,0.23
ATP,2026-01-12,222,Bernard Tomic,33.2,1544.3,,215.0,1504.5,253.0,1456.5,142.0,1546.8,,1947.4,2015-03,,184.0,0.19
ATP,2026-01-12,223,Henri Squire,25.0,1543.9,,250.0,1469.7,184.0,1532.6,371.0,1385.4,,1670.0,2024-06,,276.0,-0.21
ATP,2026-01-12,224,Trevor Svajda,19.4,1543.6,,208.0,1510.0,330.0,1381.8,226.0,1471.8,,1625.4,2025-09,,380.0,-0.53
ATP,2026-01-12,225,Justin Engel,18.2,1542.3,,217.0,1502.6,306.0,1401.7,189.0,1500.2,,1607.8,2025-11,,183.0,0.21
ATP,2026-01-12,226,Gonzalo Bueno,21.6,1542.3,,417.0,1307.7,194.0,1526.0,228.0,1471.2,,1602.2,2025-11,,214.0,0.05
ATP,2026-01-12,227,Federico Agustin Gomez,28.9,1540.4,,185.0,1528.5,231.0,1482.5,216.0,1478.2,,1668.6,2024-09,,190.0,0.18
ATP,2026-01-12,228,Juan Carlos Prado Angelo,20.7,1539.2,,301.0,1416.8,196.0,1525.2,231.0,1469.6,,1611.6,2025-10,,209.0,0.09
ATP,2026-01-12,229,Clement Tabur,25.9,1538.9,,197.0,1516.8,252.0,1456.7,273.0,1439.0,,1565.2,2025-06,,201.0,0.13
ATP,2026-01-12,230,Moez Echargui,32.8,1536.6,,206.0,1511.2,268.0,1442.6,233.0,1468.3,,1647.0,2025-09,,134.0,0.54
ATP,2026-01-12,231,Yu Hsiou Hsu,26.6,1536.3,,210.0,1506.6,310.0,1398.1,407.0,1369.6,,1648.0,2023-11,,220.0,0.05
ATP,2026-01-12,232,Stefano Napolitano,30.6,1535.8,,233.0,1487.6,202.0,1518.1,203.0,1486.7,,1662.1,2024-05,,448.0,-0.66
ATP,2026-01-12,233,Dominic Stricker,23.1,1535.6,,218.0,1500.0,222.0,1493.6,157.0,1531.3,,1798.6,2021-06,,357.0,-0.43
ATP,2026-01-12,234,Johannus Monday,23.9,1535.0,,207.0,1510.7,338.0,1377.5,306.0,1417.7,,1556.0,2026-01,,218.0,0.07
ATP,2026-01-12,235,George Loffhagen,24.5,1534.3,,231.0,1489.3,340.0,1377.1,258.0,1449.4,,1649.0,2025-07,,211.0,0.11
ATP,2026-01-12,236,Brandon Holt,27.7,1533.1,,211.0,1506.1,368.0,1351.8,186.0,1505.1,,1725.5,2025-02,,109.0,0.77
ATP,2026-01-12,237,Mitchell Krueger,31.8,1532.6,,229.0,1492.7,221.0,1493.9,244.0,1459.5,,1653.6,2022-04,,204.0,0.15
ATP,2026-01-12,238,Elias Ymer,29.7,1530.9,,221.0,1499.2,219.0,1495.8,190.0,1499.3,,1751.8,2015-06,,175.0,0.31
ATP,2026-01-12,239,Alexis Galarneau,26.6,1530.2,,219.0,1500.0,289.0,1417.8,207.0,1484.0,,1631.5,2024-04,,213.0,0.12
ATP,2026-01-12,240,Ricardas Berankis,35.1,1529.4,,230.0,1490.1,190.0,1527.5,180.0,1510.6,,1842.4,2011-02,,432.0,-0.59
ATP,2026-01-12,241,Luka Pavlovic,25.6,1528.7,,352.0,1369.7,205.0,1515.1,197.0,1492.2,,1635.0,2025-07,,217.0,0.1
ATP,2026-01-12,242,Alexander Ritschard,31.7,1528.0,,273.0,1454.4,167.0,1557.1,232.0,1469.4,,1695.9,2024-07,,513.0,-0.75
ATP,2026-01-12,243,Dhakshineswar Suresh,25.7,1527.0,,224.0,1496.8,343.0,1373.5,237.0,1463.5,,1616.6,2025-10,,468.0,-0.66
ATP,2026-01-12,244,Oliver Tarvet,22.0,1526.2,,241.0,1478.5,208.0,1513.1,102.0,1594.6,,1735.2,2025-08,,333.0,-0.31
ATP,2026-01-12,245,Christopher Eubanks,29.4,1523.4,,228.0,1493.0,290.0,1414.6,168.0,1524.2,,1864.8,2023-07,,285.0,-0.15
ATP,2026-01-12,246,Jay Dylan Hara Friend,21.8,1523.2,,213.0,1505.2,350.0,1366.4,242.0,1461.6,,1581.8,2025-10,,500.0,-0.71
ATP,2026-01-12,247,Juan Pablo Varillas,30.1,1523.0,,320.0,1401.6,206.0,1514.4,356.0,1389.6,,1730.0,2021-10,,253.0,-0.02
ATP,2026-01-12,248,Timofey Skatov,24.9,1519.6,,238.0,1481.2,214.0,1504.1,227.0,1471.8,,1672.0,2024-07,,195.0,0.24
ATP,2026-01-12,249,Joel Schwaerzler,19.9,1518.3,,314.0,1405.5,211.0,1504.4,245.0,1459.1,,1621.9,2024-05,,241.0,0.03
ATP,2026-01-12,250,Gregoire Barrere,31.5,1517.8,,226.0,1494.5,225.0,1490.7,172.0,1518.2,,1804.5,2020-02,,761.0,-1.11
ATP,2026-01-12,251,Kimmer Coppejans,31.7,1516.8,,253.0,1466.6,232.0,1482.3,270.0,1441.9,,1697.0,2015-04,,250.0,0.0
ATP,2026-01-12,252,Thiago Seyboth Wild,25.8,1516.3,,201.0,1515.3,215.0,1500.8,230.0,1470.3,,1793.4,2024-05,,216.0,0.15
ATP,2026-01-12,253,Stefanos Sakellaridis,21.1,1516.1,,259.0,1462.9,200.0,1520.4,182.0,1508.1,,1590.2,2025-10,,282.0,-0.11
ATP,2026-01-12,254,Marc Andrea Huesler,29.3,1514.9,,232.0,1488.7,213.0,1504.2,225.0,1472.0,,1817.0,2023-02,,252.0,0.01
ATP,2026-01-12,255,Alibek Kachmazov,23.0,1514.6,,227.0,1493.9,302.0,1408.5,241.0,1461.7,,1637.5,2025-04,,363.0,-0.35
ATP,2026-01-12,256,Stefan Kozlov,27.9,1514.2,,242.0,1477.2,238.0,1472.1,249.0,1457.0,,1724.4,2022-02,,280.0,-0.09
ATP,2026-01-12,257,Vitaliy Sachko,28.4,1513.7,,257.0,1463.5,230.0,1482.6,334.0,1403.6,,1643.5,2023-07,,166.0,0.44
ATP,2026-01-12,258,Li Tu,29.4,1511.5,,261.0,1461.6,279.0,1428.1,160.0,1528.2,,1633.5,2022-10,,390.0,-0.41
ATP,2026-01-12,259,Norbert Gombos,35.3,1510.5,,252.0,1467.2,209.0,1509.4,281.0,1436.7,,1753.2,2020-11,,315.0,-0.2
ATP,2026-01-12,260,Duje Ajdukovic,24.9,1510.3,,223.0,1497.5,223.0,1493.4,409.0,1369.1,,1687.6,2024-09,,331.0,-0.24
ATP,2026-01-12,261,Ilia Simakin,22.0,1508.4,,240.0,1478.8,353.0,1364.2,250.0,1454.2,,1616.5,2025-05,,272.0,-0.04
ATP,2026-01-12,262,Hyeon Chung,29.6,1507.6,,236.0,1484.1,180.0,1535.3,319.0,1409.7,,1991.8,2018-03,,423.0,-0.48
ATP,2026-01-12,263,Jaime Faria,22.4,1507.6,,258.0,1463.3,234.0,1477.4,176.0,1515.7,,1692.5,2024-05,,151.0,0.55
ATP,2026-01-12,264,Rio Noguchi,27.0,1506.9,,247.0,1471.0,419.0,1301.1,321.0,1408.4,,1516.0,2022-10,,246.0,0.07
ATP,2026-01-12,265,Marco Cecchinato,33.1,1505.2,,308.0,1412.6,227.0,1486.2,336.0,1402.9,,1838.6,2018-07,,230.0,0.14
ATP,2026-01-12,266,Petr Brunclik,19.3,1504.9,,235.0,1484.5,305.0,1404.5,252.0,1452.4,,1538.3,2025-11,,306.0,-0.14
ATP,2026-01-12,267,Taro Daniel,32.7,1503.7,,234.0,1484.7,243.0,1467.9,257.0,1449.5,,1766.8,2023-04,,367.0,-0.32
ATP,2026-01-12,268,Matej Dodig,20.4,1501.8,,265.0,1458.5,259.0,1451.3,254.0,1450.9,,1601.7,2024-09,,233.0,0.14
ATP,2026-01-12,269,Beibit Zhukayev,25.2,1499.6,,278.0,1451.3,367.0,1353.0,156.0,1531.9,,1640.2,2023-11,,265.0,0.01
ATP,2026-01-12,270,Dane Sweeny,24.8,1498.4,,244.0,1475.2,408.0,1314.4,350.0,1393.0,,1568.3,2024-02,,182.0,0.39
ATP,2026-01-12,271,Alex Barrena,23.2,1496.2,,402.0,1322.7,217.0,1497.3,259.0,1448.1,,1596.1,2025-07,,188.0,0.37
ATP,2026-01-12,272,Nicolas Mejia,25.9,1495.3,,300.0,1420.4,199.0,1520.7,260.0,1447.6,,1536.3,2021-07,,169.0,0.48
ATP,2026-01-12,273,Daniel Rincon,22.7,1495.0,,177.0,1540.8,278.0,1430.8,428.0,1357.9,,1613.8,2023-09,,254.0,0.07
ATP,2026-01-12,274,Pedro Cachin,30.1,1494.6,,322.0,1396.9,218.0,1497.1,376.0,1383.9,,1767.7,2023-07,,688.0,-0.92
ATP,2026-01-12,275,James Trotter,26.2,1492.4,,256.0,1465.4,311.0,1395.4,295.0,1424.0,,1658.1,2025-01,,301.0,-0.09
ATP,2026-01-12,276,Tristan Boyer,24.5,1492.0,,225.0,1494.6,249.0,1459.6,305.0,1418.4,,1753.1,2025-01,,181.0,0.42
ATP,2026-01-12,277,Lukas Neumayer,23.3,1491.5,,378.0,1350.2,224.0,1491.3,339.0,1401.4,,1600.2,2025-06,,226.0,0.2
ATP,2026-01-12,278,Calvin Hemery,30.7,1490.3,,289.0,1436.9,226.0,1488.1,345.0,1397.3,,1651.1,2015-06,,259.0,0.07
ATP,2026-01-12,279,Enzo Couacaud,30.5,1490.1,,262.0,1460.9,236.0,1474.7,206.0,1484.1,,1647.1,2020-02,,680.0,-0.89
ATP,2026-01-12,280,Nerman Fatic,31.0,1489.9,,296.0,1424.8,235.0,1474.8,238.0,1463.2,,1584.4,2023-07,,223.0,0.23
ATP,2026-01-12,281,Federico Cina,18.5,1489.0,,263.0,1459.2,239.0,1471.8,266.0,1444.5,,1644.2,2025-06,,235.0,0.18
ATP,2026-01-12,282,Yasutaka Uchiyama,33.2,1486.5,,275.0,1454.4,359.0,1359.4,289.0,1429.2,,1727.5,2019-10,,307.0,-0.08
ATP,2026-01-12,283,Jay Clarke,27.4,1486.4,,269.0,1456.4,263.0,1447.2,414.0,1364.9,,1617.4,2018-07,,178.0,0.46
ATP,2026-01-12,284,Abedallah Shelbayh,21.9,1484.6,,245.0,1475.0,337.0,1377.8,243.0,1460.0,,1648.2,2024-02,,291.0,-0.02
ATP,2026-01-12,285,Javier Barranco Cosano,27.0,1482.5,,294.0,1425.1,258.0,1453.8,264.0,1445.2,,1581.0,2024-07,,349.0,-0.2
ATP,2026-01-12,286,Murphy Cassone,23.3,1482.3,,268.0,1456.5,374.0,1345.2,293.0,1425.2,,1684.9,2025-02,,224.0,0.24
ATP,2026-01-12,287,Radu Albot,36.0,1481.3,,272.0,1454.9,245.0,1465.7,181.0,1509.5,,1823.4,2019-05,,429.0,-0.4
ATP,2026-01-12,288,Frederico Ferreira Silva,30.6,1481.0,,279.0,1450.5,271.0,1436.9,239.0,1462.8,,1642.4,2021-05,,262.0,0.09
ATP,2026-01-12,289,Andrea Collarini,33.7,1480.6,,379.0,1349.3,247.0,1464.9,423.0,1360.7,,1572.5,2019-09,,240.0,0.19
ATP,2026-01-12,290,Ryan Peniston,30.1,1478.2,,282.0,1446.5,341.0,1375.1,246.0,1458.5,,1723.2,2022-06,,219.0,0.28
ATP,2026-01-12,291,Genaro Alberto Olivieri,27.2,1478.0,,372.0,1352.1,248.0,1460.7,416.0,1363.9,,1585.6,2023-07,,231.0,0.23
ATP,2026-01-12,292,Dennis Novak,32.1,1477.4,,260.0,1461.8,250.0,1458.7,154.0,1534.8,,1758.9,2019-11,,585.0,-0.69
ATP,2026-01-12,293,Inaki Montes De La Torre,23.0,1477.2,,271.0,1455.5,332.0,1381.0,274.0,1438.6,,1529.0,2025-02,,408.0,-0.33
ATP,2026-01-12,294,Maks Kasnikowski,22.3,1477.2,,292.0,1430.1,220.0,1494.9,202.0,1488.6,,1652.1,2024-06,,419.0,-0.35
ATP,2026-01-12,295,Tom Paris,23.1,1476.7,,284.0,1442.2,318.0,1391.6,276.0,1438.3,,1497.2,2025-11,,269.0,0.09
ATP,2026-01-12,296,Gianluca Cadenasso,21.1,1476.5,,381.0,1348.3,256.0,1454.2,277.0,1438.3,,1551.1,2025-11,,,
ATP,2026-01-12,297,Max Hans Rehberg,21.6,1476.0,,267.0,1457.7,315.0,1393.7,405.0,1370.9,,1575.0,2025-02,,618.0,-0.73
ATP,2026-01-12,298,Kenta Miyoshi,21.6,1475.6,,281.0,1446.7,373.0,1347.8,278.0,1437.8,,1512.8,2025-11,,634.0,-0.75
ATP,2026-01-12,299,Sandro Kopp,25.6,1475.4,,326.0,1392.4,251.0,1458.3,279.0,1437.7,,1547.1,2025-11,,302.0,-0.01
ATP,2026-01-12,300,Remy Bertola,27.1,1473.9,,277.0,1451.7,348.0,1367.7,280.0,1437.0,,1498.9,2025-10,,255.0,0.16
ATP,2026-01-12,301,Andrej Martin,36.1,1473.0,,347.0,1374.3,264.0,1446.8,443.0,1348.8,,1674.7,2014-08,,334.0,-0.1
ATP,2026-01-12,302,Edas Butvilas,21.3,1472.9,,246.0,1472.9,354.0,1364.1,302.0,1420.4,,1672.0,2024-09,,273.0,0.1
ATP,2026-01-12,303,Jozef Kovalik,32.8,1472.8,,299.0,1421.1,246.0,1465.6,400.0,1374.3,,1721.8,2018-07,,590.0,-0.67
ATP,2026-01-12,304,Franco Agamenone,32.6,1472.7,,366.0,1356.0,257.0,1454.2,412.0,1365.3,,1707.6,2021-10,,335.0,-0.1
ATP,2026-01-12,305,Michael Geerts,30.9,1470.2,,264.0,1459.1,329.0,1383.0,388.0,1378.7,,1540.6,2023-03,,287.0,0.06
ATP,2026-01-12,306,Marat Sharipov,23.2,1469.1,,274.0,1454.4,296.0,1410.8,283.0,1434.5,,1613.9,2025-02,,303.0,0.01
ATP,2026-01-12,307,Hynek Barton,21.5,1467.1,,297.0,1423.6,261.0,1448.7,284.0,1433.6,,1544.9,2025-07,,300.0,0.02
ATP,2026-01-12,308,Juan Pablo Ficovich,28.8,1466.4,,290.0,1435.6,266.0,1443.6,267.0,1444.4,,1597.4,2020-10,,161.0,0.65
ATP,2026-01-12,309,Eliakim Coulibaly,23.5,1465.5,,286.0,1440.6,331.0,1381.6,286.0,1432.8,,1537.1,2025-05,,313.0,-0.01
ATP,2026-01-12,310,Hamish Stewart,26.3,1465.1,,317.0,1403.2,377.0,1342.5,196.0,1493.8,,1602.2,2025-08,,338.0,-0.09
ATP,2026-01-12,311,Gastao Elias,35.0,1462.9,,288.0,1437.0,272.0,1435.5,387.0,1379.8,,1737.5,2016-08,,364.0,-0.16
ATP,2026-01-12,312,Kaichi Uchida,31.3,1462.6,,287.0,1437.8,352.0,1364.7,268.0,1444.0,,1571.8,2023-02,,249.0,0.23
ATP,2026-01-12,313,Lorenzo Giustino,34.3,1460.4,,276.0,1452.8,316.0,1393.3,461.0,1336.0,,1643.8,2019-06,,210.0,0.4
ATP,2026-01-12,314,Mats Rosenkranz,27.2,1458.6,,285.0,1442.2,397.0,1322.8,341.0,1401.0,,1503.3,2025-10,,321.0,-0.02
ATP,2026-01-12,315,Oriol Roca Batalla,32.1,1456.9,,336.0,1383.4,275.0,1433.1,357.0,1389.6,,1554.6,2024-06,,410.0,-0.26
ATP,2026-01-12,316,Gauthier Onclin,24.8,1456.7,,319.0,1402.1,244.0,1467.7,288.0,1430.0,,1591.3,2023-07,,266.0,0.17
ATP,2026-01-12,317,Oliver Crawford,26.5,1456.1,,312.0,1406.2,322.0,1386.4,236.0,1466.2,,1580.7,2023-10,,203.0,0.45
ATP,2026-01-12,318,Joao Lucas Reis Da Silva,25.6,1454.1,,367.0,1355.6,262.0,1448.5,291.0,1427.1,,1531.3,2025-11,,206.0,0.43
ATP,2026-01-12,319,Antoine Ghibaudo,20.8,1453.0,,304.0,1413.8,390.0,1330.4,201.0,1488.8,,1518.9,2025-09,,348.0,-0.09
ATP,2026-01-12,320,Dimitar Kuzmanov,32.4,1452.6,,280.0,1447.7,293.0,1413.5,301.0,1421.2,,1640.1,2021-05,,263.0,0.2
ATP,2026-01-12,321,Kilian Feldbausch,20.2,1452.5,,415.0,1310.8,270.0,1437.2,292.0,1426.2,,1499.1,2024-01,,374.0,-0.15
ATP,2026-01-12,322,Henry Bernet,18.9,1446.6,,335.0,1383.5,283.0,1425.5,296.0,1423.3,,1537.6,2025-11,,509.0,-0.46
ATP,2026-01-12,323,Karue Sell,31.7,1446.2,,305.0,1413.5,294.0,1411.8,297.0,1423.1,,1529.3,2024-10,,575.0,-0.58
ATP,2026-01-12,324,Geoffrey Blancaneaux,27.2,1446.2,,311.0,1406.4,269.0,1438.4,436.0,1351.1,,1591.5,2023-05,,256.0,0.24
ATP,2026-01-12,325,Lautaro Midon,21.6,1446.1,,310.0,1411.4,312.0,1394.9,298.0,1423.0,,1498.4,2025-06,,234.0,0.33
ATP,2026-01-12,326,Ioannis Xilas,24.5,1445.6,,293.0,1428.2,237.0,1472.8,221.0,1472.8,,1652.3,2025-08,,391.0,-0.18
ATP,2026-01-12,327,Tom Gentzsch,22.3,1445.2,,323.0,1396.2,309.0,1400.1,299.0,1422.6,,1502.7,2025-10,,283.0,0.14
ATP,2026-01-12,328,Maxim Mrva,18.2,1444.4,,283.0,1446.4,328.0,1384.2,223.0,1472.2,,1619.4,2025-03,,342.0,-0.04
ATP,2026-01-12,329,Matteo Martineau,26.9,1443.7,,291.0,1432.6,355.0,1362.7,332.0,1404.1,,1624.5,2024-02,,277.0,0.17
ATP,2026-01-12,330,Hady Habib,27.2,1442.2,,318.0,1402.2,260.0,1450.7,262.0,1446.3,,1624.9,2025-05,,245.0,0.3
ATP,2026-01-12,331,Sascha Gueymard Wayenburg,22.2,1442.1,,316.0,1404.1,281.0,1426.7,369.0,1385.5,,1563.9,2025-01,,198.0,0.51
ATP,2026-01-12,332,Facundo Mena,33.1,1441.6,,369.0,1354.2,284.0,1424.2,370.0,1385.5,,1616.9,2019-09,,322.0,0.03
ATP,2026-01-12,333,Benjamin Hassan,30.9,1440.6,,332.0,1387.1,255.0,1456.2,308.0,1417.0,,1680.2,2023-10,,258.0,0.26
ATP,2026-01-12,334,Aziz Dougaz,28.3,1438.8,,307.0,1412.7,282.0,1425.7,354.0,1390.3,,1555.3,2020-02,,309.0,0.08
ATP,2026-01-12,335,Darwin Blanch,18.1,1437.9,,302.0,1415.3,406.0,1316.5,303.0,1418.9,,1466.0,2025-11,,295.0,0.13
ATP,2026-01-12,336,Murkel Alejandro Dellien Velasco,28.1,1436.7,,339.0,1381.5,286.0,1422.0,346.0,1397.2,,1602.5,2022-01,,251.0,0.29
ATP,2026-01-12,337,Antoine Escoffier,33.6,1435.7,,306.0,1413.4,455.0,1258.4,422.0,1360.8,,1628.4,2023-03,,434.0,-0.25
ATP,2026-01-12,338,Nicolas Kicker,33.2,1435.1,,351.0,1370.4,273.0,1435.1,411.0,1367.1,,1706.2,2018-05,,257.0,0.27
ATP,2026-01-12,339,David Jorda Sanchis,31.4,1435.1,,376.0,1350.5,295.0,1411.8,389.0,1378.7,,1531.3,2023-07,,385.0,-0.13
ATP,2026-01-12,340,Stuart Parker,28.2,1434.0,,309.0,1412.2,394.0,1327.0,473.0,1324.7,,1524.1,2025-03,,415.0,-0.2
ATP,2026-01-12,341,Arthur Bouquier,24.8,1433.5,,295.0,1425.0,424.0,1296.7,331.0,1404.2,,1732.0,2025-03,,229.0,0.4
ATP,2026-01-12,342,Mili Poljicak,21.1,1433.0,,436.0,1277.6,288.0,1418.7,386.0,1380.6,,1508.5,2025-05,,383.0,-0.11
ATP,2026-01-12,343,Blake Ellis,26.9,1431.6,,315.0,1404.5,396.0,1325.8,311.0,1415.8,,1490.7,2018-02,,441.0,-0.25
ATP,2026-01-12,344,Jakub Paul,26.5,1430.8,,346.0,1374.8,339.0,1377.3,312.0,1415.4,,1506.3,2025-08,,368.0,-0.07
ATP,2026-01-12,345,Paul Jubb,26.1,1429.9,,313.0,1405.6,381.0,1340.1,261.0,1447.3,,1632.1,2022-03,,360.0,-0.04
