tour,as_of_date,elo_rank,player,age,elo,unnamed_4,helo_rank,helo,celo_rank,celo,gelo_rank,gelo,unnamed_11,peak_elo,peak_month,unnamed_14,atp_rank,log_diff
ATP,2026-02-16,345,Jakub Paul,26.5,1430.8,,346.0,1374.8,336.0,1377.3,318.0,1415.4,,1506.3,2025-08,,496.0,-0.36
ATP,2026-02-16,346,Marat Sharipov,23.2,1430.6,,313.0,1412.2,320.0,1391.6,319.0,1415.3,,1613.9,2025-02,,351.0,-0.01
ATP,2026-02-16,347,Geoffrey Blancaneaux,27.4,1428.9,,335.0,1389.5,281.0,1429.7,469.0,1342.5,,1591.5,2023-05,,266.0,0.27
ATP,2026-02-16,348,James Trotter,26.5,1426.6,,331.0,1392.1,363.0,1362.5,361.0,1391.1,,1658.1,2025-01,,332.0,0.05
ATP,2026-02-16,349,Kaichi Uchida,31.4,1426.0,,323.0,1400.1,379.0,1346.4,301.0,1425.7,,1571.8,2023-02,,242.0,0.37
ATP,2026-02-16,350,Gauthier Onclin,24.9,1423.1,,360.0,1367.6,259.0,1450.9,322.0,1413.2,,1591.3,2023-07,,312.0,0.11
ATP,2026-02-16,351,Daniel Masur,31.2,1422.7,,330.0,1393.5,318.0,1391.9,328.0,1406.9,,1621.9,2021-03,,434.0,-0.21
ATP,2026-02-16,352,Darwin Blanch,18.3,1421.1,,329.0,1396.5,422.0,1308.1,325.0,1410.6,,1489.5,2026-01,,273.0,0.25
ATP,2026-02-16,353,Maxim Mrva,18.5,1420.4,,320.0,1402.6,350.0,1372.2,243.0,1460.2,,1619.4,2025-03,,321.0,0.1
ATP,2026-02-16,354,Bernabe Zapata Miralles,29.0,1416.1,,358.0,1367.7,301.0,1411.3,302.0,1425.0,,1779.9,2023-05,,473.0,-0.29
ATP,2026-02-16,355,Filip Cristian Jianu,24.1,1416.1,,415.0,1319.9,308.0,1401.4,346.0,1399.3,,1578.5,2019-09,,247.0,0.36
ATP,2026-02-16,356,Harry Wendelken,24.0,1415.5,,328.0,1396.8,413.0,1317.8,430.0,1360.5,,1526.6,2025-10,,276.0,0.25
ATP,2026-02-16,357,Hady Habib,27.4,1415.4,,356.0,1369.1,272.0,1437.3,289.0,1432.9,,1624.9,2025-05,,334.0,0.07
ATP,2026-02-16,358,Alexey Vatutin,33.0,1415.2,,341.0,1382.0,343.0,1373.8,408.0,1371.6,,1637.3,2018-04,,409.0,-0.13
ATP,2026-02-16,359,Paul Jubb,26.2,1413.8,,337.0,1389.1,397.0,1332.0,276.0,1439.2,,1632.1,2022-03,,331.0,0.08
ATP,2026-02-16,360,Matej Dodig,20.5,1413.8,,389.0,1345.6,304.0,1407.3,329.0,1406.9,,1601.7,2024-09,,232.0,0.44
ATP,2026-02-16,361,Andre Ilagan,25.2,1412.8,,336.0,1389.4,414.0,1316.4,332.0,1406.4,,1524.7,2025-10,,365.0,-0.01
ATP,2026-02-16,362,Tung Lin Wu,27.7,1411.4,,343.0,1381.4,291.0,1423.8,422.0,1365.1,,1605.0,2023-04,,374.0,-0.03
ATP,2026-02-16,363,Marek Gengel,30.3,1410.6,,345.0,1377.3,470.0,1260.0,424.0,1364.9,,1505.8,2023-01,,406.0,-0.11
ATP,2026-02-16,364,Nikolas Sanchez Izquierdo,26.8,1408.6,,470.0,1255.2,312.0,1397.4,339.0,1404.3,,1517.8,2022-06,,274.0,0.28
ATP,2026-02-16,365,Florent Bax,26.6,1408.2,,342.0,1381.8,381.0,1345.5,340.0,1404.1,,1474.2,2026-01,,271.0,0.3
ATP,2026-02-16,366,Murkel Alejandro Dellien Velasco,28.3,1407.6,,350.0,1371.7,314.0,1394.9,389.0,1382.7,,1602.5,2022-01,,278.0,0.28
ATP,2026-02-16,367,Mika Brunold,21.3,1407.0,,362.0,1365.9,332.0,1380.4,341.0,1403.5,,1510.9,2025-07,,461.0,-0.23
ATP,2026-02-16,368,Raul Brancaccio,28.7,1403.4,,340.0,1382.6,340.0,1375.9,409.0,1371.3,,1644.9,2023-01,,340.0,0.08
ATP,2026-02-16,369,Antoine Ghibaudo,21.0,1401.9,,368.0,1364.0,425.0,1304.9,238.0,1463.2,,1518.9,2025-09,,343.0,0.07
ATP,2026-02-16,370,Yuta Shimizu,26.6,1401.4,,353.0,1370.5,443.0,1286.7,327.0,1407.3,,1590.8,2024-05,,373.0,-0.01
ATP,2026-02-16,371,Viktor Durasovic,28.8,1398.9,,344.0,1380.3,390.0,1336.9,467.0,1343.1,,1494.2,2025-02,,325.0,0.13
ATP,2026-02-16,372,Hayato Matsuoka,21.0,1398.9,,348.0,1373.3,420.0,1309.5,345.0,1399.5,,1532.2,2025-11,,370.0,0.01
ATP,2026-02-16,373,Dmitry Popko,29.2,1398.4,,317.0,1406.3,376.0,1350.5,486.0,1329.4,,1631.7,2020-01,,236.0,0.46
ATP,2026-02-16,374,Mathys Erhard,24.2,1395.4,,376.0,1355.2,341.0,1375.6,352.0,1397.7,,1455.1,2025-11,,314.0,0.17
ATP,2026-02-16,375,Hernan Casanova,31.9,1394.8,,464.0,1263.6,335.0,1377.7,418.0,1366.5,,1474.0,2022-09,,399.0,-0.06
ATP,2026-02-16,376,Nicolas Kicker,33.4,1393.0,,383.0,1349.3,322.0,1390.1,463.0,1346.0,,1706.2,2018-05,,268.0,0.34
ATP,2026-02-16,377,Patrick Zahraj,26.5,1392.0,,332.0,1392.0,460.0,1271.4,331.0,1406.5,,1596.7,2025-03,,257.0,0.38
ATP,2026-02-16,378,Oliver Crawford,26.7,1388.1,,394.0,1335.5,374.0,1352.4,291.0,1432.2,,1580.7,2023-10,,215.0,0.56
ATP,2026-02-16,379,Milos Karol,23.0,1387.8,,400.0,1330.6,371.0,1353.4,354.0,1393.9,,1457.6,2025-10,,454.0,-0.18
ATP,2026-02-16,380,Sandro Kopp,25.6,1387.3,,428.0,1304.0,299.0,1414.3,355.0,1393.7,,1547.1,2025-11,,304.0,0.22
ATP,2026-02-16,381,Rodrigo Pacheco Mendez,20.7,1386.6,,364.0,1365.3,380.0,1346.0,356.0,1393.3,,1511.2,2025-06,,228.0,0.51
ATP,2026-02-16,382,Philip Sekulic,22.4,1386.2,,377.0,1354.5,457.0,1271.9,449.0,1354.9,,1533.1,2024-07,,501.0,-0.27
ATP,2026-02-16,383,Daniel Milavsky,24.4,1385.6,,365.0,1365.2,427.0,1302.8,405.0,1373.6,,1406.9,2026-02,,384.0,0.0
ATP,2026-02-16,384,Matteo Martineau,27.0,1385.3,,363.0,1365.8,395.0,1333.5,400.0,1374.9,,1624.5,2024-02,,329.0,0.15
ATP,2026-02-16,385,Samir Banerjee,22.1,1383.9,,372.0,1361.0,428.0,1302.0,357.0,1392.0,,1472.4,2025-09,,407.0,-0.06
ATP,2026-02-16,386,Khumoun Sultanov,27.2,1383.6,,349.0,1373.2,447.0,1279.9,342.0,1402.5,,1553.9,2025-02,,,
ATP,2026-02-16,387,Juan Bautista Torres,23.8,1383.3,,444.0,1293.7,351.0,1371.2,358.0,1391.7,,1586.6,2022-07,,356.0,0.08
ATP,2026-02-16,388,Tai Sach,23.4,1382.9,,370.0,1362.1,430.0,1301.5,359.0,1391.5,,1436.6,2026-02,,541.0,-0.33
ATP,2026-02-16,389,Cannon Kingsley,24.7,1382.8,,369.0,1363.3,452.0,1276.2,360.0,1391.4,,1468.0,2023-09,,475.0,-0.2
ATP,2026-02-16,390,Giles Hussey,28.7,1382.1,,386.0,1346.3,431.0,1301.1,452.0,1353.2,,1487.3,2025-08,,326.0,0.18
ATP,2026-02-16,391,Jacopo Berrettini,27.2,1381.8,,417.0,1317.9,346.0,1373.3,362.0,1390.9,,1592.3,2024-05,,300.0,0.26
ATP,2026-02-16,392,Tibo Colson,25.5,1379.6,,373.0,1359.4,469.0,1260.0,365.0,1389.8,,1412.3,2026-02,,575.0,-0.38
ATP,2026-02-16,393,Manas Dhamne,18.1,1379.2,,359.0,1367.7,348.0,1372.4,275.0,1439.6,,1461.6,2023-01,,488.0,-0.22
ATP,2026-02-16,394,Robin Bertrand,22.8,1379.1,,381.0,1350.3,436.0,1292.3,367.0,1389.6,,1540.9,2024-07,,290.0,0.31
ATP,2026-02-16,395,Buvaysar Gadamauri,25.5,1376.9,,379.0,1352.5,423.0,1306.5,370.0,1388.5,,1402.2,2026-02,,424.0,-0.07
ATP,2026-02-16,396,Pietro Fellin,24.5,1376.7,,388.0,1345.9,441.0,1287.1,371.0,1388.4,,1419.7,2026-02,,462.0,-0.15
ATP,2026-02-16,397,Matias Soto,26.7,1376.4,,434.0,1300.1,339.0,1376.0,373.0,1388.2,,1461.2,2025-03,,317.0,0.23
ATP,2026-02-16,398,Joshua Sheehy,29.0,1375.8,,355.0,1369.8,455.0,1273.5,374.0,1387.9,,1390.6,2026-02,,536.0,-0.3
ATP,2026-02-16,399,Gabi Adrian Boitan,26.5,1374.3,,385.0,1347.5,369.0,1355.4,280.0,1437.2,,1488.6,2022-03,,313.0,0.24
ATP,2026-02-16,400,Federico Arnaboldi,25.6,1374.2,,410.0,1323.0,389.0,1337.0,442.0,1356.6,,1623.0,2024-08,,397.0,0.01
ATP,2026-02-16,401,Govind Nanda,24.4,1374.0,,380.0,1351.5,429.0,1301.6,377.0,1387.0,,1501.0,2022-09,,583.0,-0.37
ATP,2026-02-16,402,Gabriele Piraino,22.2,1373.4,,431.0,1301.6,383.0,1342.7,378.0,1386.7,,1397.2,2026-02,,359.0,0.11
ATP,2026-02-16,403,Alfredo Perez,28.4,1371.6,,395.0,1333.4,333.0,1379.7,381.0,1385.8,,1451.2,2025-10,,391.0,0.03
ATP,2026-02-16,404,Cezar Cretu,24.5,1370.7,,352.0,1370.8,386.0,1338.2,382.0,1385.3,,1526.0,2024-09,,378.0,0.07
ATP,2026-02-16,405,Nicolas Alvarez Varona,24.3,1370.4,,333.0,1390.5,416.0,1314.4,383.0,1385.2,,1526.2,2022-11,,427.0,-0.05
ATP,2026-02-16,406,Matheus Pucinelli De Almeida,24.8,1370.4,,477.0,1249.5,359.0,1365.6,380.0,1386.1,,1650.0,2022-03,,289.0,0.34
ATP,2026-02-16,407,Jacopo Vasami,18.1,1369.2,,458.0,1274.3,349.0,1372.3,384.0,1384.6,,1452.9,2025-06,,631.0,-0.44
ATP,2026-02-16,408,Franco Roncadelli,25.9,1368.9,,419.0,1313.4,385.0,1340.2,385.0,1384.4,,1399.7,2025-06,,338.0,0.19
ATP,2026-02-16,409,Rudolf Molleker,25.2,1368.7,,397.0,1331.7,362.0,1364.0,451.0,1353.6,,1712.9,2019-06,,439.0,-0.07
ATP,2026-02-16,410,Max Houkes,25.5,1368.1,,467.0,1258.7,360.0,1365.2,454.0,1350.1,,1481.3,2025-03,,235.0,0.56
ATP,2026-02-16,411,Andrej Nedic,21.2,1367.2,,374.0,1358.2,330.0,1385.1,286.0,1433.6,,1439.0,2022-09,,281.0,0.38
ATP,2026-02-16,412,Eduardo Ribeiro,27.8,1367.2,,465.0,1262.0,364.0,1360.2,388.0,1383.6,,1446.1,2023-06,,453.0,-0.09
ATP,2026-02-16,413,Quinn Vandecasteele,23.4,1365.6,,387.0,1346.3,435.0,1292.8,420.0,1365.8,,1408.6,2024-09,,508.0,-0.21
ATP,2026-02-16,414,Hiroki Moriya,35.3,1365.2,,399.0,1331.4,467.0,1261.0,432.0,1359.8,,1584.0,2012-12,,465.0,-0.12
ATP,2026-02-16,415,Adrian Andreev,24.5,1363.0,,401.0,1330.3,353.0,1370.4,489.0,1321.5,,1642.9,2023-01,,1100.0,-0.97
ATP,2026-02-16,416,Luca Potenza,25.3,1362.9,,403.0,1327.7,391.0,1335.8,390.0,1381.4,,1470.3,2022-06,,430.0,-0.03
ATP,2026-02-16,417,Pedro Sakamoto,32.6,1362.1,,438.0,1294.9,373.0,1353.0,392.0,1381.0,,1495.6,2019-05,,382.0,0.09
ATP,2026-02-16,418,Aidan Mayo,22.2,1361.9,,378.0,1353.1,461.0,1270.6,375.0,1387.1,,1541.1,2024-11,,617.0,-0.39
ATP,2026-02-16,419,Benoit Paire,36.7,1361.8,,393.0,1335.7,329.0,1385.4,324.0,1412.0,,1909.0,2013-05,,1036.0,-0.91
ATP,2026-02-16,420,Juan Manuel La Serna,22.0,1361.7,,413.0,1321.3,378.0,1346.6,393.0,1380.8,,1407.5,2026-01,,360.0,0.15
ATP,2026-02-16,421,Maximilian Neuchrist,34.1,1360.8,,408.0,1323.5,393.0,1334.1,456.0,1349.9,,1549.9,2023-04,,535.0,-0.24
ATP,2026-02-16,422,Santiago Fa Rodriguez Taverna,26.5,1357.0,,435.0,1299.3,375.0,1351.1,421.0,1365.3,,1672.6,2022-01,,231.0,0.6
ATP,2026-02-16,423,Edward Winter,21.3,1356.5,,423.0,1310.8,439.0,1288.2,337.0,1405.8,,1440.2,2025-10,,494.0,-0.16
ATP,2026-02-16,424,Diego Dedura Palomero,17.8,1354.9,,469.0,1257.6,367.0,1357.8,398.0,1377.5,,1419.0,2025-09,,310.0,0.31
ATP,2026-02-16,425,Lukas Pokorny,23.8,1353.5,,406.0,1324.0,445.0,1284.1,399.0,1376.8,,1435.5,2025-05,,442.0,-0.04
ATP,2026-02-16,426,Fajing Sun,29.3,1353.4,,407.0,1323.9,497.0,1208.3,443.0,1355.7,,1487.1,2025-07,,264.0,0.48
ATP,2026-02-16,427,Alastair Gray,27.6,1351.8,,427.0,1306.0,444.0,1285.9,466.0,1344.4,,1526.5,2024-01,,408.0,0.05
ATP,2026-02-16,428,Giovanni Fonio,27.7,1349.0,,382.0,1349.5,411.0,1319.4,401.0,1374.5,,1566.9,2023-02,,490.0,-0.14
ATP,2026-02-16,429,James Watt,25.6,1348.4,,396.0,1331.9,476.0,1248.9,330.0,1406.7,,1360.2,2026-01,,669.0,-0.44
ATP,2026-02-16,430,Mae Malige,19.8,1347.7,,404.0,1325.7,481.0,1234.5,404.0,1373.9,,1435.8,2025-10,,532.0,-0.21
ATP,2026-02-16,431,David Jorda Sanchis,31.6,1347.3,,472.0,1253.7,358.0,1367.9,476.0,1334.8,,1531.3,2023-07,,385.0,0.11
ATP,2026-02-16,432,Daniel Dutra Da Silva,37.5,1345.8,,476.0,1251.6,388.0,1337.3,435.0,1359.0,,1519.5,2009-02,,320.0,0.3
ATP,2026-02-16,433,Martin Krumich,23.1,1344.2,,437.0,1295.0,419.0,1310.0,406.0,1372.1,,1384.0,2026-01,,344.0,0.23
ATP,2026-02-16,434,Carl Emil Overbeck,24.4,1344.0,,412.0,1321.8,446.0,1282.0,407.0,1372.0,,1413.1,2025-11,,493.0,-0.13
ATP,2026-02-16,435,Andres Martin,24.5,1343.0,,418.0,1317.6,326.0,1387.8,308.0,1421.5,,1603.6,2022-07,,270.0,0.48
ATP,2026-02-16,436,Ergi Kirkin,26.9,1340.9,,416.0,1319.9,404.0,1327.6,439.0,1357.5,,1516.7,2022-05,,594.0,-0.31
ATP,2026-02-16,437,Jie Cui,27.9,1340.3,,420.0,1313.1,485.0,1228.0,411.0,1370.2,,1491.5,2025-05,,423.0,0.03
ATP,2026-02-16,438,Henry Searle,19.7,1339.6,,429.0,1303.9,440.0,1287.9,462.0,1346.2,,1474.6,2025-06,,476.0,-0.08
ATP,2026-02-16,439,Olaf Pieczkowski,21.8,1338.4,,398.0,1331.4,401.0,1329.4,311.0,1419.2,,1621.0,2023-11,,486.0,-0.1
ATP,2026-02-16,440,Sergey Fomin,25.0,1337.1,,441.0,1294.5,357.0,1367.9,413.0,1368.5,,1386.4,2024-07,,323.0,0.31
ATP,2026-02-16,441,Thomas Faurel,20.0,1336.7,,422.0,1312.5,438.0,1288.9,414.0,1368.3,,1412.6,2026-01,,458.0,-0.04
ATP,2026-02-16,442,Jelle Sels,30.2,1336.6,,367.0,1364.4,432.0,1299.6,508.0,1264.6,,1640.8,2022-11,,337.0,0.27
ATP,2026-02-16,443,Garrett Johns,25.1,1336.4,,409.0,1323.5,463.0,1265.8,415.0,1368.2,,1534.5,2025-08,,307.0,0.37
ATP,2026-02-16,444,Keegan Smith,27.6,1336.1,,424.0,1309.5,495.0,1211.1,416.0,1368.0,,1403.9,2021-12,,308.0,0.37
ATP,2026-02-16,445,Alex Rybakov,29.0,1335.7,,432.0,1301.6,402.0,1328.8,368.0,1389.0,,1516.5,2022-07,,296.0,0.41
ATP,2026-02-16,446,Guido Ivan Justo,28.1,1335.7,,473.0,1253.5,406.0,1326.8,417.0,1367.8,,1348.7,2026-01,,347.0,0.25
ATP,2026-02-16,447,Miguel Tobon,19.4,1335.3,,405.0,1324.4,412.0,1318.0,396.0,1378.6,,1600.3,1995-09,,602.0,-0.3
ATP,2026-02-16,448,Omar Jasika,28.7,1334.7,,421.0,1312.9,466.0,1264.3,510.0,1261.9,,1669.1,2017-02,,380.0,0.16
ATP,2026-02-16,449,Maxime Janvier,29.0,1333.7,,430.0,1302.3,434.0,1299.0,423.0,1365.1,,1601.5,2019-09,,542.0,-0.19
ATP,2026-02-16,450,Stefan Palosi,26.0,1332.8,,457.0,1276.4,415.0,1315.2,419.0,1366.4,,1376.8,2026-01,,449.0,0.0
ATP,2026-02-16,451,Dan Martin,26.7,1331.5,,443.0,1294.0,426.0,1304.0,472.0,1337.9,,1374.1,2025-11,,386.0,0.16
ATP,2026-02-16,452,Tsung Hao Huang,26.1,1329.9,,433.0,1301.6,454.0,1274.9,425.0,1364.9,,1406.7,2023-10,,495.0,-0.09
ATP,2026-02-16,453,Kasidit Samrej,25.0,1329.8,,426.0,1306.0,334.0,1379.1,320.0,1414.9,,1424.3,2019-04,,398.0,0.13
ATP,2026-02-16,454,Adria Soriano Barrera,26.6,1327.5,,414.0,1321.2,456.0,1272.2,426.0,1363.8,,1429.0,2025-07,,394.0,0.14
ATP,2026-02-16,455,Andrea Picchione,27.2,1324.4,,462.0,1266.5,424.0,1305.2,428.0,1362.2,,1366.1,2024-04,,405.0,0.12
ATP,2026-02-16,456,Miguel Damas,26.1,1321.0,,446.0,1290.2,442.0,1287.0,431.0,1360.5,,1326.9,2026-02,,305.0,0.4
ATP,2026-02-16,457,Patrick Maloney,25.6,1320.7,,459.0,1273.3,408.0,1322.0,410.0,1370.7,,1467.5,2025-07,,421.0,0.08
ATP,2026-02-16,458,Neil Oberleitner,26.4,1319.6,,451.0,1286.4,458.0,1271.8,433.0,1359.8,,1378.0,2024-07,,429.0,0.07
ATP,2026-02-16,459,Olle Wallin,24.2,1319.3,,450.0,1287.9,418.0,1311.9,434.0,1359.7,,1488.2,2025-07,,410.0,0.11
ATP,2026-02-16,460,Christian Langmo,29.6,1316.7,,448.0,1288.5,503.0,1176.9,436.0,1358.4,,1411.8,2023-04,,364.0,0.23
ATP,2026-02-16,461,Luciano Emanuel Ambrogi,22.2,1316.6,,493.0,1209.4,417.0,1312.9,437.0,1358.3,,1410.3,2024-09,,388.0,0.17
ATP,2026-02-16,462,Carlo Alberto Caniato,20.2,1316.3,,481.0,1246.0,392.0,1334.7,438.0,1358.1,,1451.2,2025-09,,,
ATP,2026-02-16,463,Kaylan Bigun,19.6,1311.1,,454.0,1279.6,473.0,1255.5,445.0,1355.6,,1423.0,2025-08,,712.0,-0.43
ATP,2026-02-16,464,Cruz Hewitt,17.1,1310.7,,445.0,1292.5,464.0,1265.3,447.0,1355.3,,1349.3,2026-02,,670.0,-0.37
ATP,2026-02-16,465,Valerio Aboian,23.6,1309.9,,491.0,1214.9,421.0,1309.2,448.0,1355.0,,1355.1,2024-04,,469.0,-0.01
ATP,2026-02-16,466,Saba Purtseladze,24.4,1305.5,,442.0,1294.4,496.0,1208.6,482.0,1330.8,,1466.8,2025-05,,279.0,0.51
ATP,2026-02-16,467,Corentin Denolly,28.6,1305.1,,468.0,1258.3,459.0,1271.5,471.0,1339.2,,1455.6,2025-03,,400.0,0.15
ATP,2026-02-16,468,Aleksandre Bakshi,28.5,1304.7,,452.0,1281.5,307.0,1402.4,343.0,1402.4,,1613.0,2024-07,,555.0,-0.17
ATP,2026-02-16,469,Renzo Olivo,33.8,1301.8,,447.0,1288.6,451.0,1277.1,488.0,1322.7,,1643.4,2015-02,,523.0,-0.11
ATP,2026-02-16,470,Masamichi Imamura,27.2,1301.6,,460.0,1272.5,468.0,1260.8,453.0,1350.8,,1394.5,2024-11,,519.0,-0.1
ATP,2026-02-16,471,Eero Vasa,29.0,1301.2,,439.0,1294.6,462.0,1267.0,344.0,1400.6,,1415.6,2016-03,,483.0,-0.03
ATP,2026-02-16,472,Blaise Bicknell,24.2,1296.4,,455.0,1277.7,465.0,1264.9,350.0,1398.2,,1587.2,2024-02,,460.0,0.03
ATP,2026-02-16,473,Max Alcala Gurri,23.1,1295.7,,482.0,1245.1,453.0,1275.3,459.0,1347.9,,1332.3,2022-04,,403.0,0.16
ATP,2026-02-16,474,Gonzalo Villanueva,31.0,1294.7,,492.0,1210.7,450.0,1277.8,460.0,1347.3,,1454.7,2022-05,,352.0,0.3
ATP,2026-02-16,475,Robert Strombachs,26.4,1293.3,,436.0,1297.8,474.0,1255.3,461.0,1346.7,,1479.9,2025-05,,422.0,0.12
ATP,2026-02-16,476,Max Wiskandt,24.0,1291.2,,474.0,1251.9,437.0,1291.2,490.0,1318.4,,1454.0,2025-04,,455.0,0.05
ATP,2026-02-16,477,Naoki Nakagawa,29.2,1289.2,,461.0,1270.8,510.0,1148.8,464.0,1344.6,,1327.7,2024-09,,632.0,-0.28
ATP,2026-02-16,478,Andrew Fenty,25.8,1289.2,,463.0,1265.1,475.0,1254.6,465.0,1344.6,,1297.0,2026-01,,450.0,0.06
ATP,2026-02-16,479,Tyler Zink,25.0,1285.1,,466.0,1259.5,483.0,1231.0,440.0,1357.4,,1473.9,2025-10,,327.0,0.38
ATP,2026-02-16,480,Mateus Alves,24.9,1279.1,,504.0,1169.3,448.0,1278.9,470.0,1339.6,,1422.1,2024-11,,513.0,-0.07
ATP,2026-02-16,481,Roberto Cid,32.4,1276.7,,449.0,1288.3,482.0,1233.0,468.0,1342.7,,1621.4,2018-06,,441.0,0.09
ATP,2026-02-16,482,Conner Huertas Del Pino,29.5,1275.6,,453.0,1280.3,477.0,1244.5,473.0,1337.8,,1354.2,2025-04,,739.0,-0.43
ATP,2026-02-16,483,Carlos Sanchez Jover,25.5,1271.6,,495.0,1206.1,472.0,1256.3,474.0,1335.8,,1440.5,2023-09,,342.0,0.35
ATP,2026-02-16,484,Luca Castelnuovo,29.0,1269.8,,475.0,1251.9,491.0,1218.7,475.0,1334.9,,1285.6,2026-02,,415.0,0.15
ATP,2026-02-16,485,Aristotelis Thanos,24.6,1267.4,,471.0,1254.6,403.0,1328.2,387.0,1383.7,,1576.3,2025-02,,491.0,-0.01
ATP,2026-02-16,486,Lucas Poullain,29.8,1265.4,,480.0,1246.4,484.0,1229.9,477.0,1332.7,,1590.8,2023-10,,418.0,0.15
ATP,2026-02-16,487,Dali Blanch,22.9,1265.1,,509.0,1149.6,407.0,1326.1,478.0,1332.5,,1464.6,2025-08,,448.0,0.08
ATP,2026-02-16,488,Karan Singh,22.6,1263.1,,489.0,1226.4,449.0,1278.4,480.0,1331.5,,1339.8,2025-02,,436.0,0.11
ATP,2026-02-16,489,Renta Tokuda,27.8,1262.5,,487.0,1237.0,500.0,1192.5,481.0,1331.3,,1380.8,2018-05,,316.0,0.44
ATP,2026-02-16,490,San Hui Sin,28.8,1261.2,,484.0,1241.1,478.0,1240.6,483.0,1330.6,,1314.1,2025-08,,349.0,0.34
ATP,2026-02-16,491,Alexandr Binda,24.3,1260.4,,485.0,1240.8,480.0,1240.2,484.0,1330.2,,1450.9,2025-07,,468.0,0.05
ATP,2026-02-16,492,Juan Alejandro Hernandez Serrano,26.4,1259.6,,478.0,1249.3,493.0,1215.0,485.0,1329.8,,1300.9,2025-06,,416.0,0.17
ATP,2026-02-16,493,Taha Baadi,24.5,1247.3,,483.0,1243.8,489.0,1222.7,505.0,1287.9,,1300.1,2025-09,,577.0,-0.16
ATP,2026-02-16,494,Vadym Ursu,29.0,1242.5,,490.0,1216.0,502.0,1177.5,501.0,1300.2,,1281.3,2025-11,,433.0,0.13
ATP,2026-02-16,495,Mariano Kestelboim,29.7,1234.5,,498.0,1188.7,487.0,1225.3,491.0,1317.2,,1312.1,2025-06,,420.0,0.16
ATP,2026-02-16,496,Kokoro Isomura,23.0,1221.2,,496.0,1192.3,490.0,1220.6,492.0,1310.6,,1428.8,2024-11,,551.0,-0.11
ATP,2026-02-16,497,Dominik Kellovsky,29.3,1218.7,,488.0,1229.5,508.0,1162.8,493.0,1309.4,,1297.2,2017-07,,605.0,-0.2
ATP,2026-02-16,498,Aryan Shah,20.1,1215.0,,494.0,1206.2,492.0,1216.0,494.0,1307.5,,1524.6,2025-07,,411.0,0.19
ATP,2026-02-16,499,Federico Bondioli,20.7,1211.2,,507.0,1158.7,488.0,1223.4,495.0,1305.6,,1422.6,2025-06,,445.0,0.11
ATP,2026-02-16,500,Bruno Kuzuhara,21.7,1206.5,,497.0,1190.5,504.0,1175.1,496.0,1303.2,,1335.1,2024-07,,600.0,-0.18
ATP,2026-02-16,501,Moerani Bouzige,26.5,1205.3,,501.0,1175.9,494.0,1212.7,497.0,1302.7,,1416.7,2024-12,,471.0,0.06
ATP,2026-02-16,502,Pierluigi Basile,19.0,1205.3,,508.0,1155.2,479.0,1240.4,498.0,1302.7,,1426.9,2025-06,,683.0,-0.31
ATP,2026-02-16,503,Lorenzo Carboni,19.9,1202.9,,503.0,1172.3,499.0,1202.4,499.0,1301.5,,1325.2,2023-08,,443.0,0.13
ATP,2026-02-16,504,Tiago Pereira,21.6,1201.2,,506.0,1165.1,486.0,1226.0,500.0,1300.6,,1406.9,2025-08,,269.0,0.63
ATP,2026-02-16,505,Alex Marti Pujolras,26.5,1197.4,,486.0,1240.2,506.0,1172.4,502.0,1298.7,,1359.7,2023-04,,502.0,0.01
ATP,2026-02-16,506,Joao Eduardo Schiessl,21.4,1190.3,,505.0,1168.4,498.0,1204.4,503.0,1295.2,,1394.0,2025-10,,504.0,0.0
ATP,2026-02-16,507,Leo Borg,22.5,1189.8,,499.0,1183.9,511.0,1137.6,504.0,1294.9,,1211.0,2025-10,,592.0,-0.15
ATP,2026-02-16,508,Karl Poling,26.4,1179.2,,500.0,1181.0,505.0,1174.4,513.0,1247.9,,1280.8,2025-11,,599.0,-0.16
ATP,2026-02-16,509,Sebastian Gima,23.7,1170.3,,502.0,1173.3,509.0,1157.9,506.0,1285.1,,1251.0,2025-08,,568.0,-0.11
ATP,2026-02-16,510,Justin Boulais,24.3,1157.7,,511.0,1134.1,501.0,1188.8,507.0,1278.8,,1416.6,2023-07,,531.0,-0.04
ATP,2026-02-16,511,Lorenzo Joaquin Rodriguez,26.2,1125.2,,510.0,1138.8,512.0,1117.8,509.0,1262.6,,1362.4,2024-04,,498.0,0.03
ATP,2026-02-16,512,Juan Carlos Aguilar,27.0,1112.1,,514.0,1068.9,507.0,1165.7,511.0,1256.0,,1243.9,2025-01,,759.0,-0.39
ATP,2026-02-16,513,Matthew Dellavedova,25.6,1105.3,,513.0,1090.4,513.0,1115.9,512.0,1252.7,,1201.5,2024-01,,521.0,-0.02
ATP,2026-02-16,514,Tristan Mccormick,26.8,1091.9,,512.0,1108.7,514.0,1087.3,514.0,1215.4,,1286.0,2023-06,,509.0,0.01
